bib,title,note_num,note_text,note_type,record_total_notes,record_typed_notes,a_count,w_count,o_count,ow_count,source
13615135,Editto del porto franco di Livorno del 10 giugno 1593 : manuscript.,1,Title from docket title.,a,3,2,1,0,1,0,zoe
13615691,Family records collected by William Dorset Fellowes : from original mss and traditionary memoranda in my possession : for the information of my descendants Madame Alfred Marquise de Bois Thierry and her children.,1,Title from front cover.,a,3,2,1,0,1,0,zoe
13630327,[Evangelical writing sheet] [graphic].,1,Title devised by cataloger.,a,2,1,1,0,0,0,zoe
13641669,Memoirs of seven sisters : typescript.,1,Title from title page.,a,2,1,1,0,0,0,zoe
13641713,Poems by Edward Ward : manuscript.,1,Title from title page.,a,4,3,1,0,2,0,zoe
13641738,Elemens de arithmetique : manuscript.,1,Title from title page.,a,4,3,1,0,2,0,zoe
13644851,"John Jackson ledgers relating to the naval administration, export, and privateering activities in Malta, 1807-1813.",1,Title from dealer's description.,a,2,1,1,0,0,0,zoe
13659673,880-02 Radd maʻānī al-āyāt al-mutashābihāt ilá maʻānī al-āyāt al-muḥkamāt : manuscript / Muḥammad ibn Aḥmad ibn al-Labbān.,1,"Title from folio 1a, the colophon, and reference sources.",a,13,7,2,1,4,0,zoe
13659673,880-02 Radd maʻānī al-āyāt al-mutashābihāt ilá maʻānī al-āyāt al-muḥkamāt : manuscript / Muḥammad ibn Aḥmad ibn al-Labbān.,2,Romanization supplied by cataloger.,a,13,7,2,1,4,0,zoe
13659682,880-02 al-Taysīr fī qawāʻid ʻilm al-tafsīr : manuscript / Muḥammad ibn Sulaymān al-Kāfiyajī.,1,Title from folio 1a.,a,10,7,2,1,4,0,zoe
13659682,880-02 al-Taysīr fī qawāʻid ʻilm al-tafsīr : manuscript / Muḥammad ibn Sulaymān al-Kāfiyajī.,2,Romanization supplied by cataloger.,a,10,7,2,1,4,0,zoe
13659687,880-03 Muqtabas min Tafsīr al-Qurʼān. Al-Juzʼ al-thālith : manuscript / ʻAlāʼ al-Dīn ʻAlī ibn Muḥammad ibn Ibrāhīm al-maʻrūf bi-al-Khāzin.,1,Title from folio 1a.,a,11,6,2,1,3,0,zoe
13659687,880-03 Muqtabas min Tafsīr al-Qurʼān. Al-Juzʼ al-thālith : manuscript / ʻAlāʼ al-Dīn ʻAlī ibn Muḥammad ibn Ibrāhīm al-maʻrūf bi-al-Khāzin.,2,Romanization supplied by cataloger.,a,11,6,2,1,3,0,zoe
13659692,880-02 Fatʹḥ al-Raḥmān bi-kashf mā talabbasa fī al-Qurʼān : manuscript / Abū Yaḥyá Zakarīyā ibn Muḥammad al-Anṣārī.,1,Title from incipit.,a,10,7,2,1,4,0,zoe
13659692,880-02 Fatʹḥ al-Raḥmān bi-kashf mā talabbasa fī al-Qurʼān : manuscript / Abū Yaḥyá Zakarīyā ibn Muḥammad al-Anṣārī.,2,Romanization supplied by cataloger.,a,10,7,2,1,4,0,zoe
13659695,880-03 al-Taysīr fī al-qirāʼāt al-sabʻ : manuscript / ʻUthmān ibn Saʻīd al-Dānī.,1,Title from colophon.,a,13,7,2,1,4,0,zoe
13659695,880-03 al-Taysīr fī al-qirāʼāt al-sabʻ : manuscript / ʻUthmān ibn Saʻīd al-Dānī.,2,Romanization supplied by cataloger.,a,13,7,2,1,4,0,zoe
13659699,880-03 Anwār al-tanzīl wa-asrār al-taʼwīl. Al-Juzʼ al-awwal : manuscript / ʻAbd Allāh ibn ʻUmar al-Bayḍāwī.,1,Title from reference sources.,a,11,7,2,1,4,0,zoe
13659699,880-03 Anwār al-tanzīl wa-asrār al-taʼwīl. Al-Juzʼ al-awwal : manuscript / ʻAbd Allāh ibn ʻUmar al-Bayḍāwī.,2,Romanization supplied by cataloger.,a,11,7,2,1,4,0,zoe
13659700,880-03 Anwār al-tanzīl wa-asrār al-taʼwīl. Al-Juzʼ al-awwal : manuscript / ʻAbd Allāh ibn ʻUmar al-Bayḍāwī.,1,Title from reference sources.,a,12,7,2,1,4,0,zoe
13659700,880-03 Anwār al-tanzīl wa-asrār al-taʼwīl. Al-Juzʼ al-awwal : manuscript / ʻAbd Allāh ibn ʻUmar al-Bayḍāwī.,2,Romanization supplied by cataloger.,a,12,7,2,1,4,0,zoe
13659704,880-03 Lāmīyat al-afʻāl : manuscript / Muḥammad ibn ʻAbd Allāh ibn Mālik.,1,Title from reference sources.,a,11,7,2,1,4,0,zoe
13659704,880-03 Lāmīyat al-afʻāl : manuscript / Muḥammad ibn ʻAbd Allāh ibn Mālik.,2,Romanization supplied by cataloger.,a,11,7,2,1,4,0,zoe
13659706,880-03 al-Shamāʼil : manuscript / Muḥammad ibn ʻĪsá al-Tirmidhī.,1,Title from reference sources.,a,11,7,2,1,4,0,zoe
13659706,880-03 al-Shamāʼil : manuscript / Muḥammad ibn ʻĪsá al-Tirmidhī.,2,Romanization supplied by cataloger.,a,11,7,2,1,4,0,zoe
13659752,880-03 Uns al-munqaṭiʻīn li-ʻibādat Rabb al-ʻĀlamīn : manuscript / al-Muʻāfá ibn Ismāʻīl ibn Abī al-Sinān al-Mawṣilī.,1,Title from reference sources.,a,15,7,2,1,4,0,zoe
13659752,880-03 Uns al-munqaṭiʻīn li-ʻibādat Rabb al-ʻĀlamīn : manuscript / al-Muʻāfá ibn Ismāʻīl ibn Abī al-Sinān al-Mawṣilī.,2,Romanization supplied by cataloger.,a,15,7,2,1,4,0,zoe
13669448,"Duke of Beaufort letter, to Lord Orrery, 1711 May 3 : manuscript.",1,Title devised by cataloger from text written on front and back of folded sheet.,a,3,1,1,0,0,0,zoe
13669502,"James Worcester, signed letter to the Governor of the bounty of Queen Anne for the augmentation of small liviings, 1762 May 21 : manuscript.",1,Title devised by cataloger from text written on front and back of folded sheet.,a,3,1,1,0,0,0,zoe
13670583,Journal du siège de la citadelle d'Anvers par un detachement de l'armée du roy en 1746 : manuscript.,1,Title from caption.,a,2,1,1,0,0,0,zoe
13673460,"William Redgrave invoice for Sir Robert Kennedy, King's Road, Pimlico, London : manuscript.",1,Title devised by cataloger.,a,3,1,1,0,0,0,zoe
13675201,"An inventory of the Scots Arms, Hermitage, Wapping, 1824 / Mess. Taylor & Co., to Mr. James Woods : manuscript.",1,Title from first line of text.,a,2,1,1,0,0,0,zoe
13675438,Commonplace book on Shakespearean actors and actresses : manuscript.,1,Title devised by cataloger.,a,3,2,1,0,1,0,zoe
13677409,880-03 al-Daqāʼiq al-muḥkamah fī sharḥ al-Muqaddimah : manuscript / Abū Yaḥyá Zakarīyā ibn Muḥammad al-Anṣārī.,1,Title from incipit (folio 2a).,a,12,7,2,1,4,0,zoe
13677409,880-03 al-Daqāʼiq al-muḥkamah fī sharḥ al-Muqaddimah : manuscript / Abū Yaḥyá Zakarīyā ibn Muḥammad al-Anṣārī.,2,Romanization supplied by cataloger.,a,12,7,2,1,4,0,zoe
13677411,880-03 al-Daqāʼiq al-muḥkamah fī sharḥ al-Muqaddimah : manuscript / Abū Yaḥyá Zakarīyā ibn Muḥammad al-Anṣārī.,1,Title from incipit (folio 1b).,a,12,6,2,1,3,0,zoe
13677411,880-03 al-Daqāʼiq al-muḥkamah fī sharḥ al-Muqaddimah : manuscript / Abū Yaḥyá Zakarīyā ibn Muḥammad al-Anṣārī.,2,Romanization supplied by cataloger.,a,12,6,2,1,3,0,zoe
13677414,880-02 al-Qawāʻid al-muqarrarah wa-al-fawāʼid al-muḥarrarah : manuscript / Muḥammad ibn Qāsim ibn Ismāʻīl al-Baqarī.,1,Title from reference sources and the printed version.,a,10,7,2,1,4,0,zoe
13677414,880-02 al-Qawāʻid al-muqarrarah wa-al-fawāʼid al-muḥarrarah : manuscript / Muḥammad ibn Qāsim ibn Ismāʻīl al-Baqarī.,2,Romanization supplied by cataloger.,a,10,7,2,1,4,0,zoe
13677417,880-02 al-Mukarrar fīmā tawātara min al-qirāʼāt al-sabʻ wa-taḥarrar : manuscript / ʻUmar ibn Qāsim al-Nashshār.,1,Title from reference sources and the printed versions.,a,11,7,2,1,4,0,zoe
13677417,880-02 al-Mukarrar fīmā tawātara min al-qirāʼāt al-sabʻ wa-taḥarrar : manuscript / ʻUmar ibn Qāsim al-Nashshār.,2,Romanization supplied by cataloger.,a,11,7,2,1,4,0,zoe
13677425,880-02 al-Durr al-naẓīm fī faḍāʼil al-Qurʼān al-ʻAẓīm wa-al-āyāt wa-al-Dhikr al-Ḥakīm : manuscript / ʻAbd Allāh ibn Asʻad al-Yāfiʻī.,1,Title from incipit (folio 1b).,a,11,7,2,1,4,0,zoe
13677425,880-02 al-Durr al-naẓīm fī faḍāʼil al-Qurʼān al-ʻAẓīm wa-al-āyāt wa-al-Dhikr al-Ḥakīm : manuscript / ʻAbd Allāh ibn Asʻad al-Yāfiʻī.,2,Romanization supplied by cataloger.,a,11,7,2,1,4,0,zoe
13677429,880-03 al-Jāmiʻ al-ṣaḥīḥ. Al-Juzʼ 9 : manuscript / Muḥammad ibn Ismāʻīl al-Bukhārī.,1,Title from colophon.,a,12,7,2,1,4,0,zoe
13677429,880-03 al-Jāmiʻ al-ṣaḥīḥ. Al-Juzʼ 9 : manuscript / Muḥammad ibn Ismāʻīl al-Bukhārī.,2,Romanization supplied by cataloger.,a,12,7,2,1,4,0,zoe
13677434,880-02 ʻArf al-taʻrīf bi-al-Mawlid al-Sharīf : manuscript / Muḥammad ibn Muḥammad ibn al-Jazarī.,4,Romanization supplied by cataloger.,a,33,4,1,0,3,0,zoe
13677439,880-02 Insān al-ʻuyūn fī sīrat al-Amīn al-Maʼmūn. Al-Juzʼ al-thālith : manuscript / Nūr al-Dīn ʻAlī ibn Ibrāhīm al-Ḥalabī.,1,Title from printed versions and reference sources.,a,10,7,2,1,4,0,zoe
13677439,880-02 Insān al-ʻuyūn fī sīrat al-Amīn al-Maʼmūn. Al-Juzʼ al-thālith : manuscript / Nūr al-Dīn ʻAlī ibn Ibrāhīm al-Ḥalabī.,2,Romanization supplied by cataloger.,a,10,7,2,1,4,0,zoe
13677445,880-03 al-Mawāhib al-ladunīyah bi-al-minaḥ al-Muḥammadīyah. Al-Juzʼ al-awwal : manuscript / Aḥmad ibn Muḥammad ibn Abī Bakr al-Khaṭīb al-Qasṭallānī.,1,Title from colophon.,a,9,7,2,1,4,0,zoe
13677445,880-03 al-Mawāhib al-ladunīyah bi-al-minaḥ al-Muḥammadīyah. Al-Juzʼ al-awwal : manuscript / Aḥmad ibn Muḥammad ibn Abī Bakr al-Khaṭīb al-Qasṭallānī.,2,Romanization supplied by cataloger.,a,9,7,2,1,4,0,zoe
13677448,880-03 al-Shamāʼil : manuscript / Muḥammad ibn ʻĪsá al-Tirmidhī.,1,Title from reference sources.,a,12,7,2,1,4,0,zoe
13677448,880-03 al-Shamāʼil : manuscript / Muḥammad ibn ʻĪsá al-Tirmidhī.,2,Romanization supplied by cataloger.,a,12,7,2,1,4,0,zoe
13677450,880-02 Kitāb al-Arbaʻīn al-Nawawīyah : manuscript / Abū Zakarīyā Yaḥyá ibn Sharaf al-Nawawī.,1,Title from folio 1a.,a,12,7,2,1,4,0,zoe
13677450,880-02 Kitāb al-Arbaʻīn al-Nawawīyah : manuscript / Abū Zakarīyā Yaḥyá ibn Sharaf al-Nawawī.,2,Romanization supplied by cataloger.,a,12,7,2,1,4,0,zoe
13677464,880-02 Talkhīṣ wa-ikhtiṣār li-khuṭbat al-ʻAllāmah al-Qasṭallānī fī sharḥihi ʻalá al-Bukhārī : manuscript / Sulaymān ibn ʻUmar al-ʻUjaylī al-Jamal.,1,Title from folio 1a.,a,11,7,2,1,4,0,zoe
13677464,880-02 Talkhīṣ wa-ikhtiṣār li-khuṭbat al-ʻAllāmah al-Qasṭallānī fī sharḥihi ʻalá al-Bukhārī : manuscript / Sulaymān ibn ʻUmar al-ʻUjaylī al-Jamal.,2,Romanization supplied by cataloger.,a,11,7,2,1,4,0,zoe
13677470,880-02 al-Abḥāth allatī ka-al-baḥr al-jārī ʻalá ākhir Ḥadīth fī al-Bukhārī : manuscript / Tāj al-ʻĀrifīn ibn Muwaffaq al-Dīn.,1,Title from incipit (folio 1b).,a,12,7,2,1,4,0,zoe
13677470,880-02 al-Abḥāth allatī ka-al-baḥr al-jārī ʻalá ākhir Ḥadīth fī al-Bukhārī : manuscript / Tāj al-ʻĀrifīn ibn Muwaffaq al-Dīn.,2,Romanization supplied by cataloger.,a,12,7,2,1,4,0,zoe
13677478,880-02 al-Itʹḥāfāt al-sanīyah bi-al-Aḥādīth al-Qudsīyah : manuscript / Muḥammad ʻAbd al-Raʼūf ibn Tāj al-ʻĀrifīn al-Munāwī.,1,Title from incipit (folio 1b).,a,15,7,2,1,4,0,zoe
13677478,880-02 al-Itʹḥāfāt al-sanīyah bi-al-Aḥādīth al-Qudsīyah : manuscript / Muḥammad ʻAbd al-Raʼūf ibn Tāj al-ʻĀrifīn al-Munāwī.,2,Romanization supplied by cataloger.,a,15,7,2,1,4,0,zoe
13677480,880-02 al-Ḥabāʼik fī akhbār al-malāʼik : manuscript / Jalāl al-Dīn ʻAbd al-Raḥmān ibn Abī Bakr al-Suyūṭī.,1,Title from incipit (folio 1b).,a,12,7,2,1,4,0,zoe
13677480,880-02 al-Ḥabāʼik fī akhbār al-malāʼik : manuscript / Jalāl al-Dīn ʻAbd al-Raḥmān ibn Abī Bakr al-Suyūṭī.,2,Romanization supplied by cataloger.,a,12,7,2,1,4,0,zoe
13677538,880-02 Bulūgh al-maʼārib fī akhbār al-ʻaqārib : manuscript / Jalāl al-Dīn ʻAbd al-Raḥmān ibn Abī Bakr al-Suyūṭī.,8,Romanization supplied by cataloger.,a,41,4,1,0,3,0,zoe
13677626,880-02 Kunūz al-asrār fī al-ṣalāh ʻalá al-Nabī al-Mukhtār : manuscript / ʻAbd Allāh al-Khayyāṭ ibn Muḥammad al-Hārūshī al-Maghribī al-Fāsī.,1,Title from incipit (folio 2b).,a,15,7,2,1,4,0,zoe
13677626,880-02 Kunūz al-asrār fī al-ṣalāh ʻalá al-Nabī al-Mukhtār : manuscript / ʻAbd Allāh al-Khayyāṭ ibn Muḥammad al-Hārūshī al-Maghribī al-Fāsī.,2,Romanization supplied by cataloger.,a,15,7,2,1,4,0,zoe
13677665,880-03 al-Muʻjam al-wajīz min Aḥādīth al-Rasūl al-ʻAzīz : manuscript / ʻAbd Allāh ibn Ibrāhīm al-Mīrghanī.,1,Title from incipit (folio 1b).,a,9,7,2,1,4,0,zoe
13677665,880-03 al-Muʻjam al-wajīz min Aḥādīth al-Rasūl al-ʻAzīz : manuscript / ʻAbd Allāh ibn Ibrāhīm al-Mīrghanī.,2,Romanization supplied by cataloger.,a,9,7,2,1,4,0,zoe
13677696,880-02 al-Munabbihāt ʻalá al-istiʻdād li-yawm al-maʻād : manuscript / Aḥmad ibn Muḥammad al-Ḥajarī.,3,Romanization supplied by cataloger.,a,17,4,1,0,3,0,zoe
13677719,880-02 Sharḥ Nukhbat al-fikr fī muṣṭalaḥ ahl al-athar : manuscript / Aḥmad ibn ʻAlī ibn Ḥajar al-ʻAsqalānī.,1,Title from folio 1a.,a,13,7,2,1,4,0,zoe
13677719,880-02 Sharḥ Nukhbat al-fikr fī muṣṭalaḥ ahl al-athar : manuscript / Aḥmad ibn ʻAlī ibn Ḥajar al-ʻAsqalānī.,2,Romanization supplied by cataloger.,a,13,7,2,1,4,0,zoe
13678375,880-02 Sharḥ ʻUqūd al-jumān fī ʻilm al-maʻānī wa-al-bayān : manuscript / Jalāl al-Dīn ʻAbd al-Raḥmān al-Suyūṭī.,1,Title from folio 1a.,a,11,7,2,1,4,0,zoe
13678375,880-02 Sharḥ ʻUqūd al-jumān fī ʻilm al-maʻānī wa-al-bayān : manuscript / Jalāl al-Dīn ʻAbd al-Raḥmān al-Suyūṭī.,2,Romanization supplied by cataloger.,a,11,7,2,1,4,0,zoe
13678381,880-02 al-Kashf al-mubīn al-mulakhkhaṣ min al-Shabrakhītī ʻalá al-Arbaʻīn : manuscript / Qāsim ʻAmmār al-Zawāwī.,1,Title from incipit (folio 1b).,a,10,7,2,1,4,0,zoe
13678381,880-02 al-Kashf al-mubīn al-mulakhkhaṣ min al-Shabrakhītī ʻalá al-Arbaʻīn : manuscript / Qāsim ʻAmmār al-Zawāwī.,2,Romanization supplied by cataloger.,a,10,7,2,1,4,0,zoe
13678385,880-02 Mawlid al-Nabī : manuscript / Aḥmad ibn Muḥammad al-Dardīr.,1,Title from folio 1a.,a,11,7,2,1,4,0,zoe
13678385,880-02 Mawlid al-Nabī : manuscript / Aḥmad ibn Muḥammad al-Dardīr.,2,Romanization supplied by cataloger.,a,11,7,2,1,4,0,zoe
13678388,880-02 al-Shifā bi-taʻrīf ḥuqūq al-Muṣṭafá : manuscript / ʻIyāḍ ibn Mūsá ibn ʻIyāḍ al-Yaḥṣubī.,1,Title from folio 3a.,a,12,7,2,1,4,0,zoe
13678388,880-02 al-Shifā bi-taʻrīf ḥuqūq al-Muṣṭafá : manuscript / ʻIyāḍ ibn Mūsá ibn ʻIyāḍ al-Yaḥṣubī.,2,Romanization supplied by cataloger.,a,12,7,2,1,4,0,zoe
13678394,880-02 al-Shifā bi-taʻrīf ḥuqūq al-Muṣṭafá : manuscript / ʻIyāḍ ibn Mūsá ibn ʻIyāḍ al-Yaḥṣubī.,1,Title from folio 8b.,a,16,7,2,1,4,0,zoe
13678394,880-02 al-Shifā bi-taʻrīf ḥuqūq al-Muṣṭafá : manuscript / ʻIyāḍ ibn Mūsá ibn ʻIyāḍ al-Yaḥṣubī.,2,Romanization supplied by cataloger.,a,16,7,2,1,4,0,zoe
13678409,880-02 Mukhtaṣar Bahjat al-sāmiʻīn wa-al-nāẓirīn bi-Mawlid Sayyid al-awwalīn wa-al-ākhirīn : manuscript / Ḥasan ibn ʻAlī al-Madābighī.,1,Title supplied by cataloger.,a,12,7,2,1,4,0,zoe
13678409,880-02 Mukhtaṣar Bahjat al-sāmiʻīn wa-al-nāẓirīn bi-Mawlid Sayyid al-awwalīn wa-al-ākhirīn : manuscript / Ḥasan ibn ʻAlī al-Madābighī.,2,Romanization supplied by cataloger.,a,12,7,2,1,4,0,zoe
13678412,880-02 al-Shifā bi-taʻrīf ḥuqūq al-Muṣṭafá : manuscript / ʻIyāḍ ibn Mūsá ibn ʻIyāḍ al-Yaḥṣubī.,1,Title from folio 4a.,a,9,7,2,1,4,0,zoe
13678412,880-02 al-Shifā bi-taʻrīf ḥuqūq al-Muṣṭafá : manuscript / ʻIyāḍ ibn Mūsá ibn ʻIyāḍ al-Yaḥṣubī.,2,Romanization supplied by cataloger.,a,9,7,2,1,4,0,zoe
13678414,880-02 al-Āyāt al-ʻaẓīmah al-bāhirah fī miʻrāj Sayyid al-dunyā wa-al-ākhirah : manuscript / ʻAlī ibn Muḥammad al-Ujhūrī.,1,Title from folio 1b.,a,14,7,2,1,4,0,zoe
13678414,880-02 al-Āyāt al-ʻaẓīmah al-bāhirah fī miʻrāj Sayyid al-dunyā wa-al-ākhirah : manuscript / ʻAlī ibn Muḥammad al-Ujhūrī.,2,Romanization supplied by cataloger.,a,14,7,2,1,4,0,zoe
13678437,880-02 Mukhtaṣar Bahjat al-sāmiʻīn wa-al-nāẓirīn bi-Mawlid Sayyid al-awwalīn wa-al-ākhirīn : manuscript / Ḥasan ibn ʻAlī al-Madābighī.,1,Title supplied by cataloger.,a,10,7,2,1,4,0,zoe
13678437,880-02 Mukhtaṣar Bahjat al-sāmiʻīn wa-al-nāẓirīn bi-Mawlid Sayyid al-awwalīn wa-al-ākhirīn : manuscript / Ḥasan ibn ʻAlī al-Madābighī.,2,Romanization supplied by cataloger.,a,10,7,2,1,4,0,zoe
13678440,880-02 Taqyīdāt ʻalá Mawlid al-Muṣṭafá : manuscript / ʻAlī al-Shinnāwī.,1,Title from incipit (folio 1b).,a,9,7,2,1,4,0,zoe
13678440,880-02 Taqyīdāt ʻalá Mawlid al-Muṣṭafá : manuscript / ʻAlī al-Shinnāwī.,2,Romanization supplied by cataloger.,a,9,7,2,1,4,0,zoe
13678443,880-02 Jamʻ al-nihāyah fī badʼ al-khayr wa-ghāyatih : manuscript / ʻAbd Allāh ibn Saʻd ibn Abī Jamrah.,3,Romanization supplied by cataloger.,a,19,3,1,0,2,0,zoe
13678446,880-03 al-Jāmiʻ al-ṣaḥīḥ. Al-Juzʼ 2 : manuscript / Muḥammad ibn Ismāʻīl al-Bukhārī.,1,Title from reference sources.,a,10,7,2,1,4,0,zoe
13678446,880-03 al-Jāmiʻ al-ṣaḥīḥ. Al-Juzʼ 2 : manuscript / Muḥammad ibn Ismāʻīl al-Bukhārī.,2,Romanization supplied by cataloger.,a,10,7,2,1,4,0,zoe
13678447,880-02 al-Fatʹḥ al-mubīn bi-sharḥ al-Arbaʻīn : manuscript / Shihāb al-Dīn Aḥmad ibn Muḥammad ibn Ḥajar al-Haythamī.,1,Title from folio 2a.,a,17,7,2,1,4,0,zoe
13678447,880-02 al-Fatʹḥ al-mubīn bi-sharḥ al-Arbaʻīn : manuscript / Shihāb al-Dīn Aḥmad ibn Muḥammad ibn Ḥajar al-Haythamī.,2,Romanization supplied by cataloger.,a,17,7,2,1,4,0,zoe
13678449,880-02 Sharḥ al-Shifā fī taʻrīf ḥuqūq al-Muṣṭafá : manuscript / ʻAlī ibn Sulṭān Muḥammad al-Qārī al-Harawī.,1,Title from reference sources.,a,16,7,2,1,4,0,zoe
13678449,880-02 Sharḥ al-Shifā fī taʻrīf ḥuqūq al-Muṣṭafá : manuscript / ʻAlī ibn Sulṭān Muḥammad al-Qārī al-Harawī.,2,Romanization supplied by cataloger.,a,16,7,2,1,4,0,zoe
13678822,880-03 al-Ṭarīqah al-Muḥammadīyah : manuscript / Muḥammad ibn Bīr ʻAlī al-Burkawī.,1,Title from folio 1a.,a,14,7,2,1,4,0,zoe
13678822,880-03 al-Ṭarīqah al-Muḥammadīyah : manuscript / Muḥammad ibn Bīr ʻAlī al-Burkawī.,2,Romanization supplied by cataloger.,a,14,7,2,1,4,0,zoe
13678846,880-03 al-Jāmiʻ al-ṣaghīr min Ḥadīth al-bashīr al-nadhīr : manuscript / Jalāl al-Dīn ʻAbd al-Raḥmān ibn Abī Bakr al-Suyūṭī.,1,Title from folio 1b.,a,13,7,2,1,4,0,zoe
13678846,880-03 al-Jāmiʻ al-ṣaghīr min Ḥadīth al-bashīr al-nadhīr : manuscript / Jalāl al-Dīn ʻAbd al-Raḥmān ibn Abī Bakr al-Suyūṭī.,2,Romanization supplied by cataloger.,a,13,7,2,1,4,0,zoe
13678851,880-02 Ḍiyāʼ al-qulūb sharḥ Jalāʼ al-qulūb : manuscript / Isʹḥāq ibn Ḥasan al-Zanjānī al-Tūqātī.,1,Title from folio 2b.,a,18,7,2,1,4,0,zoe
13678851,880-02 Ḍiyāʼ al-qulūb sharḥ Jalāʼ al-qulūb : manuscript / Isʹḥāq ibn Ḥasan al-Zanjānī al-Tūqātī.,2,Romanization supplied by cataloger.,a,18,7,2,1,4,0,zoe
13678868,880-02 Taḥqīq al-maqām ʻalá Kifāyat al-ʻawāmm fīmā yajibu ʻalayhim min ʻilm al-kalām : manuscript / Ibrāhīm ibn Muḥammad al-Bājūrī.,1,Title from incipit (folio 1b).,a,12,7,2,1,4,0,zoe
13678868,880-02 Taḥqīq al-maqām ʻalá Kifāyat al-ʻawāmm fīmā yajibu ʻalayhim min ʻilm al-kalām : manuscript / Ibrāhīm ibn Muḥammad al-Bājūrī.,2,Romanization supplied by cataloger.,a,12,7,2,1,4,0,zoe
13678872,880-03 Kifāyat al-ʻawāmm fīmā yajibu ʻalayhim min ʻilm al-kalām : manuscript / Muḥammad ibn Shāfiʻī al-Faḍālī.,1,Title from incipit (folio 1b).,a,13,7,2,1,4,0,zoe
13678872,880-03 Kifāyat al-ʻawāmm fīmā yajibu ʻalayhim min ʻilm al-kalām : manuscript / Muḥammad ibn Shāfiʻī al-Faḍālī.,2,Romanization supplied by cataloger.,a,13,7,2,1,4,0,zoe
13678874,880-02 Tawḍīḥ li-kitāb al-Musāyarah fī al-ʻaqāʼid al-munjiyah fī al-ākhirah : manuscript / Muḥammad ibn Muḥammad ibn Abī Sharīf.,1,Title from incipit (folio 1b).,a,9,7,2,1,4,0,zoe
13678874,880-02 Tawḍīḥ li-kitāb al-Musāyarah fī al-ʻaqāʼid al-munjiyah fī al-ākhirah : manuscript / Muḥammad ibn Muḥammad ibn Abī Sharīf.,2,Romanization supplied by cataloger.,a,9,7,2,1,4,0,zoe
13689527,Opus pistorum : typescript / par Couillon.,1,Title from title page.,a,2,1,1,0,0,0,zoe
13691879,The Young revolutionist : typescript / by Pearl S. Buck.,1,Title from title page.,a,2,1,1,0,0,0,zoe
13693824,Who's afraid of Virginia Woolf? : a play in three scenes (1961-1962) : typescript / Edward Albee.,1,Title from title page.,a,3,2,1,0,1,0,zoe
13694133,Elizabeth Maberly arithmetic notebook : manuscript.,4,Title devised by cataloger.,a,4,3,1,0,2,0,zoe
13695590,880-02 Sharḥ Umm al-barāhīn fī ʻilm al-kalām : manuscript / Muḥammad ibn Manṣūr al-Hudhudī.,1,Title from reference sources.,a,10,7,2,1,4,0,zoe
13695590,880-02 Sharḥ Umm al-barāhīn fī ʻilm al-kalām : manuscript / Muḥammad ibn Manṣūr al-Hudhudī.,2,Romanization supplied by cataloger.,a,10,7,2,1,4,0,zoe
13695605,880-02 Ḥāshiyat al-Sharqāwī ʻalá Sharḥ al-Hudhudī ʻalá Umm al-barāhīn : manuscript / ʻAbd Allāh ibn Ḥijāzī al-Sharqāwī.,1,Title supplied by cataloger.,a,11,7,2,1,4,0,zoe
13695605,880-02 Ḥāshiyat al-Sharqāwī ʻalá Sharḥ al-Hudhudī ʻalá Umm al-barāhīn : manuscript / ʻAbd Allāh ibn Ḥijāzī al-Sharqāwī.,2,Romanization supplied by cataloger.,a,11,7,2,1,4,0,zoe
13695610,880-02 Itḥāf al-murīd bi-Jawharat al-tawḥīd : manuscript / ʻAbd al-Salām ibn Ibrāhīm al-Laqānī.,1,Title from incipit (folio 1b).,a,13,7,2,1,4,0,zoe
13695610,880-02 Itḥāf al-murīd bi-Jawharat al-tawḥīd : manuscript / ʻAbd al-Salām ibn Ibrāhīm al-Laqānī.,2,Romanization supplied by cataloger.,a,13,7,2,1,4,0,zoe
13695951,880-02 al-Rawḍ al-unuf : manuscript / ʻAbd al-Raḥmān ibn ʻAbd Allāh al-Suhaylī.,1,Title from reference sources.,a,13,7,2,1,4,0,zoe
13695951,880-02 al-Rawḍ al-unuf : manuscript / ʻAbd al-Raḥmān ibn ʻAbd Allāh al-Suhaylī.,2,Romanization supplied by cataloger.,a,13,7,2,1,4,0,zoe
13696027,880-02 Nuzʹhat al-arwāḥ fī baʻḍ awṣāf al-Jannah dār al-afrāḥ : manuscript / Yūsuf ibn Saʻīd al-Ṣafatī al-Mālikī al-Azʹharī.,1,Title from incipit (folios 1b-2a),a,12,7,2,1,4,0,zoe
13696027,880-02 Nuzʹhat al-arwāḥ fī baʻḍ awṣāf al-Jannah dār al-afrāḥ : manuscript / Yūsuf ibn Saʻīd al-Ṣafatī al-Mālikī al-Azʹharī.,2,Romanization supplied by cataloger.,a,12,7,2,1,4,0,zoe
13696037,880-03 al-Jāmiʻ al-ṣaḥīḥ. Al-Juzʼ 9 : manuscript / Muḥammad ibn Ismāʻīl al-Bukhārī.,1,Title from reference sources.,a,10,7,2,1,4,0,zoe
13696037,880-03 al-Jāmiʻ al-ṣaḥīḥ. Al-Juzʼ 9 : manuscript / Muḥammad ibn Ismāʻīl al-Bukhārī.,2,Romanization supplied by cataloger.,a,10,7,2,1,4,0,zoe
