bib,title,note_num,note,type
17517175,"Canada settlers, 1817. Volume 2, Public offices.",2,Title from publisher's website.,a
17517176,"Canada settlers, 1818. [Part 1], Offices and individuals, A-I.",1,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence,o
17517176,"Canada settlers, 1818. [Part 1], Offices and individuals, A-I.",2,Title from publisher's website.,a
17517177,"Canada settlers, 1818. [Part 2], Offices and individuals, J-W.",1,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence,o
17517177,"Canada settlers, 1818. [Part 2], Offices and individuals, J-W.",2,Title from publisher's website.,a
17517178,"Canada and North America : settlers, 1819. Volume 1, A to L.",1,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence,o
17517178,"Canada and North America : settlers, 1819. Volume 1, A to L.",2,This volume includes searchable printed documents.,a
17517178,"Canada and North America : settlers, 1819. Volume 1, A to L.",3,Title from publisher's website.,a
17517179,"Canada and North America : settlers, 1819. Volume 2, M to Z and public offices.",1,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence,o
17517179,"Canada and North America : settlers, 1819. Volume 2, M to Z and public offices.",2,This volume includes searchable printed documents.,o
17517179,"Canada and North America : settlers, 1819. Volume 2, M to Z and public offices.",3,Title from publisher's website.,a
17517180,"North American settlers and offices, 1820.",1,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence.,o
17517180,"North American settlers and offices, 1820.",2,This volume includes searchable printed documents.,o
17517180,"North American settlers and offices, 1820.",3,Title from publisher's website.,a
17517181,"North American settlers, 1821.",1,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence,o
17517181,"North American settlers, 1821.",2,Title from publisher's website.,a
17517182,"North American settlers and offices, 1822.",1,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence.,o
17517182,"North American settlers and offices, 1822.",2,Document includes lists of passenger names.,w
17517182,"North American settlers and offices, 1822.",3,Title from publisher's website.,a
17517183,"North America settlers, 1823.",1,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence.,o
17517183,"North America settlers, 1823.",2,Document includes lists of passenger names.,w
17517183,"North America settlers, 1823.",3,Title from publisher's website.,a
17517184,"North America settlers, 1824.",1,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence,o
17517184,"North America settlers, 1824.",2,Title from publisher's website.,a
17517185,"North America settlers and offices, 1825.",1,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence,o
17517185,"North America settlers and offices, 1825.",2,Title from publisher's website.,a
17517186,"First emigration to Canada (Irish) 1823. Volume 1, Mr Robinson superintendent correspondence 1823 to 1825.",1,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence,o
17517186,"First emigration to Canada (Irish) 1823. Volume 1, Mr Robinson superintendent correspondence 1823 to 1825.",2,This volume includes searchable printed documents.,o
17517186,"First emigration to Canada (Irish) 1823. Volume 1, Mr Robinson superintendent correspondence 1823 to 1825.",3,Title from publisher's website.,a
17517187,"Second emigration to Canada (Irish) 1825. Volume 2, Mr Robinson superintendent.",1,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence,o
17517187,"Second emigration to Canada (Irish) 1825. Volume 2, Mr Robinson superintendent.",2,This volume includes searchable printed documents.,o
17517187,"Second emigration to Canada (Irish) 1825. Volume 2, Mr Robinson superintendent.",3,Title from publisher's website.,a
17517188,"North America 1826 : offices, settlers .",1,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence,o
17517188,"North America 1826 : offices, settlers .",2,This volume includes searchable printed documents.,o
17517188,"North America 1826 : offices, settlers .",3,Title from publisher's website.,a
17517189,"North American settlers, 1827. Volume 1, English and Scotch applicants, offices and individuals.",1,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence.,o
17517189,"North American settlers, 1827. Volume 1, English and Scotch applicants, offices and individuals.",2,This volume includes searchable printed documents.,o
17517189,"North American settlers, 1827. Volume 1, English and Scotch applicants, offices and individuals.",3,Title from publisher's website.,a
17517190,"North American settlers, 1827. Volume 2, Irish applicants.",1,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence.,o
17517190,"North American settlers, 1827. Volume 2, Irish applicants.",2,Title from publisher's website.,a
17517191,North America : copy of Col. Cockburn's letter of 17 Sept. (see volume 17) with statements.,1,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence.,o
17517191,North America : copy of Col. Cockburn's letter of 17 Sept. (see volume 17) with statements.,2,Title from publisher's website.,a
17517192,"North American settlers, 1828.",1,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence.,o
17517192,"North American settlers, 1828.",2,Title from publisher's website.,a
17517193,"Emigration : North America, 1828. [Part 1].",1,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence.,o
17517193,"Emigration : North America, 1828. [Part 1].",2,This volume includes searchable printed documents.,o
17517193,"Emigration : North America, 1828. [Part 1].",3,Title from publisher's website.,a
17517194,"Emigration : North America, 1828 : offices and individuals, Mr. Buchanan (including MS. fair copy of pamphlet entitled 'Emigration practically considered'). [Part 2].",1,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence.,o
17517194,"Emigration : North America, 1828 : offices and individuals, Mr. Buchanan (including MS. fair copy of pamphlet entitled 'Emigration practically considered'). [Part 2].",2,Title from publisher's website.,a
17517195,"North America, 1828 : offices and individuals, Mr. Buchanan. [Part 3].",1,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence.,o
17517195,"North America, 1828 : offices and individuals, Mr. Buchanan. [Part 3].",2,Title from publisher's website.,a
17517196,"North America, 1829 : commander in chief, settlers A to Z.",1,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence.,o
17517196,"North America, 1829 : commander in chief, settlers A to Z.",2,Title from publisher's website.,a
17517197,"Emigration : North America, 1829 : emigration societies, individuals.",1,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence.,o
17517197,"Emigration : North America, 1829 : emigration societies, individuals.",2,This volume includes searchable printed documents.,o
17517197,"Emigration : North America, 1829 : emigration societies, individuals.",3,Title from publisher's website.,a
17517198,"North American settlers, 1830 : emigration societies, individuals.",1,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence.,o
17517198,"North American settlers, 1830 : emigration societies, individuals.",2,This volume includes searchable printed documents.,o
17517198,"North American settlers, 1830 : emigration societies, individuals.",3,Title from publisher's website.,a
17517199,"North American settlers, 1830. Volume 1, Public offices and individuals, A-G.",1,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence.,o
17517199,"North American settlers, 1830. Volume 1, Public offices and individuals, A-G.",2,Title from publisher's website.,a
17517200,"North American settlers, 1831. Volume 2, Offices and individuals, miscellaneous H-Z.",1,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence.,o
17517200,"North American settlers, 1831. Volume 2, Offices and individuals, miscellaneous H-Z.",2,Title from publisher's website.,a
17517201,"Emigration, North America, 1830 and 1831 : Mr. Richard's mission.",1,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence.,o
17517201,"Emigration, North America, 1830 and 1831 : Mr. Richard's mission.",2,This volume includes searchable printed documents.,o
17517201,"Emigration, North America, 1830 and 1831 : Mr. Richard's mission.",3,Title from publisher's website.,a
17517202,"Emigration, North America and Australia, 1830 and 1831. Volume 1, Commissioners and public offices.",1,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence.,o
17517202,"Emigration, North America and Australia, 1830 and 1831. Volume 1, Commissioners and public offices.",2,This volume includes searchable printed documents.,o
17517202,"Emigration, North America and Australia, 1830 and 1831. Volume 1, Commissioners and public offices.",3,Title from publisher's website.,a
17517203,"Emigration, North America and Australia, 1830 and 1831. Volume 2, Miscellaneous individuals.",1,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence.,o
17517203,"Emigration, North America and Australia, 1830 and 1831. Volume 2, Miscellaneous individuals.",2,This volume includes searchable printed documents.,o
17517203,"Emigration, North America and Australia, 1830 and 1831. Volume 2, Miscellaneous individuals.",3,Title from publisher's website.,a
17517204,"North American settlers, 1832 : offices and individuals.",1,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence.,o
17517204,"North American settlers, 1832 : offices and individuals.",2,Title from publisher's website.,a
17517205,"Emigration, North America and Australia, 1832 : commissioners, public offices and individuals.",1,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence.,o
17517205,"Emigration, North America and Australia, 1832 : commissioners, public offices and individuals.",2,Document includes lists of passenger names. This volume includes searchable printed documents.,ow
17517205,"Emigration, North America and Australia, 1832 : commissioners, public offices and individuals.",3,Title from publisher's website.,a
17517206,"North American settlers, 1833 : offices and individuals.",1,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence,o
17517206,"North American settlers, 1833 : offices and individuals.",2,Title from publisher's website.,a
17517207,"Emigration, North America and Australia, 1833. Volume 1, emigration committee and agents.",1,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence,o
17517207,"Emigration, North America and Australia, 1833. Volume 1, emigration committee and agents.",2,This volume includes searchable printed documents.,o
17517207,"Emigration, North America and Australia, 1833. Volume 1, emigration committee and agents.",3,Title from publisher's website.,a
17517208,"Emigration, North America and Australia, 1833. Volume 2, Public offices and A to Z.",1,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence,o
17517208,"Emigration, North America and Australia, 1833. Volume 2, Public offices and A to Z.",2,This volume includes searchable printed documents.,o
17517208,"Emigration, North America and Australia, 1833. Volume 2, Public offices and A to Z.",3,Title from publisher's website.,a
17517209,"North American settlers, 1834 : offices and individuals.",1,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence,o
17517209,"North American settlers, 1834 : offices and individuals.",2,This volume includes searchable printed documents.,o
17517209,"North American settlers, 1834 : offices and individuals.",3,Title from publisher's website.,a
17517210,"Emigration, North America and Australia, 1834. Volume 1, Committee and agents, emigration committee, Mr Marshall, Mr Buchanan and the agents.",1,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence,o
17517210,"Emigration, North America and Australia, 1834. Volume 1, Committee and agents, emigration committee, Mr Marshall, Mr Buchanan and the agents.",2,This volume includes searchable printed documents.,o
17517210,"Emigration, North America and Australia, 1834. Volume 1, Committee and agents, emigration committee, Mr Marshall, Mr Buchanan and the agents.",3,Title from publisher's website.,a
17517211,"Emigration, North America and Australia. Volume 2, Public offices and A to Z.",1,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence,o
17517211,"Emigration, North America and Australia. Volume 2, Public offices and A to Z.",2,This volume includes searchable printed documents.,o
17517211,"Emigration, North America and Australia. Volume 2, Public offices and A to Z.",3,Title from publisher's website.,a
17517212,"North American settlers, 1835 : offices and individuals.",1,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence,o
17517212,"North American settlers, 1835 : offices and individuals.",2,Title from publisher's website.,a
17517213,"Emigration, North America and Australia, 1835. Volume I, Emigration committee, Mr Marshall, Mr Buchanan and the agents.",1,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence.,o
17517213,"Emigration, North America and Australia, 1835. Volume I, Emigration committee, Mr Marshall, Mr Buchanan and the agents.",2,Document includes lists of passenger names.,w
17517213,"Emigration, North America and Australia, 1835. Volume I, Emigration committee, Mr Marshall, Mr Buchanan and the agents.",3,This volume includes searchable printed documents.,o
17517213,"Emigration, North America and Australia, 1835. Volume I, Emigration committee, Mr Marshall, Mr Buchanan and the agents.",4,Title from publisher's website.,a
17517214,"Emigration, North America and Australia, 1835. Volume 2, Public offices and A to Z.",1,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence,o
17517214,"Emigration, North America and Australia, 1835. Volume 2, Public offices and A to Z.",2,This volume includes searchable printed documents.,o
17517214,"Emigration, North America and Australia, 1835. Volume 2, Public offices and A to Z.",3,Title from publisher's website.,a
17517215,"North America settlers, 1836 : offices and individuals.",1,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence.,o
17517215,"North America settlers, 1836 : offices and individuals.",2,Title from publisher's website.,a
17517216,"Emigration, North America and Australia, 1836 : offices and individuals.",1,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence,o
17517216,"Emigration, North America and Australia, 1836 : offices and individuals.",2,This volume includes searchable printed documents.,o
17517216,"Emigration, North America and Australia, 1836 : offices and individuals.",3,Title from publisher's website.,a
17517217,"Emigration, North America and Australia, 1837. Volume 1, Agent-General Elliot.",1,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence.,o
17517217,"Emigration, North America and Australia, 1837. Volume 1, Agent-General Elliot.",2,This volume includes searchable printed documents.,o
17517217,"Emigration, North America and Australia, 1837. Volume 1, Agent-General Elliot.",3,Title from publisher's website.,a
17517218,"Emigration, North America and Australia, 1837. Volume 2, Emigration agents and offices.",1,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence.,o
17517218,"Emigration, North America and Australia, 1837. Volume 2, Emigration agents and offices.",2,This volume includes searchable printed documents.,o
17517218,"Emigration, North America and Australia, 1837. Volume 2, Emigration agents and offices.",3,Title from publisher's website.,a
17517219,"Emigration, North America and Australia, 1837. Volume 3, Individuals A to Z.",1,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence.,o
17517219,"Emigration, North America and Australia, 1837. Volume 3, Individuals A to Z.",2,This volume includes searchable printed documents.,o
17517219,"Emigration, North America and Australia, 1837. Volume 3, Individuals A to Z.",3,Title from publisher's website.,a
17517220,"Emigration, 1837 : miscellaneous offices and individuals.",1,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence.,o
17517220,"Emigration, 1837 : miscellaneous offices and individuals.",2,This volume includes searchable printed documents.,o
17517220,"Emigration, 1837 : miscellaneous offices and individuals.",3,Title from publisher's website.,a
17517221,"Emigration, North America and Australia, 1838. Volume 1, January to May, Agent-General Elliot.",1,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence,o
17517221,"Emigration, North America and Australia, 1838. Volume 1, January to May, Agent-General Elliot.",2,This volume includes searchable printed documents.,o
17517221,"Emigration, North America and Australia, 1838. Volume 1, January to May, Agent-General Elliot.",3,Title from publisher's website.,a
17517222,"Emigration, North America and Australia, 1838. Volume 2, June to August, Agent-General Elliot.",1,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence.,o
17517222,"Emigration, North America and Australia, 1838. Volume 2, June to August, Agent-General Elliot.",2,This volume includes searchable printed documents.,o
17517222,"Emigration, North America and Australia, 1838. Volume 2, June to August, Agent-General Elliot.",3,Title from publisher's website.,a
17517223,"Emigration, North America and Australia, 1838. Volume 3, September to December, Agent-General Elliot.",1,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence,o
17517223,"Emigration, North America and Australia, 1838. Volume 3, September to December, Agent-General Elliot.",2,This volume includes searchable printed documents.,o
17517223,"Emigration, North America and Australia, 1838. Volume 3, September to December, Agent-General Elliot.",3,Title from publisher's website.,a
17517224,"Emigration, North America and Australia, 1838. Volume 4, Public offices.",1,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence,o
17517224,"Emigration, North America and Australia, 1838. Volume 4, Public offices.",2,Title from publisher's website.,a
17517225,"Emigration, North America and Australia, 1838. Volume 5, Miscellaneous A to Z.",1,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence,o
17517225,"Emigration, North America and Australia, 1838. Volume 5, Miscellaneous A to Z.",2,This volume includes searchable printed documents.,o
17517225,"Emigration, North America and Australia, 1838. Volume 5, Miscellaneous A to Z.",3,Title from publisher's website.,a
17517226,"North American settlers, 1837 and 1838.",1,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence,o
17517226,"North American settlers, 1837 and 1838.",2,Title from publisher's website.,a
17517227,"Emigration, North America and miscellaneous, 1839 : Agent-General Elliot, public offices and A to Z.",1,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence,o
17517227,"Emigration, North America and miscellaneous, 1839 : Agent-General Elliot, public offices and A to Z.",2,This volume includes searchable printed documents.,o
17517227,"Emigration, North America and miscellaneous, 1839 : Agent-General Elliot, public offices and A to Z.",3,Title from publisher's website.,a
17517228,"Emigration, Australia, 1839. Volume 1, January to May, Agent General Mr Elliot.",1,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence,o
17517228,"Emigration, Australia, 1839. Volume 1, January to May, Agent General Mr Elliot.",2,This volume includes searchable printed documents.,o
17517228,"Emigration, Australia, 1839. Volume 1, January to May, Agent General Mr Elliot.",3,Title from publisher's website.,a
17517229,"Emigration, Australia, 1839. Volume 2, June to August, Agent General Mr Elliot.",1,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence,o
17517229,"Emigration, Australia, 1839. Volume 2, June to August, Agent General Mr Elliot.",2,This volume includes searchable printed documents.,o
17517229,"Emigration, Australia, 1839. Volume 2, June to August, Agent General Mr Elliot.",3,Title from publisher's website.,a
17517230,"Emigration, Australia, 1839. Volume 3, September to December, Agent General Mr Elliot.",1,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence,o
17517230,"Emigration, Australia, 1839. Volume 3, September to December, Agent General Mr Elliot.",2,This volume includes searchable printed documents.,o
17517230,"Emigration, Australia, 1839. Volume 3, September to December, Agent General Mr Elliot.",3,Title from publisher's website.,a
17517231,"Emigration, Australia, 1839. Volume 4, Public offices.",1,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence,o
17517231,"Emigration, Australia, 1839. Volume 4, Public offices.",2,This volume includes searchable printed documents.,o
17517231,"Emigration, Australia, 1839. Volume 4, Public offices.",3,Title from publisher's website.,a
17517232,"Emigration, Australia, 1839. Volume 5, Individuals, miscellaneous A to Z.",1,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence,o
17517232,"Emigration, Australia, 1839. Volume 5, Individuals, miscellaneous A to Z.",2,This volume includes searchable printed documents.,o
17517232,"Emigration, Australia, 1839. Volume 5, Individuals, miscellaneous A to Z.",3,Title from publisher's website.,a
17517233,"Emigration, Australia, 1840. Volume 1, January to April, Commissioners Elliot, Torrens and Villiers.",1,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence,o
17517233,"Emigration, Australia, 1840. Volume 1, January to April, Commissioners Elliot, Torrens and Villiers.",2,This volume includes searchable printed documents.,o
17517233,"Emigration, Australia, 1840. Volume 1, January to April, Commissioners Elliot, Torrens and Villiers.",3,Title from publisher's website.,a
17517234,"Emigration, Australia, 1840. Volume 2, May to December, Commissioners Elliot, Torrens and Villiers.",1,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence,o
17517234,"Emigration, Australia, 1840. Volume 2, May to December, Commissioners Elliot, Torrens and Villiers.",2,This volume includes searchable printed documents.,o
17517234,"Emigration, Australia, 1840. Volume 2, May to December, Commissioners Elliot, Torrens and Villiers.",3,Title from publisher's website.,a
17517235,"Emigration, Australia, 1840. Volume 3, Miscellaneous, public offices and A to Z.",1,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence,o
17517235,"Emigration, Australia, 1840. Volume 3, Miscellaneous, public offices and A to Z.",2,This volume includes searchable printed documents.,o
17517235,"Emigration, Australia, 1840. Volume 3, Miscellaneous, public offices and A to Z.",3,Title from publisher's website.,a
17517236,"Emigration, North America, 1840 : commissioners, public offices and A-Z.",1,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence.,o
17517236,"Emigration, North America, 1840 : commissioners, public offices and A-Z.",2,This volume includes searchable printed documents.,o
17517236,"Emigration, North America, 1840 : commissioners, public offices and A-Z.",3,Title from publisher's website.,a
17517237,"Emigration, general miscellaneous, 1840 : commissioners, public offices and A to Z.",1,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence,o
17517237,"Emigration, general miscellaneous, 1840 : commissioners, public offices and A to Z.",2,This volume includes searchable printed documents.,o
17517237,"Emigration, general miscellaneous, 1840 : commissioners, public offices and A to Z.",3,Title from publisher's website.,a
17517238,"Emigration, Australia, 1841. Volume 1, January to April, Commissioners Elliot, Torrens and Villiers.",1,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence,o
17517238,"Emigration, Australia, 1841. Volume 1, January to April, Commissioners Elliot, Torrens and Villiers.",2,This volume includes searchable printed documents.,o
17517238,"Emigration, Australia, 1841. Volume 1, January to April, Commissioners Elliot, Torrens and Villiers.",3,Title from publisher's website.,a
17517239,"Emigration, Australia, 1841. Volume 2, Commissioners Elliot, Torrens and Villiers.",1,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence,o
17517239,"Emigration, Australia, 1841. Volume 2, Commissioners Elliot, Torrens and Villiers.",2,This volume includes searchable printed documents.,o
17517239,"Emigration, Australia, 1841. Volume 2, Commissioners Elliot, Torrens and Villiers.",3,Title from publisher's website.,a
17517240,"Emigration, Australia, 1841. Volume 3, September to December, Commissioners Elliot, Villiers and [Torrens].",1,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence,o
17517240,"Emigration, Australia, 1841. Volume 3, September to December, Commissioners Elliot, Villiers and [Torrens].",2,This volume includes searchable printed documents.,o
17517240,"Emigration, Australia, 1841. Volume 3, September to December, Commissioners Elliot, Villiers and [Torrens].",3,Title from publisher's website.,a
17517241,"Emigration, Australia, 1841. Volume 4, Miscellaneous, public offices and A to Z.",1,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence.,o
17517241,"Emigration, Australia, 1841. Volume 4, Miscellaneous, public offices and A to Z.",2,This volume includes searchable printed documents.,o
17517241,"Emigration, Australia, 1841. Volume 4, Miscellaneous, public offices and A to Z.",3,Title from publisher's website.,a
17517242,"Emigration, North America, 1841 : commissioners, public offices and A to Z.",1,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence,o
17517242,"Emigration, North America, 1841 : commissioners, public offices and A to Z.",2,This volume includes searchable printed documents.,o
17517242,"Emigration, North America, 1841 : commissioners, public offices and A to Z.",3,Title from publisher's website.,a
17517243,"Emigration, general miscellaneous, 1841 : commissioners, public offices etc.",1,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence.,o
17517243,"Emigration, general miscellaneous, 1841 : commissioners, public offices etc.",2,This volume includes searchable printed documents.,o
17517243,"Emigration, general miscellaneous, 1841 : commissioners, public offices etc.",3,Title from publisher's website.,a
17517244,"Emigration, North America, 1842 : commissioners, public offices and A to Z.",1,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence,o
17517244,"Emigration, North America, 1842 : commissioners, public offices and A to Z.",2,This volume includes searchable printed documents.,o
17517244,"Emigration, North America, 1842 : commissioners, public offices and A to Z.",3,Title from publisher's website.,a
17517245,"Emigration, Australia, 1842. Volume 1, January to June, emigration commissioners.",1,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence,o
17517245,"Emigration, Australia, 1842. Volume 1, January to June, emigration commissioners.",2,This volume includes searchable printed documents.,o
17517245,"Emigration, Australia, 1842. Volume 1, January to June, emigration commissioners.",3,Title from publisher's website.,a
17517246,"Emigration, Australia, 1842. Volume 2, July to December, commissioners.",1,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence,o
17517246,"Emigration, Australia, 1842. Volume 2, July to December, commissioners.",2,This volume includes searchable printed documents.,o
17517246,"Emigration, Australia, 1842. Volume 2, July to December, commissioners.",3,Title from publisher's website.,a
17517247,"Emigration, Australia, 1842. Volume 3, Miscellaneous, public offices and A to Z.",1,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence,o
17517247,"Emigration, Australia, 1842. Volume 3, Miscellaneous, public offices and A to Z.",2,This volume includes searchable printed documents.,o
17517247,"Emigration, Australia, 1842. Volume 3, Miscellaneous, public offices and A to Z.",3,Title from publisher's website.,a
17517248,"Emigration, general miscellaneous, 1842 : commissioners, public offices and A to Z.",1,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence.,o
17517248,"Emigration, general miscellaneous, 1842 : commissioners, public offices and A to Z.",2,This volume includes searchable printed documents.,o
17517248,"Emigration, general miscellaneous, 1842 : commissioners, public offices and A to Z.",3,Title from publisher's website.,a
17517249,"Emigration, North America, 1843 : commissioners, public offices and A to Z.",1,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence.,o
17517249,"Emigration, North America, 1843 : commissioners, public offices and A to Z.",2,This volume includes searchable printed documents.,o
17517249,"Emigration, North America, 1843 : commissioners, public offices and A to Z.",3,Title from publisher's website.,a
17517250,"Emigration, North America, 1844 : commissioners, public offices and A to Z.",1,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence,o
17517250,"Emigration, North America, 1844 : commissioners, public offices and A to Z.",2,This volume includes searchable printed documents.,o
17517250,"Emigration, North America, 1844 : commissioners, public offices and A to Z.",3,Title from publisher's website.,a
17517251,"Emigration, general miscellaneous, 1843 and 1844 : commissioners, public offices and A to Z.",1,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence,o
17517251,"Emigration, general miscellaneous, 1843 and 1844 : commissioners, public offices and A to Z.",2,This volume includes searchable printed documents.,o
17517251,"Emigration, general miscellaneous, 1843 and 1844 : commissioners, public offices and A to Z.",3,Title from publisher's website.,a
17517252,"Emigration, general miscellaneous, 1845 and 1846.",1,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence,o
17517252,"Emigration, general miscellaneous, 1845 and 1846.",2,This volume includes searchable printed documents.,o
17517252,"Emigration, general miscellaneous, 1845 and 1846.",3,Title from publisher's website.,a
17517253,"Emigration, North America, 1845 and 1846.",1,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence,o
17517253,"Emigration, North America, 1845 and 1846.",2,This volume includes searchable printed documents.,o
17517253,"Emigration, North America, 1845 and 1846.",3,Title from publisher's website.,a
17517254,"Emigration, North America, 1847 : commissioners, public offices and A to Z.",1,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence,o
17517254,"Emigration, North America, 1847 : commissioners, public offices and A to Z.",2,This volume includes searchable printed documents.,o
17517254,"Emigration, North America, 1847 : commissioners, public offices and A to Z.",3,Title from publisher's website.,a
17517255,"Emigration, general miscellaneous, 1847 : commissioners and public offices, A to Z.",1,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence,o
17517255,"Emigration, general miscellaneous, 1847 : commissioners and public offices, A to Z.",2,This volume includes searchable printed documents.,o
17517255,"Emigration, general miscellaneous, 1847 : commissioners and public offices, A to Z.",3,Title from publisher's website.,a
17517256,"Emigration, North America, 1848 : commissioners and public offices, A to Z.",1,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence,o
17517256,"Emigration, North America, 1848 : commissioners and public offices, A to Z.",2,This volume includes searchable printed documents.,o
17517256,"Emigration, North America, 1848 : commissioners and public offices, A to Z.",3,Title from publisher's website.,a
17517257,"Emigration, general miscellaneous, 1848 : commissioners and public offices, A to Z.",1,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence,o
17517257,"Emigration, general miscellaneous, 1848 : commissioners and public offices, A to Z.",2,This volume includes searchable printed documents.,o
17517257,"Emigration, general miscellaneous, 1848 : commissioners and public offices, A to Z.",3,Title from publisher's website.,a
17517258,"Emigration, North America, 1849.",1,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence,o
17517258,"Emigration, North America, 1849.",2,This volume includes searchable printed documents.,o
17517258,"Emigration, North America, 1849.",3,Title from publisher's website.,a
17517259,"Emigration, general miscellaneous, 1849.",1,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence,o
17517259,"Emigration, general miscellaneous, 1849.",2,This volume includes searchable printed documents.,o
17517259,"Emigration, general miscellaneous, 1849.",3,Title from publisher's website.,a
17517260,"Emigration, general miscellaneous, 1850.",1,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence,o
17517260,"Emigration, general miscellaneous, 1850.",2,This volume includes searchable printed documents.,o
17517260,"Emigration, general miscellaneous, 1850.",3,Title from publisher's website.,a
17517261,"Emigration, general miscellaneous, 1851.",1,From collection: War and Colonial Department and Colonial Office: Emigration Original Correspondence.,o
