bib,title,num,type,note,review,reviewer,source
11735240,Brut chronicle.,1,o,First leaf and end of text lacking.,y,dm,dm
11735240,Brut chronicle.,2,o,Layout: single columns with varying numbers of lines.,y,dm,dm
11735240,Brut chronicle.,3,o,Script: English bookhand.,y,dm,dm
11735240,Brut chronicle.,4,o,Decoration: blue initials with red penwork.,y,dm,dm
11735240,Brut chronicle.,5,o,"Binding: sixteenth-century blind-tooled calf over wooden boards. Later leather title tags on spine, gilt.",y,dm,dm
11735646,Speculum vitae.,1,o,"Ownership inscription for the Francisan convent at Lichfield?, dated 1486.",y,dm,dm
11735646,Speculum vitae.,2,o,Layout: double columns of 50-58 lines.,y,dm,dm
11735646,Speculum vitae.,3,o,Script: English bookhand.,y,dm,dm
11735646,Speculum vitae.,4,o,Decoration: initials in red and blue penwork.,y,dm,dm
11735646,Speculum vitae.,5,o,"Binding: original wooden boards, rebacked.",y,dm,dm
11735896,Brut Chronicle.,1,o,"Bound with: 2 l. of parchment, fragment in Latin, repaired, with annotations.",y,dm,dm
11735896,Brut Chronicle.,2,o,Layout: single columns.,y,dm,dm
11735896,Brut Chronicle.,3,o,Script: English cursive bookhand.,y,dm,dm
11735896,Brut Chronicle.,4,o,Binding: nineteenth-century full brown morocco.,y,dm,dm
11735962,"Map for Rancho New Helvetia, circa 1854.",1,w,Map title: Mapa de los terrenos para la colonia de Nueva Helvetia.,y,dm,dm
11735977,Mirour of the blessed lyf of Jesu Christ.,1,o,Ownership inscription of Sir John Gage on f. 126.,y,dm,dm
11735977,Mirour of the blessed lyf of Jesu Christ.,2,o,Layout: single columns of 24 lines.,y,dm,dm
11735977,Mirour of the blessed lyf of Jesu Christ.,3,o,Script: English bookhand.,y,dm,dm
11735977,Mirour of the blessed lyf of Jesu Christ.,4,o,Decoration: initials in blue with red penwork; six initials in red.,y,dm,dm
11735977,Mirour of the blessed lyf of Jesu Christ.,5,o,Binding: nineteenth-century vellum.,y,dm,dm
11736043,Piers the Plowman.,1,o,Autograph of Bolton? Wansell on last leaf.,y,dm,dm
11736043,Piers the Plowman.,2,o,"Laid in: Dr. Thompsons and Mr. Bassets Letters to Mr. Dodwell concerning the Essay for Catholick Peace. Manuscript on paper, 8 l., circa 1709.",y,dm,dm
11736043,Piers the Plowman.,3,o,Layout: single columns of roughly 40 lines.,y,dm,dm
11736043,Piers the Plowman.,4,o,Script: English secretary hand.,y,dm,dm
11736043,Piers the Plowman.,5,o,Binding: parchment over pasteboards.,y,dm,dm
11736428,Wycliffite New testament.,1,o,"Ownership inscription of James West, 1732, on recto initial blank parchment leaf.",y,dm,dm
11736428,Wycliffite New testament.,2,o,Detailed provenance history of manuscript in the sixteenth and seventeenth centuries on verso of initial blank parchment leaf.,y,dm,dm
11736428,Wycliffite New testament.,3,o,Layout: single columns of 19-23 lines.,y,dm,dm
11736428,Wycliffite New testament.,4,o,Script: rounded English gothic bookhand.,y,dm,dm
11736428,Wycliffite New testament.,5,o,Decoration: large initials in blue with red penwork.,y,dm,dm
11736428,Wycliffite New testament.,6,o,"Binding: early eighteenth-century full red morocco, gilt.",y,dm,dm
11736757,Brut chronicle.,1,o,"Annotations in red crayon probably by Matthew Parker, Archbishop of Canterbury.",y,dm,dm
11736757,Brut chronicle.,2,o,Layout: single columns of 36 lines.,y,dm,dm
11736757,Brut chronicle.,3,o,Script: English bookhand.,y,dm,dm
11736757,Brut chronicle.,4,o,Decoration: numerous two-line initials in burnished gold or in blue ink with red penwork.,y,dm,dm
11736757,Brut chronicle.,5,o,"Binding: nineteenth-century brown blind-stamped morocco, gilt; armorial binding of the Dukes of Newcastle.",y,dm,dm
11736806,The Fall of princes.,1,o,Layout: double columns of 35 lines.,y,dm,dm
11736806,The Fall of princes.,2,o,Script: English bookhand.,y,dm,dm
11736806,The Fall of princes.,3,o,Decoration: decorated borders at the beginnings of Books II-IX; numerous gold initials.,y,dm,dm
11736806,The Fall of princes.,4,o,"Binding: early nineteenth-century vellum; leather spine labels, gilt.",y,dm,dm
11737908,"Scrapbook, 1922-1926.",1,o,Title printed on cover: My Memory Book,y,dm,dm
11740054,Record book of trout fishing.,1,o,"Notebook in thin maroon cloth over boards. Front cover bears the printed label of ""The Royal Liberty School, Romford.""",y,dm,dm
11742956,Wycliffite New testament.,1,o,Layout: double columns of 57-60 lines.,y,dm,dm
11742956,Wycliffite New testament.,2,o,Script: English bookhand.,y,dm,dm
11742956,Wycliffite New testament.,3,o,Decoration: initials in red and blue penwork.,y,dm,dm
11742956,Wycliffite New testament.,4,o,Binding: contemporary white doeskin over wooden boards.,y,dm,dm
11743426,Secretum secretorum.,1,o,Several medical recipes added on blank leaves and portions of leaves in a sixteenth-century? cursive hand.,y,dm,dm
11743426,Secretum secretorum.,2,o,Signature of John Bowen? in a seventeenth-century hand. Signature of Thomas Bowen in a seventeenth-century hand.,y,dm,dm
11743426,Secretum secretorum.,3,o,Layout: various single-column.,y,dm,dm
11743426,Secretum secretorum.,4,o,Script: English bookhand.,y,dm,dm
11743426,Secretum secretorum.,5,o,"Decoration: 15 illuminated borders; other decorated initials, some gilt.",y,dm,dm
11743426,Secretum secretorum.,6,o,"Binding: disbound, but with some original sewing intact; modern case.",y,dm,dm
11745395,"Elkington & Co. : silversmiths by special appointment to H.M The Queen, H.I.M. The Emperor of Austria, H.M. the King of the Belgians, H.R.H. The Prince of Wales.",1,ao,Cover title. Printed within decorative border.,y,dm,dm
11745395,"Elkington & Co. : silversmiths by special appointment to H.M The Queen, H.I.M. The Emperor of Austria, H.M. the King of the Belgians, H.R.H. The Prince of Wales.",2,w,"""Elkington & Co. silversmiths : original patentees of the electro plate : art workers in the precious and other metals : London, Liverpool, Manchester : Manufactory, Birmingham.""--Back cover.",y,dm,dm
11745395,"Elkington & Co. : silversmiths by special appointment to H.M The Queen, H.I.M. The Emperor of Austria, H.M. the King of the Belgians, H.R.H. The Prince of Wales.",3,o,Pages 2-3 are blank lined memorandum pages. The top heading is the great seal of the United States with motto: E Pluribus Unum. Philadelphia Centennial Exhibition. A.D. 1876. Within decorative border. Silver marks of Elkington & Co. at foot. Printed in brown on cream card.,y,dm,dm
11745546,Privite of privyteis.,1,o,Several verses and aphorisms in a sixteenth?-century cursive hand on blank leaves and in margins.,y,dm,dm
11745546,Privite of privyteis.,2,o,Layout: single columns of 21-23 lines.,y,dm,dm
11745546,Privite of privyteis.,3,o,Script: English bookhand.,y,dm,dm
11745546,Privite of privyteis.,4,o,Decoration: numerous initials in gold or in blue with contrasting penwork.,y,dm,dm
11745546,Privite of privyteis.,5,o,Binding: fifteenth-century blind-stamped calf over wooden boards; remains of clasps.,y,dm,dm
11745598,The wyse boke of fylosophy and astronomy.,1,o,"Tipped in: astrological chart, on paper, for the years 1646-1664.",y,dm,dm
11745598,The wyse boke of fylosophy and astronomy.,2,o,Layout: single columns of 17-25 lines.,y,dm,dm
11745598,The wyse boke of fylosophy and astronomy.,3,o,Script: English bookhand.,y,dm,dm
11745598,The wyse boke of fylosophy and astronomy.,4,o,Decoration: some capitals and words rubricated.,y,dm,dm
11745598,The wyse boke of fylosophy and astronomy.,5,o,Binding: nineteenth-century half calf over marbled boards.,y,dm,dm
11747352,"Billhead of Christopher Corrall and Daniel Blachford, gold and silver lacemen, London, for purchases made by Barrington Buggin Esq., May 13th, 1772.",1,w,"The engraved billhead reads: ""Bot. of Chrisr. Corrall and Danl. Blachford, gold and silver lacemen, at the Indian Queen, No. 67 Lombard Street.""",y,dm,dm
11747352,"Billhead of Christopher Corrall and Daniel Blachford, gold and silver lacemen, London, for purchases made by Barrington Buggin Esq., May 13th, 1772.",2,w,"Barrington Buggin of Harper Street was a ship broker, and owned warehouses in Fresh Wharf in the City of London.",y,dm,dm
11747352,"Billhead of Christopher Corrall and Daniel Blachford, gold and silver lacemen, London, for purchases made by Barrington Buggin Esq., May 13th, 1772.",3,o,Completed in pen and black ink.,y,dm,dm
11747352,"Billhead of Christopher Corrall and Daniel Blachford, gold and silver lacemen, London, for purchases made by Barrington Buggin Esq., May 13th, 1772.",4,o,Includes traces of wax seal.,y,dm,dm
11748628,Herbal in prose and verse.,1,o,Laid in: parchment fragment probably recovered from earlier binding.,y,dm,dm
11748628,Herbal in prose and verse.,2,o,Layout: single columns of 33 lines.,y,dm,dm
11748628,Herbal in prose and verse.,3,o,Script: English bookhand.,y,dm,dm
11748628,Herbal in prose and verse.,4,o,"Decoration: some initials, headings and words in red ink.",y,dm,dm
11748628,Herbal in prose and verse.,5,o,Binding: modern vellum boards.,y,dm,dm
11749213,Book of hours : use of Sarum.,1,o,"Description of volume, in Latin, signed WA.1804 on recto of front flyleaf.",y,dm,dm
11749213,Book of hours : use of Sarum.,2,o,Ownership inscription of Jone Ffyn on verso of front flyleaf.,y,dm,dm
11749213,Book of hours : use of Sarum.,3,o,Calendar contains three notes concerning births and a marriage of Cheyne family members.,y,dm,dm
11749213,Book of hours : use of Sarum.,4,o,Layout: single columns of 17 lines.,y,dm,dm
11749213,Book of hours : use of Sarum.,5,o,Script: gothic bookhand.,y,dm,dm
11749213,Book of hours : use of Sarum.,6,o,Decoration: three historiated initials with full-page borders; one smaller historiated initials and seven large foliate initials with borders. many smaller initals in gold with blue penwork or in blue with red penwork.,y,dm,dm
11749213,Book of hours : use of Sarum.,7,o,Binding: modern red velvet; red morocco box.,y,dm,dm
11749435,"Le tapis de Sigmund : the dream in the carpet, 2010 / by Anne Deguelle.",1,a,Title from colophon.,y,dm,dm
11749435,"Le tapis de Sigmund : the dream in the carpet, 2010 / by Anne Deguelle.",2,o,"From colophon: ""exemplaire n.III"".",y,dm,dm
11749579,Planetary calendar.,1,o,Layout: tables in red and brown ink.,y,dm,dm
11749579,Planetary calendar.,2,o,Script: English bookhand.,y,dm,dm
11749579,Planetary calendar.,3,o,Decoration: gold initials.,y,dm,dm
11749579,Planetary calendar.,4,o,Binding: modern half-calf.,y,dm,dm
11750613,Ihesu lorde that madyste me.,1,o,Bound with Fifteen Joys of Our Lady.,y,dm,dm
11750613,Ihesu lorde that madyste me.,2,o,Layout: single columns of 20 lines.,y,dm,dm
11750613,Ihesu lorde that madyste me.,3,o,Script: gothic liturgical script.,y,dm,dm
11750613,Ihesu lorde that madyste me.,4,o,Decoration: red and blue penwork.,y,dm,dm
11750613,Ihesu lorde that madyste me.,5,o,Binding: modern full red morocco.,y,dm,dm
11752426,"Crystal Palace season ticket, 1855.",1,ow,"Season ticket for admission to Crystal Palace, 1855 (""available till 30 April 1856""). No. 21921, signed by Charles Carrington (the ticket holder). All text is engraved, with printing on both sides, the rules of use on the reverse. In contemporary calf wallet, with blue silk lining.",y,dm,dm
11752426,"Crystal Palace season ticket, 1855.",2,w,"""This ticket is available till April 1856. It admits the proprietor to the palace and park whenever they are open to the public, but not at other times. The proprietor must sign his name on the face of the ticket before presenting it and also in a book at the door whenever required so to do. The ticket must be shewn whenever he enters the palace and when asked for by the savants of the Crystal Palace Company. If presented by another than the person who signed it it will be forfeited. Ticket lost cannot be replaced. The bearer of this ticket is bound to observe all the rules made from time to time by the directors for the regulation of visitors.""--Verso.",y,dm,dm
11754637,"Scrapbook, 1904-1919.",1,w,"Cover title: ""Press Book"".",y,dm,dm
11754653,De Pronosticis.,1,o,First gathering of eight leaves missing.,y,dm,dm
11754653,De Pronosticis.,2,o,Layout: single columns of 30 lines.,y,dm,dm
11754653,De Pronosticis.,3,o,Script: gothic bookhand.,y,dm,dm
11754653,De Pronosticis.,4,o,Decoration: headings and paragraph marks in red.,y,dm,dm
11754653,De Pronosticis.,5,o,Binding: lower cover of original vellum and original stitching; modern case.,y,dm,dm
11755930,Confessio amantis.,1,o,Taken from the Stafford Gower (Huntington Library MS EL 26 A 17) and used as binding waste.,y,dm,dm
11755930,Confessio amantis.,2,o,Layout: double columns of 36 lines (complete columns are of 46 lines),y,dm,dm
11755930,Confessio amantis.,3,o,Script: formal bastard anglicana.,y,dm,dm
11755930,Confessio amantis.,4,o,"Decoration: initials in gold, red, blue and purple.",y,dm,dm
11755930,Confessio amantis.,5,o,Byname: Stafford Gower (fragment),y,dm,dm
11756328,Speculum Christiani.,1,o,Layout: single columns of 32 lines.,y,dm,dm
11756328,Speculum Christiani.,2,o,Script: written in an English bookhand.,y,dm,dm
11756328,Speculum Christiani.,3,o,Decoration: red and blue initials with contrasting penwork.,y,dm,dm
11756328,Speculum Christiani.,4,o,Binding: nineteenth-century morocco.,y,dm,dm
11756372,The inventory of chirurgy.,1,o,"Support: mixed. 101 paper leaves, 52 parchment leaves.",y,dm,dm
11756372,The inventory of chirurgy.,2,o,Layout: double columns of 54 lines.,y,dm,dm
11756372,The inventory of chirurgy.,3,o,Script: cursive bookhand.,y,dm,dm
11756372,The inventory of chirurgy.,4,o,Decoration: seven large decorated initials; numerous smaller initials in blue with red penwork.,y,dm,dm
11756372,The inventory of chirurgy.,5,o,"Binding: fifteenth-century blind-stamped full calf over wooden boards, rebacked; remains of later hardware. BInder's label on back pastedown: W. H. Woods & Co. / Manchester / 1879.",y,dm,dm
11756423,Mirour of the blessed lyf of Jesu Christ.,1,o,"All corners repaired, not affecting main text block. Approximately 34 missing leaves; replaced by manuscript copies of the missing text in a modern cursive.",y,dm,dm
11756423,Mirour of the blessed lyf of Jesu Christ.,2,o,Layout: single columns of 32 lines.,y,dm,dm
11756423,Mirour of the blessed lyf of Jesu Christ.,3,o,Script: English bookhand.,y,dm,dm
11756423,Mirour of the blessed lyf of Jesu Christ.,4,o,Decoration: rubricated. Some marginal note initials in blue with red penwork.,y,dm,dm
11756423,Mirour of the blessed lyf of Jesu Christ.,5,o,Binding: nineteenth-century blind-tooled brown morocco.,y,dm,dm
11756791,Sir John Mandeville's travels.,1,o,"Four leaves preceding the Mandeville text contain numerous pen trials, a Latin prayer, medical advice organized by month, and a list of the archbishops of York. Two leaves following the text contain pen trials and Latin notes on the life of St. Wilfrid?.",y,dm,dm
11756791,Sir John Mandeville's travels.,2,o,Layout: single columns of 20-23 lines.,y,dm,dm
11756791,Sir John Mandeville's travels.,3,o,Script: English bookhand.,y,dm,dm
11756791,Sir John Mandeville's travels.,4,o,Decoration: decorated border on opening leaf of text incorporating coat of arms of the Norton family of Yorkshire; a few initials in blue ink with red penwork.,y,dm,dm
11756791,Sir John Mandeville's travels.,5,o,Binding: contemporary light brown doeskin over wooden boards.,y,dm,dm
11756910,Mirour of mans salvacioune.,1,o,Layout: single columns of 17 lines.,y,dm,dm
11756910,Mirour of mans salvacioune.,2,o,Script: gothic bookhand.,y,dm,dm
11756910,Mirour of mans salvacioune.,3,o,"Decoration: some initials, line fillers, underlining, in red ink.",y,dm,dm
11756910,Mirour of mans salvacioune.,4,o,"Binding: nineteenth-century full brown morocco, gilt.",y,dm,dm
11767817,[Printed invoice and promotional handbill of Hafod Arms Hotel].,1,w,"The hotel was originally a small hunting lodge built in 1787 by Thomas Johnes, the then squire of The Hafod Mansion Estate, and it was enlarged and converted into a Swiss style chateau in 1839 by the third Duke of Newcastle, and Sir Henry Houghton. It attracted numerous visitors and inspired the Wordsworth poem ""To the torrent at Devil's Bridge"".",y,dm,dm
11767817,[Printed invoice and promotional handbill of Hafod Arms Hotel].,2,w,The invoice features an engraved illustration of Devil's Bridge.,y,dm,dm
11767817,[Printed invoice and promotional handbill of Hafod Arms Hotel].,3,o,"""This Hotel is erected amidst the wildest and most magnificent scenery, on a precipice contiguous to the Devil's Bridge, commanding a view of the Grand Cataract of the Rhydol, and within hearing of the tumultous Fall of the Mynach. Distance from the Hafod 5 miles ; from the Ruins of Strataflorida Abbey 9 ; from Aberystwith 12 ; from London 199 miles.""",y,dm,dm
11767817,[Printed invoice and promotional handbill of Hafod Arms Hotel].,4,w,"""Height of the Cataracts. From the bridge to the water, 114 feet ; first fall, 18 feet ; second 60 ; third 20, Grand Cataract 110 feet ; total from the bridge to the bed of the river, 322 feet.""",y,dm,dm
11767817,[Printed invoice and promotional handbill of Hafod Arms Hotel].,5,w,"""Visitors may be accommodated with a Guide.""",y,dm,dm
11767817,[Printed invoice and promotional handbill of Hafod Arms Hotel].,6,o,Completed in pen and black ink.,y,dm,dm
11773236,"The cook's book, Hardwicke House, [1748-1753].",1,w,"Caption title from p. [1]: The cook's book, 1748, Mary Stent.",y,dm,dm
11773236,"The cook's book, Hardwicke House, [1748-1753].",2,o,Bound in contemporary vellum.,y,dm,dm
11775189,Brut chronicle.,1,o,Several leaves missing at opening.,y,dm,dm
11775189,Brut chronicle.,2,o,Layout: single columns of 36 lines.,y,dm,dm
11775189,Brut chronicle.,3,o,Script: English bookhand.,y,dm,dm
11775189,Brut chronicle.,4,o,Decoration: blue initials with red penwork.,y,dm,dm
11775189,Brut chronicle.,5,o,"Binding: eighteenth-century quarter calf over marbled boards. Red leather spine tag, gilt: Albyon A Monkish History M. S.",y,dm,dm
11775340,The Fall of princes.,1,o,Layout: double columns of 98 lines.,y,dm,dm
11775340,The Fall of princes.,2,o,Script: English bookhand.,y,dm,dm
11775340,The Fall of princes.,3,o,Decoration: illuminated initial on f. 1; numerous penwork initials.,y,dm,dm
11775340,The Fall of princes.,4,o,Binding: modern wrappers; modern case.,y,dm,dm
11776613,Wycliffite New testament.,1,o,Layout: single columns of 36 lines.,y,dm,dm
11776613,Wycliffite New testament.,2,o,Script: small gothic bookhand.,y,dm,dm
11776613,Wycliffite New testament.,3,o,"Decoration: headings in red, capitals in red and blue.",y,dm,dm
11776613,Wycliffite New testament.,4,o,Binding: Inlaid into a large paper leaf.,y,dm,dm
11776860,Gilte legende.,1,o,From Takamiya MS 45: Doheny Collection of single leaves.,y,dm,dm
11776860,Gilte legende.,2,o,Layout: double columns of forty lines.,y,dm,dm
11776860,Gilte legende.,3,o,Script: English bookhand.,y,dm,dm
11776860,Gilte legende.,4,o,Decoration: initials in blue with red penwork.,y,dm,dm
11777015,The Fall of princes.,1,o,Layout: double columns of 49 lines.,y,dm,dm
11777015,The Fall of princes.,2,o,Script: cursive English bookhand.,y,dm,dm
11777015,The Fall of princes.,3,o,"Decoration: two initials in burnished gold on colored grounds, with foliate sprays.",y,dm,dm
11777046,The Fall of Princes.,1,o,Layout: double columns of 56 lines.,y,dm,dm
11777046,The Fall of Princes.,2,o,Script: cursive English bookhand.,y,dm,dm
11777046,The Fall of Princes.,3,o,Decoration: two large initials in gold; numerous smaller initials in red or blue.,y,dm,dm
11777669,Prayer roll in Latin and Middle English.,1,ow,"The Middle English lyrics appear in several other manuscripts, including the Vernon MS (Bodleian Library).",y,dm,dm
11777669,Prayer roll in Latin and Middle English.,2,o,Layout: single column.,y,dm,dm
11777669,Prayer roll in Latin and Middle English.,3,o,Script: gothic bookhand.,y,dm,dm
11777669,Prayer roll in Latin and Middle English.,4,o,Decoration: initial large miniature of the Virgin Mary and child. Numerous burnished gold initials on red or blue grounds with foliate sprays; numerous internal initials in either burnished gold or red or blue penwork.,y,dm,dm
11777669,Prayer roll in Latin and Middle English.,5,o,Binding: modern red morocco case.,y,dm,dm
11778631,Prayer roll in Middle English and Latin.,1,o,Possibly from Tewkesbury (contains a copy of a prayer said to have been carried away by the Devil from Our Lady of Tewkesbury).,y,dm,dm
11778631,Prayer roll in Middle English and Latin.,2,o,Layout: single column.,y,dm,dm
11778631,Prayer roll in Middle English and Latin.,3,o,Script: English rounded bookhand.,y,dm,dm
11778631,Prayer roll in Middle English and Latin.,4,o,"Decoration: four illustrations: the Three Nails, a Heart and Crown of Thorns; a Cross with the Instruments of the Passion; the Holy Wounds of Christ; and the Instruments of the Passion.",y,dm,dm
11778631,Prayer roll in Middle English and Latin.,5,o,Binding: modern case.,y,dm,dm
11779106,South English legendary.,1,o,"Text is substantially complete, lacking two leaves at the beginning, one in the middle, and probably several at the end.",y,dm,dm
11779106,South English legendary.,2,o,"Layout: single columns of 42 and 39 lines, respectively.",y,dm,dm
11779106,South English legendary.,3,o,Script: English cursive bookhand (two scribes).,y,dm,dm
11779106,South English legendary.,4,o,Decoration: numerous initials in blue with red penwork.,y,dm,dm
11779106,South English legendary.,5,o,Binding: eighteenth-century full calf.,y,dm,dm
11779579,Emendatio vitae and other works.,1,o,Layout: single columns of 25-31 lines.,y,dm,dm
11779579,Emendatio vitae and other works.,2,o,Script: English bookhand.,y,dm,dm
11779579,Emendatio vitae and other works.,3,o,Decoration: some rubrication.,y,dm,dm
11779579,Emendatio vitae and other works.,4,o,Binding: seventeenth-century limp vellum.,y,dm,dm
11779588,The Abbey of the holy ghost and other works.,1,o,Script: several hands.,y,dm,dm
11779588,The Abbey of the holy ghost and other works.,2,o,Decoration: Abbey of the Holy Ghost has initials in blue with red penwork.,y,dm,dm
11779588,The Abbey of the holy ghost and other works.,3,o,Binding: modern full red morocco.,y,dm,dm
11779802,Chronicle of the kings of England.,1,o,Layout: single column.,y,dm,dm
11779802,Chronicle of the kings of England.,2,o,Script: English cursive bookhand.,y,dm,dm
11779802,Chronicle of the kings of England.,3,o,Decoration: numerous roundels containing crowns.,y,dm,dm
11779802,Chronicle of the kings of England.,4,o,Binding: modern case.,y,dm,dm
11780883,Chronicle of the kings of England.,1,o,Layout: single column.,y,dm,dm
11780883,Chronicle of the kings of England.,2,o,Script: two gothic bookhands.,y,dm,dm
11780883,Chronicle of the kings of England.,3,o,Decoration: decorative frames around names of kings and families.,y,dm,dm
11780883,Chronicle of the kings of England.,4,o,Binding: modern case.,y,dm,dm
11781026,Old testament chronicle and genealogy of Christ (Part 1).,1,o,Originally formed a single roll with Takamiya MS 53.,y,dm,dm
11781026,Old testament chronicle and genealogy of Christ (Part 1).,2,o,"Annotation at top of roll in late 18th century hand attributing ownership in 1485 to Richard Kidderminster, Abbot of Winchecombe.",y,dm,dm
11781026,Old testament chronicle and genealogy of Christ (Part 1).,3,o,Layout: double column.,y,dm,dm
11781026,Old testament chronicle and genealogy of Christ (Part 1).,4,o,Script: English gothic bookhand.,y,dm,dm
11781026,Old testament chronicle and genealogy of Christ (Part 1).,5,o,Decoration: names in colored cartouches of green or brown squares.,y,dm,dm
11781026,Old testament chronicle and genealogy of Christ (Part 1).,6,o,Binding: modern case.,y,dm,dm
11781068,Old testament chronicle and genealogy of Christ (Part 2).,1,o,Originally formed a single roll with Takamiya MS 36.,y,dm,dm
11781068,Old testament chronicle and genealogy of Christ (Part 2).,2,o,Layout: double columns.,y,dm,dm
11781068,Old testament chronicle and genealogy of Christ (Part 2).,3,o,Script: English gothic bookhand.,y,dm,dm
11781068,Old testament chronicle and genealogy of Christ (Part 2).,4,o,Decoration: names in colored cartouches of green or brown squares; circular diagram of the temple of Jerusalem.,y,dm,dm
11781068,Old testament chronicle and genealogy of Christ (Part 2).,5,o,Binding: modern case.,y,dm,dm
11795373,[Verse and prose in Latin and Middle English].,1,a,Title devised by cataloger.,y,dm,dm
11795373,[Verse and prose in Latin and Middle English].,2,o,Most of the volume is parchment; 15 leaves toward the end of the volume are paper.,y,dm,dm
11795373,[Verse and prose in Latin and Middle English].,3,o,Bookseller's description tipped in at front of volume.,y,dm,dm
11795373,[Verse and prose in Latin and Middle English].,4,o,Spine title in gilt: M. S. Vellum.,y,dm,dm
11795373,[Verse and prose in Latin and Middle English].,5,o,Layout: single columns of 26-31 lines.,y,dm,dm
11795373,[Verse and prose in Latin and Middle English].,6,o,Script: several English cursive bookhands (Anglicana and secretary).,y,dm,dm
11795373,[Verse and prose in Latin and Middle English].,7,o,Decoration: numerous initials in blue with red penwork.,y,dm,dm
11795373,[Verse and prose in Latin and Middle English].,8,o,Binding: early eighteenth-century sheep over pasteboards. Nineteenth-century green morocco case with spine title: Ancient English Poetry M. S.,y,dm,dm
11802524,Medical and alchemical miscellany.,1,o,Binding: contemporary limp vellum.,y,dm,dm
11805935,"Abigail Kelley Foster papers, 1836-1925 [electronic resource].",1,w,Online collection includes 1920 images of documents.,y,dm,dm
11805935,"Abigail Kelley Foster papers, 1836-1925 [electronic resource].",2,a,"Title from HTML t.p. (viewed March 25, 2011).",y,dm,dm
11816558,"Invoice for prints bought from Robert Sayer by Mr. Gordon : London, 1772 August 15.",1,a,Title supplied by cataloger.,y,dm,dm
11816956,"Account book of Rev. Miles Tarn's, Rector of Dean in Cumbria, 1735-1797.",1,o,"Bound in contemporary vellum, wallet binding with a brass clasp decorated with a floral tooling.",y,dm,dm
11816956,"Account book of Rev. Miles Tarn's, Rector of Dean in Cumbria, 1735-1797.",2,o,"General notes: Notes on provenance: bookplates, binding, etc.",y,dm,dm
11816956,"Account book of Rev. Miles Tarn's, Rector of Dean in Cumbria, 1735-1797.",3,o,A few sheets of material are enclosed in front cover's envelope.,y,dm,dm
11816971,"Lease to William Williams, comedian : Weymouth, 1768 September 7 and 1771 March 20.",1,o,Written on vellum with red wax seal and blue embossed stamp affixed.,y,dm,dm
11857142,Account book.,1,o,"""Guilford June 5th 1785 Isaac Chalkers Alphabet"": in ink on back cover ; entries within dated between 1761 and 1791.",y,dm,dm
11857142,Account book.,2,o,In an acid free envelope: 40 cm.,y,dm,dm
11859583,Statuta vetera.,1,o,Part of the Anthony Taussig Collection of English Legal Manuscripts (OSB MSS 184).Taussig catalog number: MS 81.7.14 (number 3 in main catalog numbering).,y,dm,dm
11859583,Statuta vetera.,2,o,"A complete description of the contents is found in Baker and Taussig, Catalogue (London: 2007), pp. 4-7.",y,dm,dm
11859583,Statuta vetera.,3,o,"Layout: single column, 16-19 lines.",y,dm,dm
11859583,Statuta vetera.,4,o,Script: contemporary Anglicana hand.,y,dm,dm
11859583,Statuta vetera.,5,o,Decoration: Initials mostly in blue or burnished gold; 23 larger initials in burnished gold on red and blue grounds. One large illuminated initial with ivy-leaf border including a dragon.,y,dm,dm
11859583,Statuta vetera.,6,o,Binding: contemporary stitching on three double bands; later vellum over pasteboard binding.,y,dm,dm
11861078,"The establishment of the yearly charge of our dyett, with incidents for housekeeping : also wages & boardwages to the officers & servants of our house, chamber, chappells, & stables, with provisions for horses : also allowances, stipends, and pentions to old & supernumerary servants and widows, to commence the first day of October, 1714.",1,o,Includes a detailed table of contents at front.,y,dm,dm
11861078,"The establishment of the yearly charge of our dyett, with incidents for housekeeping : also wages & boardwages to the officers & servants of our house, chamber, chappells, & stables, with provisions for horses : also allowances, stipends, and pentions to old & supernumerary servants and widows, to commence the first day of October, 1714.",2,w,Cover title: Civil list establishments &c.,y,dm,dm
11861078,"The establishment of the yearly charge of our dyett, with incidents for housekeeping : also wages & boardwages to the officers & servants of our house, chamber, chappells, & stables, with provisions for horses : also allowances, stipends, and pentions to old & supernumerary servants and widows, to commence the first day of October, 1714.",3,o,Written in pen and black ink throughout; on ledgers ruled in red.,y,dm,dm
11861078,"The establishment of the yearly charge of our dyett, with incidents for housekeeping : also wages & boardwages to the officers & servants of our house, chamber, chappells, & stables, with provisions for horses : also allowances, stipends, and pentions to old & supernumerary servants and widows, to commence the first day of October, 1714.",4,o,Bound in 18th century parchment.,y,dm,dm
11861504,De legibus et consuetudinibus Angliæ.,1,o,Part of the Anthony Taussig Collection of English Legal Manuscripts (OSB MSS 184). Taussig catalog number: MS 82.12.7 (number 19 in main catalog numbering).,y,dm,dm
11861504,De legibus et consuetudinibus Angliæ.,2,o,"A fuller description of the contents is found in Baker and Taussig, Catalogue (London: 2007), pp. 13-14.",y,dm,dm
11861504,De legibus et consuetudinibus Angliæ.,3,a,Title from incipit.,y,dm,dm
11861504,De legibus et consuetudinibus Angliæ.,4,o,"Some early marginalia. Lengthy annotation in Law French (ff. 182v-183) concerning a dictum by ""Denam"" (probably John or William de Denum).",y,dm,dm
11861504,De legibus et consuetudinibus Angliæ.,5,o,Annotated on f. 1 in the hand of Sir Thomas Phillipps: H. Bracton De Legibus Angliæ. From Sir G. P. Turner's Library. Phillipps MS 3097.,y,dm,dm
