bib,title,note_num,note_text,note_type,record_total_notes,a_count,w_count,o_count,aw_count,ow_count,ao_count,unknown_count,source
16009426,Samuel Whittemore & Co. receipt book : manuscript.,1,Title devised by cataloger.,a,1,1,0,0,0,0,0,0,martin
16010001,John Ashmead naval freight book : manuscript.,1,Title devised by cataloger.,a,1,1,0,0,0,0,0,0,martin
16011224,Abigail Baldwin commonplace book : manuscript.,1,Title devised by cataloger.,a,1,1,0,0,0,0,0,0,martin
16015515,William Ward account book : manuscript.,1,Title devised by cataloger.,a,1,1,0,0,0,0,0,0,martin
16015912,Susan Atwater Cutler account book : manuscript.,1,Title devised by cataloger.,a,1,1,0,0,0,0,0,0,martin
16017084,Company of the Royal Fishery of England stock subscription forms : manuscript.,1,Title devised by cataloger.,a,1,1,0,0,0,0,0,0,martin
16019847,United States Army discharge form for Charles T. Beman : typescript.,1,Title devised by cataloger.,a,1,1,0,0,0,0,0,0,martin
16019960,James Alfred Briggs power of attorney to Alexander Muirhead : manuscript.,1,Title devised by cataloger.,a,1,1,0,0,0,0,0,0,martin
16020239,E. Butler journal : manuscript.,1,Title devised by cataloger.,a,1,1,0,0,0,0,0,0,martin
16020280,Howe & Spalding list of subscribers to the Christian Spectator : manuscript.,1,Title devised by cataloger.,a,1,1,0,0,0,0,0,0,martin
16024212,James Walsh and Elizabeth Walsh receipt book : manuscript.,1,Title devised by cataloger.,a,1,1,0,0,0,0,0,0,martin
16025148,American Palestine Exploration Society list of members and dues : manuscript.,1,Title devised by cataloger.,a,1,1,0,0,0,0,0,0,martin
16025252,Jeremiah Platt account book : manuscript.,1,Title devised by cataloger.,a,1,1,0,0,0,0,0,0,martin
16026234,Transfer of mill and tenement to Thomas Willis : manuscript copy.,1,Title devised by cataloger.,a,1,1,0,0,0,0,0,0,martin
16026331,"Evacustes A. Phipson letter, London, England, to Henry George, 1892 January : manuscript.",1,Title devised by cataloger.,a,1,1,0,0,0,0,0,0,martin
16026571,Isaac Leggett receipt book : manuscript.,1,Title devised by cataloger.,a,1,1,0,0,0,0,0,0,martin
16026611,Hoyt & Richards receipt book : manuscript.,1,Title devised by cataloger.,a,1,1,0,0,0,0,0,0,martin
16030527,Sarah Lewis sworn affidavit requesting protection from her husband : manuscript.,1,Title devised by cataloger.,a,1,1,0,0,0,0,0,0,martin
16030607,Collection of bastardy examinations : printed text and manuscript.,1,Title devised by cataloger.,a,1,1,0,0,0,0,0,0,martin
16036300,James Beebe sermon : manuscript.,1,Title devised by cataloger.,a,1,1,0,0,0,0,0,0,martin
16037617,Joseph Bellamy sermon notes : manuscript.,1,Title devised by cataloger.,a,1,1,0,0,0,0,0,0,martin
16037677,Nathan Birdseye sermon : manuscript.,1,Title devised by cataloger.,a,1,1,0,0,0,0,0,0,martin
16037966,Mills Ministerial Club records : manuscript.,1,Title devised by cataloger.,a,1,1,0,0,0,0,0,0,martin
16038066,Beverley Livingston medical bibliography : manuscript.,1,Title devised by cataloger.,a,1,1,0,0,0,0,0,0,martin
16038840,L.L. & S. Bishop ledger : manuscript.,1,Title devised by cataloger.,a,1,1,0,0,0,0,0,0,martin
16038962,John Best indenture : manuscript.,1,Title devised by cataloger.,a,1,1,0,0,0,0,0,0,martin
16038982,Walter Thomas indenture : manuscript.,1,Title devised by cataloger.,a,1,1,0,0,0,0,0,0,martin
16039817,Charles Lathrop account book : manuscript.,1,Title devised by cataloger.,a,1,1,0,0,0,0,0,0,martin
16040042,Account book of the brig Benjamin L. Swan : manuscript.,1,Title devised by cataloger.,a,1,1,0,0,0,0,0,0,martin
16040232,Salomon Williams sermon : manuscript.,1,Title devised by cataloger.,a,1,1,0,0,0,0,0,0,martin
16041678,John Devotion sermons : manuscript.,1,Title devised by cataloger.,a,1,1,0,0,0,0,0,0,martin
16047994,Notes from Jonathan Knight lectures : manuscript.,1,Title devised by cataloger.,a,1,1,0,0,0,0,0,0,martin
16048663,Phelps & Sanford account book : manuscript.,1,Title devised by cataloger.,a,1,1,0,0,0,0,0,0,martin
16048742,Edward Dorr sermon : manuscript.,1,Title devised by cataloger.,a,1,1,0,0,0,0,0,0,martin
16051331,Timothy Edwards sermons : manuscript.,1,Title devised by cataloger.,a,1,1,0,0,0,0,0,0,martin
16052439,Account book of the steamer Fulton : manuscript.,1,Title devised by cataloger.,a,1,1,0,0,0,0,0,0,martin
16052716,William Chester Minor index to Maurice Keatinge’s Travels through France and Spain to Morocco : manuscript.,1,Title devised by cataloger.,a,1,1,0,0,0,0,0,0,martin
16058240,Asa T. Hopkins sermons : manuscript.,1,Title devised by cataloger.,a,1,1,0,0,0,0,0,0,martin
16058834,Samuel Johnson sermon : manuscript.,1,Title devised by cataloger.,a,1,1,0,0,0,0,0,0,martin
16064372,"Caroline of Brunswick letter to Marchesa Eleonora Villani, 1815 October 5 : manuscript.",1,Title devised by cataloger.,a,1,1,0,0,0,0,0,0,martin
16066694,Willard Hall sermon : manuscript.,1,Title devised by cataloger.,a,1,1,0,0,0,0,0,0,martin
16067340,"Sermons delivered in Charlestown, Massachusetts : manuscript.",1,Title devised by cataloger.,a,1,1,0,0,0,0,0,0,martin
16067517,"Noah Porter letter, New Haven, Connecticut, to Edmund Clarence Stedman, 1885 October 30 : manuscript.",1,Title devised by cataloger.,a,1,1,0,0,0,0,0,0,martin
16067621,Benjamin Barrett notes from Nathan Smith lectures : manuscript.,1,Title devised by cataloger.,a,1,1,0,0,0,0,0,0,martin
16067645,Notes from Nathan Smith lectures : manuscript.,1,Title devised by cataloger.,a,1,1,0,0,0,0,0,0,martin
16069172,"Lecture notes for The sociology of racial relationship, 1937 October 28 : typescript / Mr. Dodson.",1,Title devised by cataloger.,a,1,1,0,0,0,0,0,0,martin
16069411,Charles Chamberlain sermon : manuscript.,1,Title devised by cataloger.,a,1,1,0,0,0,0,0,0,martin
16079622,Augustus Rodney Macdonough diary : manuscript.,1,Title devised by cataloger.,a,1,1,0,0,0,0,0,0,martin
16082347,Copy of Jean Toomer's letters to Edith Taylor : typescript.,1,Title devised by cataloger.,a,1,1,0,0,0,0,0,0,martin
16082808,United States Court of Appeals for the Third Circuit document concerning the criminal libel and contempt of court judgments against Rothschild Francis : typescript.,1,Title devised by cataloger.,a,1,1,0,0,0,0,0,0,martin
16083523,William Rees sermons : manuscript.,1,Title devised by cataloger.,a,1,1,0,0,0,0,0,0,martin
16090023,"Daughters of Improved, Benevolent, Protective Order of Elks of the World ledger : manuscript.",1,Title devised by cataloger.,a,1,1,0,0,0,0,0,0,martin
16090308,John Hull account book : manuscript.,1,Title devised by cataloger.,a,1,1,0,0,0,0,0,0,martin
16092581,Ruth Kadomatsu Kesselmann scrapbook : typescript.,1,Title devised by cataloger.,a,1,1,0,0,0,0,0,0,martin
16096206,William Williams sermon : manuscript.,1,Title devised by cataloger.,a,1,1,0,0,0,0,0,0,martin
16096271,Jonathan Parsons sermons : manuscript.,1,Title devised by cataloger.,a,1,1,0,0,0,0,0,0,martin
16099451,Aaron Hill letter : photostatic copy.,1,Title devised by cataloger.,a,1,1,0,0,0,0,0,0,martin
16105800,Draft of Knock on any door : typescript.,1,Title devised by cataloger.,a,1,1,0,0,0,0,0,0,martin
16110794,Sophia Bidwell indenture to Benjamin Sisson : manuscript.,1,Title devised by cataloger.,a,1,1,0,0,0,0,0,0,martin
16111035,Thomas Smith indenture of Jonathan Trumble Smith : manuscript.,1,Title devised by cataloger.,a,1,1,0,0,0,0,0,0,martin
16111149,Abia Howd deed to Warham Williams : manuscript.,1,Title devised by cataloger.,a,1,1,0,0,0,0,0,0,martin
16111170,"Document relating to land settlement in Ashford, Connecticut : manuscript.",1,Title devised by cataloger.,a,1,1,0,0,0,0,0,0,martin
16111460,Document criticizing address of Silas Deane : manuscript.,1,Title devised by cataloger.,a,1,1,0,0,0,0,0,0,martin
16111499,Results of the Ecclesiastical Council at Rutland : manuscript copy.,1,Title devised by cataloger.,a,1,1,0,0,0,0,0,0,martin
16111539,Translation of a report and plan relating to the Holland Land Company purchase : manuscript.,1,Title devised by cataloger.,a,1,1,0,0,0,0,0,0,martin
16111568,Political satire relating to Samuel R. Shitepoke : manuscript.,1,Title devised by cataloger.,a,1,1,0,0,0,0,0,0,martin
16111663,Cotton Mather sermon : manuscript.,1,Title devised by cataloger.,a,1,1,0,0,0,0,0,0,martin
16111714,Nathan Hale receipt for provisions : manuscript.,1,Title devised by cataloger.,a,1,1,0,0,0,0,0,0,martin
16127266,John Chaloner Smith correspondence : manuscript copy.,1,Title devised by cataloger.,a,1,1,0,0,0,0,0,0,martin
16127919,"Theodore Dwight letter, Hartford, Connecticut, to Jedidiah Morse, Charlestown, Massachusetts, 1800 January 7 : manuscript.",1,Title devised by cataloger.,a,1,1,0,0,0,0,0,0,martin
16127931,William Johnson deed to Timothy Dwight : manuscript.,1,Title devised by cataloger.,a,1,1,0,0,0,0,0,0,martin
16130373,Samuel Johnson deed to Samuel Lambert : manuscript.,1,Title devised by cataloger.,a,1,1,0,0,0,0,0,0,martin
16131348,Composite volume of 17th-century Spanish manuscripts concerning ships and trade : manuscript.,1,Title devised by cataloger.,a,1,1,0,0,0,0,0,0,martin
16131559,"Giuseppe Garibaldi letter, Caprera, Italy, to Battista Camozzi, Bergamo, Italy, 1861 February 10 : manuscript copy.",1,Title devised by cataloger.,a,1,1,0,0,0,0,0,0,martin
16131659,William Henry Bishop papers relating to World War I : manuscript.,1,Title devised by cataloger.,a,1,1,0,0,0,0,0,0,martin
16132131,"Julia Griffiths letter, Rochester, New York, to Henry Barden, Penn Yan, New York, September 18 : manuscript.",1,Title devised by cataloger.,a,1,1,0,0,0,0,0,0,martin
16133833,Medad Rogers diary : manuscript.,1,Title devised by cataloger.,a,1,1,0,0,0,0,0,0,martin
16137669,Congregational Association of Kentucky minutes : typescript copy.,1,Title devised by cataloger.,a,1,1,0,0,0,0,0,0,martin
16137726,Ralph Henry Gabriel collection of World War I letters : typescript.,1,Title devised by cataloger.,a,1,1,0,0,0,0,0,0,martin
16142592,Reports on the battles of Chippewa and Lundy’s Lane : manuscript.,1,Title devised by cataloger.,a,1,1,0,0,0,0,0,0,martin
16142631,"Letter on the siege and defense of Fort Erie, 1814 August-September : manuscript.",1,Title devised by cataloger.,a,1,1,0,0,0,0,0,0,martin
16142986,Connecticut continental loan office certificate for James Totten : typescript.,1,Title devised by cataloger.,a,1,1,0,0,0,0,0,0,martin
16143385,"J. Hammond Trumbull letter, Hartford, Connecticut, to “My dear Moon,” 1885 September 30 : manuscript.",1,Title devised by cataloger.,a,1,1,0,0,0,0,0,0,martin
16143445,"Artemas Ward letter, Washington, D.C., to Jedidiah Morse, Charlestown, Massachusetts, 1814 April 16 : manuscript.",1,Title devised by cataloger.,a,1,1,0,0,0,0,0,0,martin
16143523,"John Davenport letter, Stamford, Connecticut, to “Loving Son and Daughter,” Longmeadow, Massachusetts, 1727 April 6 : manuscript.",1,Title devised by cataloger.,a,1,1,0,0,0,0,0,0,martin
16143677,Pennsylvania Population Company stock certificate for Robert Morris : typescript.,1,Title devised by cataloger.,a,1,1,0,0,0,0,0,0,martin
16144599,Draft of resolution concerning the colonization of free people of color from the United States : manuscript.,1,Title devised by cataloger.,a,1,1,0,0,0,0,0,0,martin
16145001,"Payroll for the South Carolina Infantry Regiment, 3rd : manuscript.",1,Title devised by cataloger.,a,1,1,0,0,0,0,0,0,martin
16145091,Responses of the governors of the British West Indies to the Board of Trade : manuscript.,1,Title devised by cataloger.,a,1,1,0,0,0,0,0,0,martin
16147074,United States Department of the Treasury loan from Daniel Crommelin & Sons : typescript.,1,Title devised by cataloger.,a,1,1,0,0,0,0,0,0,martin
16147135,George Leonard memorandum for the recognizance of Ebenezer Hodges : typescript.,1,Title devised by cataloger.,a,1,1,0,0,0,0,0,0,martin
16147293,"Document calling for a warehouse for vending goods in New Haven, Connecticut : manuscript.",1,Title devised by cataloger.,a,1,1,0,0,0,0,0,0,martin
16147592,United States Continental Army discharge form for Linus Moses : typescript.,1,Title devised by cataloger.,a,1,1,0,0,0,0,0,0,martin
16147733,Pictorial envelopes relating to the American Civil War : typescript.,1,Title devised by cataloger.,a,1,1,0,0,0,0,0,0,martin
16149360,Richard Harrison scrapbook of Samuel Johnson : manuscript.,1,Title devised by cataloger.,a,1,1,0,0,0,0,0,0,martin
16149424,"John Hooker letter, Northampton, Massachusetts, to Ebenezer Baldwin, Danbury, Connecticut, 1772 June 1 : manuscript.",1,Title devised by cataloger.,a,1,1,0,0,0,0,0,0,martin
16149428,"William Griswold Hooker letter, New Haven, Connecticut, to Silas Churchill, New Lebanon, Connecticut, 1849 July 31 : manuscript.",1,Title devised by cataloger.,a,1,1,0,0,0,0,0,0,martin
16152751,"Charles E. Julin letter, New Haven, Connecticut, to Edward Elias Bradley, New Haven, Connecticut, 1912 November 11 : typescript.",1,Title devised by cataloger.,a,1,1,0,0,0,0,0,0,martin
16152753,"New Haven, Connecticut special town meeting minutes : typescript copy.",1,Title devised by cataloger.,a,1,1,0,0,0,0,0,0,martin
16157137,"A. M. F. Crawford letter to Hill, Dickinson & Co. regarding the sale of an enslaved woman named Frances : manuscript.",1,Title devised by cataloger.,a,1,1,0,0,0,0,0,0,martin
16157400,L. H. Cone notes of theology lectures by James P. Wilson and Henry Boynton Smith : manuscript.,1,Title devised by cataloger.,a,1,1,0,0,0,0,0,0,martin
16164229,Scrapbook relating to Daniel Defoe and Robinson Crusoe : typescript.,1,Title devised by cataloger.,a,1,1,0,0,0,0,0,0,martin
16164423,Hannah Huntington Lyman notes : manuscript.,1,Title devised by cataloger.,a,1,1,0,0,0,0,0,0,martin
16165459,Book of autographs of important visitors to the James Weldon Johnson Memorial Collection : manuscript.,1,Title devised by cataloger.,a,1,1,0,0,0,0,0,0,martin
16165657,Joshua Mersereau account book : manuscript.,1,Title devised by cataloger.,a,1,1,0,0,0,0,0,0,martin
16166021,"Samuel Gorton letter, Warwick, Rhode Island, to Nathaniel Morton, Plymouth Colony, Massachusetts, 1669 June 30 : manuscript copy.",1,Title devised by cataloger.,a,1,1,0,0,0,0,0,0,martin
16167437,William Graham Sumner collection of newspaper clippings : typescript.,1,Title devised by cataloger.,a,1,1,0,0,0,0,0,0,martin
16168969,Summary of articles from the 1896 New year issue of the Seattle Republican : typescript.,1,Title devised by cataloger.,a,1,1,0,0,0,0,0,0,martin
16169234,Biographical sketch of Hermann Bokum : typescript.,1,Title devised by cataloger.,a,1,1,0,0,0,0,0,0,martin
16170012,"William Hooke letter, London, England, to John Davenport, New Haven, Connecticut, 1663 : manuscript copy.",1,Title devised by cataloger.,a,1,1,0,0,0,0,0,0,martin
16186796,Vine Deloria interview : digital reproduction.,1,Title devised by cataloger.,a,1,1,0,0,0,0,0,0,martin
16190383,Assessments for lots at Grove Street Cemetery : manuscript.,1,Title devised by cataloger.,a,1,1,0,0,0,0,0,0,martin
16190410,Eliphalet Williams account book : manuscript.,1,Title devised by cataloger.,a,1,1,0,0,0,0,0,0,martin
16190438,Samuel Andrew sermons : manuscript.,1,Title devised by cataloger.,a,1,1,0,0,0,0,0,0,martin
16191470,Dora Ellen Merrill family tree : manuscript.,1,Title devised by cataloger.,a,1,1,0,0,0,0,0,0,martin
16201329,Nine quatrains for a modern day : typescript.,1,Title devised by cataloger.,a,1,1,0,0,0,0,0,0,martin
16205500,Memorandum of the German National Council of the Banat Republic : manuscript copy.,1,Title devised by cataloger.,a,1,1,0,0,0,0,0,0,martin
16206243,Thomas Clap sermon : manuscript.,1,Title devised by cataloger.,a,1,1,0,0,0,0,0,0,martin
16206391,"Thomas Clap notes on the propriety of using natural, not artificial light : manuscript.",1,Title devised by cataloger.,a,1,1,0,0,0,0,0,0,martin
16218860,Henry Martyn Dexter collection of miscellaneous documents relating to New England religion : manuscript.,1,Title devised by cataloger.,a,1,1,0,0,0,0,0,0,martin
16218917,Henry Martyn Dexter extracts of works relating to the Brownists : manuscript copy.,1,Title devised by cataloger.,a,1,1,0,0,0,0,0,0,martin
16219565,A. G. Whitney commonplace book : manuscript.,1,Title devised by cataloger.,a,1,1,0,0,0,0,0,0,martin
16256169,"Documents relating to a legal dispute between the overseers of the poor of the parishes of Bradburn and Kniveton, in Derbyshire : manuscript and printed text.",1,Title devised by cataloger.,a,1,1,0,0,0,0,0,0,martin
16281306,Thomas Jefferson Potter scrapbook : typescript.,1,Title devised by cataloger.,a,1,1,0,0,0,0,0,0,martin
16301880,"George Berkeley letter, Newport, Rhode Island, to Martin Benson, London, 1729 April 11 : manuscript.",1,Title devised by cataloger.,a,1,1,0,0,0,0,0,0,martin
16310056,"Christopher Herbert Simpson collection, 1831-1842.",1,Title devised by cataloger.,a,1,1,0,0,0,0,0,0,martin
16320028,Copy of the Brother Joseph Code List : typescript.,1,Title devised by cataloger.,a,1,1,0,0,0,0,0,0,martin
16337342,Copy of Reform and reaction: Black literary magazines in the 1930s : typescript.,1,Title devised by cataloger.,a,1,1,0,0,0,0,0,0,martin
16338133,"Program for Helen Hagan piano recital, Music School Settlement, Harlem : typescript.",1,Title devised by cataloger.,a,1,1,0,0,0,0,0,0,martin
16341380,"Copy of report to the Mayor's Committee Conferences on City Services in Congested Areas, on living conditions observed in the areas of New York City populated largely by Black and Puerto Rican residents : typescript.",1,Title devised by cataloger.,a,1,1,0,0,0,0,0,0,martin
16349319,Wisława Szymborska and Łucja Prus : recording.,1,Title devised by cataloger.,a,1,1,0,0,0,0,0,0,martin
16349748,"Program for Clara Rockmore theremin concert at Town Hall with Joseph Yasser, Pierre Luboshutz, and the Hall Johnson Male Sextet : typescript.",1,Title devised by cataloger.,a,1,1,0,0,0,0,0,0,martin
16376091,"Collection of documents relating to John Sutcliffe, the owner of Stansfield Hall : manuscript.",1,Title devised by cataloger.,a,1,1,0,0,0,0,0,0,martin
16395279,"Carl Van Vechten letter, to Walter White, 1943 September 29 : typescript.",1,Title devised by cataloger.,a,1,1,0,0,0,0,0,0,martin
16428413,"Thomas Jefferson letter, to Thomas Sim Lee, 1793 May 25 : manuscript.",1,Title devised by cataloger.,a,1,1,0,0,0,0,0,0,martin
16476856,Richard Richardson business papers : manuscript.,1,Title devised by cataloger.,a,1,1,0,0,0,0,0,0,martin
16501338,"Wealthy C. Brown and John Brown, Jr., letter, to Mary Ann Brown, 1855 September 16 : manuscript.",1,Title devised by cataloger.,a,1,1,0,0,0,0,0,0,martin
16535716,Minute book of the Staunton District School Board.,1,Title devised by cataloger.,a,1,1,0,0,0,0,0,0,martin
16535721,Lucy Lawson Hicks Anderson prison admission summary : typescript / Medical Center for Federal Prisoners.,1,Title devised by cataloger.,a,1,1,0,0,0,0,0,0,martin
16547283,Ward Cook Company real estate listings : manuscript.,1,Title devised by cataloger.,a,1,1,0,0,0,0,0,0,martin
16553344,"Clifford Bayard photographs of World War I United States Army Base Hospital No. 27 in  Angers, France : photograph album.",1,Title devised by cataloger.,a,1,1,0,0,0,0,0,0,martin
16598543,Health scrapbook : manuscript.,1,Title devised by cataloger.,a,1,1,0,0,0,0,0,0,martin
16625263,"Copy of Frederick Douglass letter to James G. Blaine, regarding his meeting with Ulises Heureaux, 1890 February 11 : manuscript.",1,Title devised by cataloger.,a,1,1,0,0,0,0,0,0,martin
16691893,Mary Ann Gibbs commonplace book.,1,Title devised by cataloger.,a,1,1,0,0,0,0,0,0,martin
16720105,North Eastern Railway inspectors notebook.,1,Title devised by cataloger.,a,1,1,0,0,0,0,0,0,martin
16720336,"Brigham Young letter, Salt Lake City, to E.O. Crosby, Fremont, Nebraska, 1870 February 4 : manuscript.",1,Title devised by cataloger.,a,1,1,0,0,0,0,0,0,martin
16768723,"Samuel Johnson letter, to Hester Thrale, 1782 May : manuscript.",1,Title devised by cataloger.,a,1,1,0,0,0,0,0,0,martin
16935178,Embroidered binding.,1,Title devised by cataloger.,a,1,1,0,0,0,0,0,0,martin
16935233,Embroidered binding.,1,Title devised by cataloger.,a,1,1,0,0,0,0,0,0,martin
17182830,Edward Cutbush diary : manuscript.,1,Title devised by cataloger.,a,1,1,0,0,0,0,0,0,martin
17209204,"Ned Glover contract with James Moore, 1868 April 11 : manuscript",1,Title devised by cataloger.,a,1,1,0,0,0,0,0,0,martin
17380827,"Merill Joan Gerber letters, to Peggy Albert, 1965-1968 : typescript.",1,Title devised by cataloger.,a,1,1,0,0,0,0,0,0,martin
17405897,Charles Alvah Lane collection.,1,Title devised by cataloger.,a,1,1,0,0,0,0,0,0,martin
3668932,Surgery and diary / Sewall Brown's.,1,Cover title.,a,2,1,0,1,0,0,0,0,tim
3669045,"Report of the Committee concerning the Hemlock Gum agreeable to the following vote of the Strafford District of the New Hampshire Medical Society : read before the Stafford District of the New Hampshire Medical Society,  Feb'y.11, 1818.",1,Caption title.,a,2,1,0,1,0,0,0,0,tim
3669075,Daybook.,2,Binder's title.,a,2,1,0,1,0,0,0,0,tim
3670518,"Receipes for takeing of cemicals, 1850.",1,Caption title.,a,5,1,1,3,0,0,0,0,tim
3670732,"Ye Sette of Odd Volumes : ""Idler"" collection : typescript.",2,Title from first page.,a,2,1,0,1,0,0,0,0,tim
2781465,Table manuscrite du Journal de Trévoux : laquelle s'etend depuis l'année 1701 jusqu'à l'année 1762 / par Mr. Godescard.,1,"Spine title: Memoires de Trévoux: [Table], 1701-1762.",a,1,1,0,0,0,0,0,0,will
2872298,Wästgotha lagben.,1,Cover title: Vastgótálaghbok.,a,2,1,0,1,0,0,0,0,will
3102704,The narrative of Samuel Hancock: being a description of his overland journey to Oregon in 1845: typed manuscript.,1,"Note by C. B. Bagley states ""This is one [of] two copies--all that have been made, as I believe.""",a,1,1,0,0,0,0,0,0,will
3154774,"Yellowstone expedition journal and related papers, 1818-1949.",2,"Previously attributed to Lieutenant Thomas W. Kavanaugh, and Colonel Henry Atkinson.",a,3,1,0,2,0,0,0,0,will
3154968,"Memorandum of an agreement, 1849 Jan 27.",1,Probably printed in New York.,a,1,1,0,0,0,0,0,0,will
3184794,"Puntos, [1762]",1,Ascribed by the firm of Edward Eberstadt & Co. to N. Bischop.,a,1,1,0,0,0,0,0,0,will
3194073,"California histories, 1885.",1,Ascribed to Cary by a note on the title page of the copy of the manuscript in the Library of Congress.,a,1,1,0,0,0,0,0,0,will
3213973,"Thomas Gainsborough letter to William Jackson, 1773 January 29.",1,Title devised by cataloger.,a,1,1,0,0,0,0,0,0,will
3218125,"Letter from Bridget Riley to Rose Gerlach, 1964 September 15 : manuscript.",1,Title devised by cataloger.,a,2,1,0,1,0,0,0,0,will
3295946,"Records of the Student Christian Movement of India, Burma, and Ceylon, 1920-1966 (inclusive)",1,"Previously known as Student Christian Association of India, Burma and Ceylon.",a,1,1,0,0,0,0,0,0,will
3295957,"Records of the Bible Society of India, 1945-1982, (inclusive)",1,"Previously known as Bible Society of India, Pakistan and Ceylon.",a,1,1,0,0,0,0,0,0,will
3354872,"Records of the Seminario Teolʹogico Portorricense, 1914-1915, (inclusive)",1,This seminary later became incorporated into the Evangelical Seminary of Puerto Rico (Puerto Rico).,a,1,1,0,0,0,0,0,0,will
3363765,"Records of the American Home Missionary Society, 1794-1927, n.d. (inclusive)",1,This corporate body later became known as the Congregational Home Missionary Society.,a,1,1,0,0,0,0,0,0,will
3384041,"Records of the American Christian Missionary Society, 1918-1919, (inclusive)",1,This corporate body later became known as the United Christian Missionary Society.,a,1,1,0,0,0,0,0,0,will
3384049,"Records of the Congregational Home Missionary Society, 1894-1928, n.d., (inclusive)",1,This corporate body was previously known as the American Home Missionary Society.,a,1,1,0,0,0,0,0,0,will
3385261,"Records of the Church of England in Canada. Diocese of Algoma, 1926-1929, (inclusive)",1,This corporate body later became identified with the Anglican Church of Canada.,a,1,1,0,0,0,0,0,0,will
3387284,"Records of the Methodist Episcopal Church, South, Woman's Missionary Society, 1924-1925, (inclusive)",1,"As a result of a denominational merger, the Methodist Episcopal Church, South later is known as the Methodist Church (U.S.)",a,2,2,0,0,0,0,0,0,will
3387284,"Records of the Methodist Episcopal Church, South, Woman's Missionary Society, 1924-1925, (inclusive)",2,"Based in Nashville, Tennessee.",a,2,2,0,0,0,0,0,0,will
3389145,"Records of the Congregational Church Building Society, n.d.",1,"This corporate body, based in New York City, later become incorporated into United Church Board of Home Missions.",a,1,1,0,0,0,0,0,0,will
3389228,"Records of the Chicago City Missionary Society of the Congregational Churches, 1882-1913, n.d. (inclusive)",1,"This corporate body is later known as the Community Renewal Society (Chicago, Ill.)",a,1,1,0,0,0,0,0,0,will
3390881,"Records of the Indian University, 1886-1887 (inclusive)",1,This college later became known as Bacone Indian University.,a,1,1,0,0,0,0,0,0,will
3391387,"Records of the New York City Mission Society, 1866-1950, n.d. (inclusive)",1,This corporate body was earlier known as the New York Mission and Tract Society.,a,1,1,0,0,0,0,0,0,will
3428698,Della architettura militare : manuscript.,1,Catalog record based on a description of the manuscript by Morgan Ng. See citation herewith.,a,1,1,0,0,0,0,0,0,will
3473514,ʻAynī ʻalá Kanz al-daqāʾiq. -- [16--].,2,Brockelmann gives title as: Ramz al-ḥaqāʾiq.,a,3,1,0,2,0,0,0,0,will
3473641,al-Sharḥ al-kabīr ʻalá al-Jāmiʻ al-ṣaghīr : al-juzʾ al-thānī / ʻAbd al-Raʾūf al-Munāwī. -- [16--].,1,Brockelmann gives title as: Fayḍ al-qadīr.,a,2,1,0,1,0,0,0,0,will
3474810,Sharḥ al-Risālah al-Ḥusaynīyah. -- [ca. 1705].,1,Identified in manuscript as: al-Ḥāshiyah al-Fardīyah lil-Risālah al-Ḥusaynīyah by ʻAlī al-Fardī ibn Muṣṭafá al-Qayṣarī.,a,2,1,0,1,0,0,0,0,will
3474815,[Rawḍāt al-jannāt fī uṣūl al-iʻtiqādāt]. -- 1717.,1,Attributed in the manuscript to Birgivı̂ Mehmet Efendi.,a,3,1,0,2,0,0,0,0,will
3474923,Tuḥfat al-mulūk. -- [16--?].,1,Sometimes attributed to Muḥammad ibn Tāj al-Dīn Ibrāhīm al-Tūqātī.,a,5,1,0,4,0,0,0,0,will
3477192,[ʻArāʾis al-majālis fī qiṣaṣ al-anbiyāʾ] / Abū Isḥāq Aḥmad ibn Muḥammad ibn Ibrāhīm al-Thaʻlabī. -- [16--?].,1,"Title from: Brockelmann, I, 350.",a,3,1,1,1,0,0,0,0,will
3487890,Durr-i maknūn. -- [17--?].,1,Authorship uncertain.,a,4,1,0,3,0,0,0,0,will
3487898,al-Urjūzah al-hamzah fī bāb waqf al-ḥamzah. -- [17--].,1,Author is probably the son of Muḥammad ibn al-Jazarī.,a,3,1,0,2,0,0,0,0,will
3487936,Muqaddimat al-iftitāḥ li-bidāyat Rāḥat al-arwāḥ. -- [1561?].,1,Brockelmann gives title as: Rāḥat al-arwāḥ.,a,4,1,0,3,0,0,0,0,will
3487952,[Risale-yi] zat al-kyursî. -- [17--].,1,Authorship uncertain.,a,2,1,0,1,0,0,0,0,will
3491776,al-Tadhkirah fī kashf aḥwāl al-mawtā wa-umūr al-ākhirah / lil-Qurṭubī. -- 1715 or 1725.,1,Brockelmann gives title as: Kitab al-tadhkirah bi-aḥwāl al-mawtā wa-aḥwāl al-ākhirah.,a,3,1,0,2,0,0,0,0,will
3491817,Taṣwīr makhārij al-ḥurūf / li-ṣāḥib al-Miftāḥ. -- [ca. 1704].,2,Authorship uncertain.,a,5,1,1,3,0,0,0,0,will
3491845,Ḥāshiyah. -- 1548 or 9.,1,Brockelmann and Mach give title as: Qara ḥāshiyah.,a,4,1,0,3,0,0,0,0,will
