bib,title,note_num,note
17518331,"Appletons' hand-book of American travel. Western tour : embracing eighteen through routes to the West and Far West, tours of the Great Lakes and rivers, and all local routes of the states of Ohio, Indiana, Illinois, Iowa, Michigan, Wisconsin, Minnesota, Missouri, Kansas, Nebraska, Colorado, Nevada, California, and Oregon, and territories of Dakota, Wyoming, Montana, Idaho, Utah, Washington, and Alaska : being a complete guide to the Rocky Mountains, Yosemite Valley, Sierra Nevada, the mining regions of Utah, Nevada, etc., and other famous localities : with full descriptive sketches of the  cities, towns, rivers, lakes, water-falls, mountains, hunting and fishing grounds, and all places and objects of interest within the district named.",2,Includes index.
17518332,"Appletons' illustrated hand-book of American travel : a full and reliable guided by railway, steamboat, and stage, to the cities, towns, waterfalls, battle-fields, mountains, rivers, lakes, hunting and fishing grounds, watering places, summer resorts, and all scenes and objects of importance and interest in the United States and the British provinces / by T. Addison Richards ; with careful maps of all parts of the country, and pictures of famous places and scenes, from original drawings by the author and other artists ; engraved and electrotyped by Whitney and Jocelyn.",1,"""Appletons' illustrated hand-book advertiser"": 24 pages at end."
17518332,"Appletons' illustrated hand-book of American travel : a full and reliable guided by railway, steamboat, and stage, to the cities, towns, waterfalls, battle-fields, mountains, rivers, lakes, hunting and fishing grounds, watering places, summer resorts, and all scenes and objects of importance and interest in the United States and the British provinces / by T. Addison Richards ; with careful maps of all parts of the country, and pictures of famous places and scenes, from original drawings by the author and other artists ; engraved and electrotyped by Whitney and Jocelyn.",2,Please note: Some of the metadata for this document has been taken from the American Antiquarian Society catalogue.
17518332,"Appletons' illustrated hand-book of American travel : a full and reliable guided by railway, steamboat, and stage, to the cities, towns, waterfalls, battle-fields, mountains, rivers, lakes, hunting and fishing grounds, watering places, summer resorts, and all scenes and objects of importance and interest in the United States and the British provinces / by T. Addison Richards ; with careful maps of all parts of the country, and pictures of famous places and scenes, from original drawings by the author and other artists ; engraved and electrotyped by Whitney and Jocelyn.",3,Includes index.
17518333,"Argonauts of '49 : history and adventures of the emigrant companies from Massachusetts, 1849-1850 / by Octavius Thorndike Howe.",1,Please note: Some of the metadata for this document has been taken from the American Antiquarian Society catalogue.
17518334,The Armenians in America / by M. Vartan Malcom ; with an introduction by Hon. James W. Gerard ... and preface by Leon Dominian ...,1,Please note: Some of the metadata for this document has been taken from the American Antiquarian Society catalogue.
17518335,"Asia at the door : a study of the Japanese question in continental United States, Hawaii and Canada / by Kiyoshi K. Kawakami ; with a prologue by Doremus Scudder and an epilogue by Hamilton W. Mabie.",1,Reprinted in part from various periodicals.
17518335,"Asia at the door : a study of the Japanese question in continental United States, Hawaii and Canada / by Kiyoshi K. Kawakami ; with a prologue by Doremus Scudder and an epilogue by Hamilton W. Mabie.",2,"""Epilogue: Americans and the Far East"": pages 261-269."
17518335,"Asia at the door : a study of the Japanese question in continental United States, Hawaii and Canada / by Kiyoshi K. Kawakami ; with a prologue by Doremus Scudder and an epilogue by Hamilton W. Mabie.",3,Please note: Some of the metadata for this document has been taken from the California Historical Society catalogue.
17518336,"Atlantic and Pacific Railroad : route to the Pacific Ocean, on the 35th parallel : extracts from reports of E.F. Beale, Esq., and Lieut. Whipple, to the War Department, showing the features of this route.",1,Please note: Some of the metadata for this document has been taken from the California Historical Society catalogue.
17518339,"Australia to-day 1928 / [editor, James Davies].",1,Title from cover.
17518339,"Australia to-day 1928 / [editor, James Davies].",2,"""Special number of 'The Australian traveller', November 10, 1927.""--Page [1]"
17518339,"Australia to-day 1928 / [editor, James Davies].",3,Please note: Some of the metadata for this document has been taken from the Museum Victoria catalogue.
17518340,"The Australian emigrant : a rambling story, containing as much fact as fiction / by G.H. Haydon ; with illustrations by Watts Phillips.",1,Please note: Some of the metadata for this document has been taken from the Museum Victoria catalogue.
17518341,"The Australian emigrant's manual, or, A guide to the gold colonies of New South Wales and Port Phillip / by John Dunmore Lang.",1,Please note: Some of the metadata for this document has been taken from the Museum Victoria catalogue.
17518342,"Des Auswanderers Schutz diesseits und jenseits des Oceans : Wegweiser für Auswanderer nach allen zur Einwanderung geeigneten Ländern und Gebieten in Nord-, Mittel-, und Süd-Amerika, sowie in Australien, nebst einer vergleichenden Zusammenstellung der Münzen in sechszehn verschiedenen Staaten / von Carl Th. von Soden.",1,Advertisements: pages 260-272.
17518343,"Bason's country almanack, for 1822 : being the second after bessextile or leap-year : calculated for North and South Carolina / by Joshua Sharp.",1,Please note: Some of the metadata for this document has been taken from the American Antiquarian Society catalogue.
17518345,"Berühmte deutsche Vorkämpfer für Fortschritt, Freiheit und Friede in Nord-Amerika : von 1626 bis 1888 : einhundert und fünfzig Biographien, mit sechzehn Portraits.",1,By H.J. Ruetenik.
17518345,"Berühmte deutsche Vorkämpfer für Fortschritt, Freiheit und Friede in Nord-Amerika : von 1626 bis 1888 : einhundert und fünfzig Biographien, mit sechzehn Portraits.",2,Please note: Some of the metadata for this document has been taken from the American Antiquarian Society catalogue.
17518346,Bibliography of the Chinese question in the United States / by Robert Ernest Cowan and Boutwell Dunlap.,1,Please note: Some of the metadata for this document has been taken from the American Antiquarian Society catalogue.
17518347,A bit of old China / by Charles Warren Stoddard ; with an introduction by Edward F. O'Day.,1,"""Printed by H.S. Crocker Company, Inc. for the friends and patrons of their establishment and used to accompany a watercolor 'Where East meets West' by Rowena Meeks Abdy, Mdccccxxv."""
17518347,A bit of old China / by Charles Warren Stoddard ; with an introduction by Edward F. O'Day.,2,Please note: Some of the metadata for this document has been taken from the California Historical Society catalogue.
17518347,A bit of old China / by Charles Warren Stoddard ; with an introduction by Edward F. O'Day.,3,"""This description of Old San Francisco's Chinatown has been taken from Charles Warren Stoddard's book entitled 'In the footprints of the padres', which contains his memories of early California days, published by A.M. Robertson, San Francisco, by whose permission this reprint is made. The book planned by John Henry Nash.""--Page [4]."
17518347,A bit of old China / by Charles Warren Stoddard ; with an introduction by Edward F. O'Day.,4,"Originally published in: In the footprints of the padres. San Francisco : A.M. Robertson, 1901."
17518348,"Eine Blume aus dem goldenen Lande, oder, Los Angeles.",1,By Ludwig Louis Salvator.
17518348,"Eine Blume aus dem goldenen Lande, oder, Los Angeles.",2,Please note: Some of the metadata for this document has been taken from the California Historical Society catalogue.
17518349,Breve vita di San Rocco (protettore degli ammalati) / del Rev. I. Cirelli.,1,Title from caption.
17518349,Breve vita di San Rocco (protettore degli ammalati) / del Rev. I. Cirelli.,2,"""New York, June 29th, 1931.""--P. 2 of cover."
17518349,Breve vita di San Rocco (protettore degli ammalati) / del Rev. I. Cirelli.,3,"""Novena in onore di San Rocco"": pages 19-24."
17518349,Breve vita di San Rocco (protettore degli ammalati) / del Rev. I. Cirelli.,4,Please note: Some of the metadata for this document has been taken from the Historical Society of Pennsylvania catalogue.
17518350,"A brief account of the author's interview with his countrymen, and of the parts of the Emerald Isle whence they emigrated : together with a direct reference to their present location in the land of their adoption, during his travels through various states of the Union in 1854 and 1855 / by Jeremiah O'Donovan.",1,Please note: Some of the metadata for this document has been taken from the American Antiquarian Society catalogue.
17518353,"California and the Oriental : Japanese, Chinese and Hindus / report of State Board of Control of California to Gov. Wm. D. Stephens, June 19, 1920.",1,Includes index.
17518353,"California and the Oriental : Japanese, Chinese and Hindus / report of State Board of Control of California to Gov. Wm. D. Stephens, June 19, 1920.",2,Please note: Some of the metadata for this document has been taken from the California Historical Society catalogue.
17518359,Canzoni / by T.A. Daly ; pictures by John Sloan.,1,Humorous poems.
17518359,Canzoni / by T.A. Daly ; pictures by John Sloan.,2,Please note: Some of the metadata for this document has been taken from the Historical Society of Pennsylvania catalogue.
17518360,"Cassell's emigrants' handbook : being a guide to the various fields of emigration in all parts of the globe : with an introductory essay on the importance of emigration, and the danger to which emigrants are exposed : to which is added, a guide to the gold fields of Australia, with copious instructions, government regulations, &c., accompanied by a map of Australia, in which the gold regions are clearly indicated.",1,"""The gold-fields of Australia"": pages [61]-63."
17518360,"Cassell's emigrants' handbook : being a guide to the various fields of emigration in all parts of the globe : with an introductory essay on the importance of emigration, and the danger to which emigrants are exposed : to which is added, a guide to the gold fields of Australia, with copious instructions, government regulations, &c., accompanied by a map of Australia, in which the gold regions are clearly indicated.",2,"""Government emigration to Australia"": pages 63-[88]"
17518361,The Catalpa expedition / by Z.W. Pease ; with illustrations.,1,Please note: Some of the metadata for this document has been taken from the American Antiquarian Society catalogue.
17518362,A catechism of Christian doctrine.,1,"""This work is a substantial revision of 'A catechism of Christian doctrine prepared and enjoined by order of the Third Plenary Council of Baltimore.'""--Title page verso."
17518362,A catechism of Christian doctrine.,2,"""April 23, 1956.""--Title page verso."
17518362,A catechism of Christian doctrine.,3,Copyrighted by Confraternity of Christian Doctrine.
17518362,A catechism of Christian doctrine.,4,Includes index.
17518362,A catechism of Christian doctrine.,5,Please note: Some of the metadata for this document has been taken from the Historical Society of Pennsylvania catalogue.
17518363,"A catechism of Jewish antiquities : containing an account of the classes, institutions, rites, ceremonies, manners, customs, &c. of the ancient Jews : adapted to the use of schools in the United States / by C. Irving.",1,"""With engraved illustrations."""
17518363,"A catechism of Jewish antiquities : containing an account of the classes, institutions, rites, ceremonies, manners, customs, &c. of the ancient Jews : adapted to the use of schools in the United States / by C. Irving.",2,Please note: Some of the metadata for this document has been taken from the American Antiquarian Society catalogue.
17518364,"The Centennial hotel, railway, steamship and tour guide of the United States and Canada : (with guide to the Exhibition) : being the only complete and perfect work of the kind ever published : illustrated / compiled by E.P. Banning, Jr.",1,Includes index.
17518364,"The Centennial hotel, railway, steamship and tour guide of the United States and Canada : (with guide to the Exhibition) : being the only complete and perfect work of the kind ever published : illustrated / compiled by E.P. Banning, Jr.",2,Please note: Some of the metadata for this document has been taken from the American Antiquarian Society catalogue.
17518364,"The Centennial hotel, railway, steamship and tour guide of the United States and Canada : (with guide to the Exhibition) : being the only complete and perfect work of the kind ever published : illustrated / compiled by E.P. Banning, Jr.",3,"A travel guide to railway and steamship travel in the United States and Canada, with information on hotels also."
17518365,"The charterers' companion : being a sure guide to merchants, shipowners, shipmasters, shipbrokers, etc., in chartering ships on correct principles, containing tables, and rules for finding the quantity of cargo which a ship can carry, and consequently the freaight she will earn, the rules being founded on the exact proportionate rates of freight, and not on the London printed rates ... : containing also, an introduction on freight, charterparties, and bills of lading, and a section on exchange, giving tables of the various weights, measures, and moneys of all the principal kingdoms : with an appendix, containing the Passengers' Act / by James Gordon.",1,Publisher's advertisement: 30 pages at end.
17518366,Chestnut Street old & new.,1,"""This little history was designed and prepared by ... [J.B. Haines-Advertising] Agency."""
17518366,Chestnut Street old & new.,2,Copyright: Chestnut Street Association.
17518366,Chestnut Street old & new.,3,Please note: Some of the metadata for this document has been taken from the Historical Society of Pennsylvania catalogue.
17518367,"China bulletin. Special student number. Volume 1, number 4, October 1936.",1,Title from cover.
17518367,"China bulletin. Special student number. Volume 1, number 4, October 1936.",2,Please note: Some of the metadata for this document has been taken from the California Historical Society catalogue.
17518368,The Chinese at home and abroad : together with the Report of the Special Committee of the Board of Supervisors of San Francisco on the condition of the Chinese quarter of that city / by Willard B. Farwell.,1,Please note: Some of the metadata for this document has been taken from the California Historical Society catalogue.
17518369,Chinese digest [Feb 1937-Sep 1940].,1,Title from cover.
17518369,Chinese digest [Feb 1937-Sep 1940].,2,"Editor: Thomas Chinn, -Jan. 1937; William Hoy, Feb. 1937-<Feb. 1938>; Chingwah Lee, <Apr. 1940>-"
17518369,Chinese digest [Feb 1937-Sep 1940].,3,Please note: Some of the metadata for this document has been taken from the California Historical Society catalogue.
17518370,Chinese immigration / by Mary Roberts Coolidge.,1,Please note: Some of the metadata for this document has been taken from the American Antiquarian Society catalogue.
17518371,"Chinese immigration : its social, moral and political effect / report to the California State Senate of its Special Committee on Chinese Immigration.",1,"Creed Haymond, chairman."
17518371,"Chinese immigration : its social, moral and political effect / report to the California State Senate of its Special Committee on Chinese Immigration.",2,Please note: Some of the metadata for this document has been taken from the California Historical Society catalogue.
17518372,"Chinese immigration, in its social and economical aspects / by George F. Seward.",1,Please note: Some of the metadata for this document has been taken from the California Historical Society catalogue.
17518373,"Chinese immigration, in its social and economical aspects / by George F. Seward.",1,Please note: Some of the metadata for this document has been taken from the American Antiquarian Society catalogue.
17518374,The Chinese in America / by Rev. O. Gibson.,1,Please note: Some of the metadata for this document has been taken from the American Antiquarian Society catalogue.
17518375,The Chinese in America / by Rev. O. Gibson.,1,Please note: Some of the metadata for this document has been taken from the California Historical Society catalogue.
17518376,"The Chinese in California : description of Chinese life in San Francisco : their habits, morals and manners / illustrated by Voegtlin.",1,Title from cover.
17518376,"The Chinese in California : description of Chinese life in San Francisco : their habits, morals and manners / illustrated by Voegtlin.",2,By G.B. Densmore. Cf. pages [2] of cover.
17518376,"The Chinese in California : description of Chinese life in San Francisco : their habits, morals and manners / illustrated by Voegtlin.",3,Please note: Some of the metadata for this document has been taken from the California Historical Society catalogue.
17518377,"Chinese labor : a lecture, delivered before the San Francisco Mechanics' Institute / by H.C. Bennett, in reply to the Hon. F.M. Pixley.",1,"""May, 1870."""
17518377,"Chinese labor : a lecture, delivered before the San Francisco Mechanics' Institute / by H.C. Bennett, in reply to the Hon. F.M. Pixley.",2,Please note: Some of the metadata for this document has been taken from the California Historical Society catalogue.
17518378,"The Chinese question analyzed : a lecture delivered in the Hall of the Young Men's Christian Association, November 13th, 1877 / by J.G. Kerr ... ; with an appendix on Chinese emigration.",1,"""Appendix: Chinese emigration"": pages [21]-24."
17518378,"The Chinese question analyzed : a lecture delivered in the Hall of the Young Men's Christian Association, November 13th, 1877 / by J.G. Kerr ... ; with an appendix on Chinese emigration.",2,Please note: Some of the metadata for this document has been taken from the California Historical Society catalogue.
17518379,The Chinese question from a Chinese standpoint / translated by the Rev. O. Gibson.,1,Title from cover.
17518379,The Chinese question from a Chinese standpoint / translated by the Rev. O. Gibson.,2,"""Signed, in behalf of the Chinese in America, by: Lai Yong, Yang Kay, A Yup, Lai Foon, Chung Leong."""
17518379,The Chinese question from a Chinese standpoint / translated by the Rev. O. Gibson.,3,"""Translated by Rev. O. Gibson, and read by him before the Board of Supervisors of San Francisco, in the month of May, 1873, pending the discussion of certain enactments by that body, severely discriminating against the Chinese people."""
17518379,The Chinese question from a Chinese standpoint / translated by the Rev. O. Gibson.,4,Please note: Some of the metadata for this document has been taken from the American Antiquarian Society catalogue.
17518380,"The Chung Mei chronicle. Vol. II, no. 5.",1,Typescript.
17518380,"The Chung Mei chronicle. Vol. II, no. 5.",2,"Editor-in-chief, Charles R. Shepherd."
17518380,"The Chung Mei chronicle. Vol. II, no. 5.",3,Please note: Some of the metadata for this document has been taken from the California Historical Society catalogue.
17518382,Colonial immigration laws : a study of the regulation of immigration by the English colonies in America / by Emberson Edward Proper.,1,Pages 7-91 also paginated 133-217.
17518385,"Common sense applied to the immigrant question : showing why the ""California Immigrant Union"" was founded, and what it expects to do / by C.T. Hopkins.",1,"""By-laws and list of officers"": xii pages at end."
17518385,"Common sense applied to the immigrant question : showing why the ""California Immigrant Union"" was founded, and what it expects to do / by C.T. Hopkins.",2,Please note: Some of the metadata for this document has been taken from the California Historical Society catalogue.
17518387,"Compass für Auswanderer : nach Ungern, Algerien, den Capcolonien, nach Australien, den süd- und mittelamerikanischen Staaten, den Vereinigten Staaten von Nordamerika und Canada / von Eduard Pelz ; mit vier Karten und einer Abbildung.",1,"Advertisements: 8, [4] pages at end."
17518388,"Competence in a colony contrasted with poverty at home, or, Relief to landlords and labourers held out by Australian colonization and emigration : a memorial addressed to the Right Hon. Lord John Russell, etc. etc.",1,"Published anonymously; attributed to Francis Scott. Cf. Bibliography of Australia, volume 4, pages 227."
17518389,"Complete method for rhythmical articulation : expressly composed for the use of pupils in the Royal Conservatory, Milan / by Pasquale Bona.",1,Please note: Some of the metadata for this document has been taken from the Historical Society of Pennsylvania catalogue.
17518390,The constitution and by-laws of the Boston Young Men's Society for the Evangelization of Italy.,1,Please note: Some of the metadata for this document has been taken from the American Antiquarian Society catalogue.
17518391,"The constitution and by-laws of the Charitable Irish Society of Boston (instituted 1737), adopted March 17th, 1876 : with a list of officers and members, and many interesting extracts from the original records of the Society ; together with the act of incorporation, and James Boyd's centennial anniversary address, March 17, 1837.",1,Please note: Some of the metadata for this document has been taken from the American Antiquarian Society catalogue.
17518392,"The constitution and by-laws of the Scots' Charitable Society of Boston (instituted 1657) : with a list of members and officers, and many interesting extracts from the general records of the Society.",1,Please note: Some of the metadata for this document has been taken from the American Antiquarian Society catalogue.
17518393,"Constitution et règlements de la Société St-Jean Baptiste de la cité de Boston, fondée le 5 août 1874 : revisée et adoptée le 5 decembre 1889.",1,Please note: Some of the metadata for this document has been taken from the American Antiquarian Society catalogue.
17518393,"Constitution et règlements de la Société St-Jean Baptiste de la cité de Boston, fondée le 5 août 1874 : revisée et adoptée le 5 decembre 1889.",2,"""La Société Saint-Jean Baptiste de Boston fut fondée le 5 aoûut 1874, sous le nom de Société Saint-Jean Baptiste de secours mutuels de la cité de Boston, Etat du Massachusetts. Le but de cette Société est de donner aux Canadiens Français de Boston et de ses environs, les moyens de se connaître et de s'entr'aider, en leur procurant un lieu de réunion poir conserver leur langue et protéger leurs moeurs.""--Préambule."
17518394,Miscellaneous publications.,1,Title from publisher's website.
17518394,Miscellaneous publications.,2,"From collection: James Samuel Stemons Papers, 1894-1922"
17518394,Miscellaneous publications.,3,Please note: Some of the metadata for this document has been taken from the Historical Society of Pennsylvania catalogue.
17518395,"Correspondence relating to Her Majesty's emigrant ship ""Hercules"".",1,"Correspondence concerning the Emigration Commissioners, the work of the Highland and Island Emigration Society and Sir John McNeill, and Scottish emigrants to Australia during the Highland Clearances."
17518395,"Correspondence relating to Her Majesty's emigrant ship ""Hercules"".",2,Title from caption.
17518395,"Correspondence relating to Her Majesty's emigrant ship ""Hercules"".",3,Advertisement of Highland and Island Emigration Society: 3 pages at end.
17518396,Correspondence relative to the emigration to Hayti of free people of colour in the United States : together with the instructions to the agent sent out by President Boyer.,1,Please note: Some of the metadata for this document has been taken from the American Antiquarian Society catalogue.
17518396,Correspondence relative to the emigration to Hayti of free people of colour in the United States : together with the instructions to the agent sent out by President Boyer.,2,By L.D. Dewey as agent of the American Colonization Society.
17518397,Cotton culture and the South considered with reference to emigration / by F.W. Loring and C.F. Atkinson.,1,Publisher's advertisements: 15 pages at end.
17518397,Cotton culture and the South considered with reference to emigration / by F.W. Loring and C.F. Atkinson.,2,"Verso of cover reads: Entered according to act of Congress, in the year 1869, by Loring and Atkindon, in the Clerk's Office of the District Court of the District of Massachusetts."
17518397,Cotton culture and the South considered with reference to emigration / by F.W. Loring and C.F. Atkinson.,3,Please note: Some of the metadata for this document has been taken from the American Antiquarian Society catalogue.
17518399,"Crofutt's new overland tourist, and Pacific coast guide : containing a condensed and authentic description of over one thousand three hundred cities, towns, villages, stations, government fort and camps, mountains, lakes, rivers ... : in fact, to tell you what is worth seeing ... while passing over the Union, Kansas, Central and Southern Pacific Railroads, their branches and connections, by rail, water and stage ... trhough Nebraska, Wyoming, Utah, Montana, Idaho, Nevada, California, Arizona and New Mexico / by Geo. A. Crofutt.",1,Includes index.
17518399,"Crofutt's new overland tourist, and Pacific coast guide : containing a condensed and authentic description of over one thousand three hundred cities, towns, villages, stations, government fort and camps, mountains, lakes, rivers ... : in fact, to tell you what is worth seeing ... while passing over the Union, Kansas, Central and Southern Pacific Railroads, their branches and connections, by rail, water and stage ... trhough Nebraska, Wyoming, Utah, Montana, Idaho, Nevada, California, Arizona and New Mexico / by Geo. A. Crofutt.",2,Please note: Some of the metadata for this document has been taken from the California Historical Society catalogue.
17518400,"Current American notes / by ""Buz!"".",1,Title from caption.
17518400,"Current American notes / by ""Buz!"".",2,Imprint date from British Library catalogue.
17518401,"The Cymry of '76, or, Welshmen and their descendants of the American Revolution : an address with an appendix, containing notes, sketches, and nomenclature of the Cymbri / by Alexander Jones ... ; to which is added a letter on eminent Welshmen, by Samuel Jenkins ; and a brief sketch of St. David's Benevolent Society.",1,Please note: Some of the metadata for this document has been taken from the American Antiquarian Society catalogue.
17518402,"The Čechs (Bohemians) in America : a study of their national, cultural, political, social, economic and religious life / by Thomas Čapek.",1,Please note: Some of the metadata for this document has been taken from the American Antiquarian Society catalogue.
17518404,"The Danish conquest, or, The royal marriage : a poem on the marriage of their Royal Highnesses the Prince and Princess of Wales : and other poems / by James C. Costelloe, esq.",1,"""May 1863."""
17518404,"The Danish conquest, or, The royal marriage : a poem on the marriage of their Royal Highnesses the Prince and Princess of Wales : and other poems / by James C. Costelloe, esq.",2,"""A poem, on the marriage of His Royal Highness Albert Edward, Prince of Wales, with the Princess Alexandra Caroline Maria of Denmark.""--Caption."
17518405,Danske i Amerika.,1,Please note: Some of the metadata for this document has been taken from the American Antiquarian Society catalogue.
17518405,Danske i Amerika.,2,"Part 1 by P.S. Vig; contributors to Part 2: P.S. Vig, Carl Busch, Anthon C. Sørensen, Kristian Østergaard, P.M. Petersen."
17518406,"Descriptive railroad hand-book of the great southern route between New Orleans and Washington, and the northern and southern Atlantic cities : embracing the geography, history, statistics, and a general account of every city, town and station, in regular order : with their exact distance from each terminus : the most of which is thoroughly original, and never before printed ; also, tables of stations and distances to the southern Atlantic cities and to Washington, via the seaboard, river route from New Orleans to Memphis, valuable hints to travellers, list of railroad officers, and through-time schedule / by George B. Ayres.",1,Please note: Some of the metadata for this document has been taken from the American Antiquarian Society catalogue.
17518407,"Der Deutschamerikanische Farmer : sein Anteil an der Eroberung und Kolonisation der Bundesdom̈ane der Ver. Staaten, besonders in den Nord Centralstaaten : nebst Würdigung der kulturellen Bedeutung des deutschen Farmers, und Wertung der deutschen Auswanderung und deutschen Kolonisationsarbeit in Amerika vom amerikanischen und deutschen nationalpolitischen Standpunkt : eine statistische und volkswirtschaftliche Untersuchung / von Joseph Och.",1,Printer's label pasted over imprint.
17518407,"Der Deutschamerikanische Farmer : sein Anteil an der Eroberung und Kolonisation der Bundesdom̈ane der Ver. Staaten, besonders in den Nord Centralstaaten : nebst Würdigung der kulturellen Bedeutung des deutschen Farmers, und Wertung der deutschen Auswanderung und deutschen Kolonisationsarbeit in Amerika vom amerikanischen und deutschen nationalpolitischen Standpunkt : eine statistische und volkswirtschaftliche Untersuchung / von Joseph Och.",2,Please note: Some of the metadata for this document has been taken from the American Antiquarian Society catalogue.
17518407,"Der Deutschamerikanische Farmer : sein Anteil an der Eroberung und Kolonisation der Bundesdom̈ane der Ver. Staaten, besonders in den Nord Centralstaaten : nebst Würdigung der kulturellen Bedeutung des deutschen Farmers, und Wertung der deutschen Auswanderung und deutschen Kolonisationsarbeit in Amerika vom amerikanischen und deutschen nationalpolitischen Standpunkt : eine statistische und volkswirtschaftliche Untersuchung / von Joseph Och.",3,"""Verzeichnis deutscher Staedte- und Ortsnamen in den Ver. Staaten"": pages 228-235."
17518407,"Der Deutschamerikanische Farmer : sein Anteil an der Eroberung und Kolonisation der Bundesdom̈ane der Ver. Staaten, besonders in den Nord Centralstaaten : nebst Würdigung der kulturellen Bedeutung des deutschen Farmers, und Wertung der deutschen Auswanderung und deutschen Kolonisationsarbeit in Amerika vom amerikanischen und deutschen nationalpolitischen Standpunkt : eine statistische und volkswirtschaftliche Untersuchung / von Joseph Och.",4,Includes index.
17518408,Die deutsche Colonie Dona Francisca in Brasilien : der vortheilhafteste Punkt für deutsche Auswanderer : ein Rathgeber und Wegweiser für deutsche Auswanderer dahin und nach Brasilien überhaupt / nach zahlreichen Privatmittheilungen und officiellen Nachrichten des Colonisationsvereins für 1849 in Hamburg bearbeitet von L. von Alvensleben.,1,"Guide for emigrants and description of the German Colônia Dona Francisca in Santa Caterina, renamed Joinvile in 1851."
17518409,Deutsche Colonisation : eine Replik auf das Referat des Herrn Dr. Friedrich Kapp über Colonisation und Auswanderung / von Hübbe-Schleiden D.J.U.,1,A copy of a speech given by Dr. F. Kapp regarding colonisation and emigration. Printed in German Gothic script.
17518410,"Der Deutsche in Amerika, oder, Rath und Belehrung für deutsche Einwanderer in den Vereinigten Staaten von Amerika : zugleich ein Lesebuch für Anfänger in der englischen und deutschen Sprache / von F.W. Bogen.",1,Please note: Some of the metadata for this document has been taken from the American Antiquarian Society catalogue.
17518410,"Der Deutsche in Amerika, oder, Rath und Belehrung für deutsche Einwanderer in den Vereinigten Staaten von Amerika : zugleich ein Lesebuch für Anfänger in der englischen und deutschen Sprache / von F.W. Bogen.",2,Added title page in English.
17518412,The dinner to the Hon. Carl Schurz in Berlin.,1,Please note: Some of the metadata for this document has been taken from the Historical Society of Pennsylvania catalogue.
17518413,Directory of Chinese business houses.,1,Cover title.
17518413,Directory of Chinese business houses.,2,At head of title: Wells Fargo and Co's Express.
17518413,Directory of Chinese business houses.,3,Please note: Some of the metadata for this document has been taken from the California Historical Society catalogue.
17518414,Directory of Chinese business houses.,1,Cover title.
17518414,Directory of Chinese business houses.,2,At head of title: Wells Fargo and Co's Express.
17518414,Directory of Chinese business houses.,3,Please note: Some of the metadata for this document has been taken from the California Historical Society catalogue.
17518416,"Dissenters' Mutual Friendly Colonizing Society : upon a plan embodying the New Testament principles, to the exclusion of those of an anti-Christian tendency / by W.R.P.",1,"""All communications to be addressed ... to ""Mr. W. R. Papps, Secretary of the Dissenters' Mutual Friendly Colonizing Society ...""--Page 15."
17518417,Don Luigi Guanella.,1,"""Imprimatur in Curia Arch. Mediolani die XXX novembr. 1956."""
17518417,Don Luigi Guanella.,2,Please note: Some of the metadata for this document has been taken from the Historical Society of Pennsylvania catalogue.
17518418,Drei Jahrhunderte deutschen Lebens in Amerika : eine Geschichte der Deutschen in den Vereinigten Staaten / von Rudolf Cronau ; mit 210 Illustrationen.,1,Please note: Some of the metadata for this document has been taken from the American Antiquarian Society catalogue.
17518419,Easy phrases in the Canton dialect of the Chinese language.,1,Title also in Chinese.
17518419,Easy phrases in the Canton dialect of the Chinese language.,2,Preface signed: Donald Bruce.
17518419,Easy phrases in the Canton dialect of the Chinese language.,3,Please note: Some of the metadata for this document has been taken from the California Historical Society catalogue.
17518419,Easy phrases in the Canton dialect of the Chinese language.,4,"""A blank page accompanies each lesson for the pupil to make a record of the sounds as pronounced by his teacher.""--Preface."
17518420,Easy triumphs with the new Minute Tapioca : 85 recipes with glad news in them.,1,Cover title.
17518420,Easy triumphs with the new Minute Tapioca : 85 recipes with glad news in them.,2,Includes index.
17518421,"Effect of proscriptive or extreme legislation against foreigners in Massachusetts and New England, on free labor, free states, and the cause of freedom and Republicanism in the West : letter of Edward L. Pierce, Esq., of Chicago, containing important statistics in regard to the foreign vote at the presidential election : together with extracts from the report of the minority of the Committee of the Massachusetts Legislature, presenting their reasons for proposing a residence of two years after naturalization, instead of fourteen years in the United States, before foreigners can acquire the right to vote and hold office.",1,"""Minority report"": pages 12-16; signed on pages 16 by Erastus Hopkins, Oliver Ames Jr., Robert A. Coffin, Paul Couch, Geo. Norwood, Lorenzo H. Rice, Oliver Warner."
17518421,"Effect of proscriptive or extreme legislation against foreigners in Massachusetts and New England, on free labor, free states, and the cause of freedom and Republicanism in the West : letter of Edward L. Pierce, Esq., of Chicago, containing important statistics in regard to the foreign vote at the presidential election : together with extracts from the report of the minority of the Committee of the Massachusetts Legislature, presenting their reasons for proposing a residence of two years after naturalization, instead of fourteen years in the United States, before foreigners can acquire the right to vote and hold office.",2,Please note: Some of the metadata for this document has been taken from the American Antiquarian Society catalogue.
17518424,"The emigrants' guide to Port Curtis and the Canoona gold regions, on the Fitzroy River, N.S.W. : with map / by Leonard Pearson.",1,Digitised copy lacks map.
17518426,Emigrants' letters : being a collection of recent communications from settlers in the British colonies.,1,"""Published for the Committee of the Emigrants' School Fund."""
17518426,Emigrants' letters : being a collection of recent communications from settlers in the British colonies.,2,"""With a map and abstract of wages and prices.""--Cover."
17518427,The emigrants' penny magazine. Vols. 1-2.,1,Title from caption.
