bib,title,note_num,note,type
14526362,880-02 Īḍāḥ al-mubham min maʻānī al-Sullam : manuscript / Aḥmad ibn ʻAbd al-Munʻim al-Damanhūrī.,3,"Incipit: ""Bismillāh al-Raḥmān al-Raḥīm, wa-bi-hi thiqatī. al-Ḥamdu lillāh al-mulhim lil-ṣawāb, wa-al-ṣalāh wa-al-salām ʻalá Sayyidinā Muḥammad al-nāṭiq bi-al-ḥikmah wa-faṣl al-khiṭāb, wa-ʻalá ālihi wa-aṣḥābihi al-kirām wa-al-tābiʻīn, wa-man tabiʻahum ʻalá al-dawām. Wa-baʻd, fa-yaqūlu Aḥmad al-Damanhūrī, ballaghahu Allāh al-āmāl wa-razaqahu al-tawfīq fī al-aqwāl wa-al-afʻāl: Qad saʼalanī baʻḍ al-ṭalabah al-mubtadiʼīn an ashraḥa Sullam al-manṭiq sharḥan yakūnu fī ghāyat al-līn, wa-an lā azīda ʻalá ḥall alfāẓihi, li-yaẓfara bi-fahm maʻnāhu man huwa min ḥuffāẓihi, fa-ajabtuhu li-dhālika, mustaʻīnan bi-al-Qādir al-Mālik, musammaiyan la-hu bi-Īḍāḥ al-mubham min maʻānī al-Sullam, ṭāliban min al-Samīʻ al-Baṣīr an yanfaʻa bi-hi kamā nafaʻa bi-aṣlihi, innahu ʻalá dhālika qadīr ...""",w
14526362,880-02 Īḍāḥ al-mubham min maʻānī al-Sullam : manuscript / Aḥmad ibn ʻAbd al-Munʻim al-Damanhūrī.,4,Secundo folio: wa-al-nisbah bayna al-thalāthah fī risālatinā.,w
14526362,880-02 Īḍāḥ al-mubham min maʻānī al-Sullam : manuscript / Aḥmad ibn ʻAbd al-Munʻim al-Damanhūrī.,5,16 x 23.5 cm; written surface: 10 x 15.5 cm; 19 lines per page.,o
14526362,880-02 Īḍāḥ al-mubham min maʻānī al-Sullam : manuscript / Aḥmad ibn ʻAbd al-Munʻim al-Damanhūrī.,6,Binding: In marbled cardboard with flap; dark brown leather on spine and flap.,o
14526362,880-02 Īḍāḥ al-mubham min maʻānī al-Sullam : manuscript / Aḥmad ibn ʻAbd al-Munʻim al-Damanhūrī.,7,"In good naskh/ruqʻah script, in black ink, on white paper; the verses of ""al-Sullam"" and markings in red; some commentaries on the margins; catchwords.",ow
14526362,880-02 Īḍāḥ al-mubham min maʻānī al-Sullam : manuscript / Aḥmad ibn ʻAbd al-Munʻim al-Damanhūrī.,8,"Author's colophon: ""Wa-hādhā ākhir mā aradnā kitābatahu. Nasʼalu Man waffaqanā la-hu an yanfaʻa bi-hi. Innahu ʻalá dhālika qadīr. Wa-ṣallá Allāh ʻalá Sayyidinā Muḥammad wa-ʻalá ālihi wa-ṣaḥbihi wa-sallama taslīman kathīran. Āmīn.""",w
14526362,880-02 Īḍāḥ al-mubham min maʻānī al-Sullam : manuscript / Aḥmad ibn ʻAbd al-Munʻim al-Damanhūrī.,9,"Translation of the author's colophon: ""This is the end of what we wanted to write. We ask Him who enabled us for what we accomplished to benefit [us] by it. He is able on doing this. May God pray on our Master Muḥammad, his family and his companions and grant them peace.",w
14526362,880-02 Īḍāḥ al-mubham min maʻānī al-Sullam : manuscript / Aḥmad ibn ʻAbd al-Munʻim al-Damanhūrī.,10,"Copyist's colophon: ""Waqaʻa al-farāgh min kitābatihi yawm al-Ithnayn, fī khāmis ʻashar yawman min shahr Ṣafar, sanat 1194, arbaʻah wa-tisʻīn wa-miʼah wa-alf.""",w
14526362,880-02 Īḍāḥ al-mubham min maʻānī al-Sullam : manuscript / Aḥmad ibn ʻAbd al-Munʻim al-Damanhūrī.,11,"Translation of the copyist's colophon: ""Copied on Monday, 15 Ṣafar, 1194 [of the Hijrah = 21 February, 1780].""",w
14526364,880-02 Sharḥ al-Sullam : manuscript / Aḥmad ibn ʻAbd al-Fattāḥ al-Mullawī.,1,Title from folio 1a.,a
14526364,880-02 Sharḥ al-Sullam : manuscript / Aḥmad ibn ʻAbd al-Fattāḥ al-Mullawī.,2,Romanization supplied by cataloger.,a
14526364,880-02 Sharḥ al-Sullam : manuscript / Aḥmad ibn ʻAbd al-Fattāḥ al-Mullawī.,3,"Incipit: ""Bismillāh al-Raḥmān al-Raḥīm, wa-bi-hi thiqatī. al-Ḥamdu lillāh al-ʻālim bi-al-kullīyāt wa-al-juzʼīyāt, al-hādī lil-ʻuqūl ilá ḥall ṣiʻāb al-maʻqūl bi-ṭuruq iktisāb al-taṣawwurāt wa-al-taṣdīqāt, wa-al-ṣalāh wa-al-salām ʻalá Sayyidinā Muḥammad, al-jāmiʻ li-ajnās al-kamālāt wa-al-faḍāyil, al-mukhtār min afḍal al-anwāʻ wa-al-[...?] ashraf aṣnāf al-urūmāt wa-al-qabāʼil, wa-ʻalá ālihi wa-aṣḥābihi [...] dhawī al-ʻuqūl al-zakīyah wa-ṣāʼibī al-anẓār, wa-ʻalá al-tābiʻīn wa-man tabiʻahum bi-iḥsān min dhawī al-anwār wa-badīʻ al-asrār. Ammā baʻd, fa-qad kuntu sharaḥtu fīmā maḍá kitāb al-Sullam sharḥan badīʻ al-itqān, mushtamilan ʻalá farāʼid al-taḥqīqāt wa-nikāt al-tadqīqāt wa-badāʼiʻ al-ʻirfān, dhallaltu fīhi ṣiʻāb al-mushkilāt ʻalá ṭarīq al-tamām, wa-istakhrajtu minhu mustawdaʻāt asrār wa-ẓarāʼif afhām, wa-ẓafirtu minhu bi-daqāʼiq anẓār wa-mukhabbaʼāt asrār, ihtadaytu fīhi ʻalá gharāʼib nikāt wa-ʻarāʼis abkār, thumma raʼaytu anna al-himam al-ān qad qaṣurat, wa-al-ʻuqūl fī hādhā al-zamān qad taballadat wa-takaddarat, fa-ṣaraftu al-himmah thāniyan naḥwa al-ikhtiṣār wa-al-iqtiṣār ʻalá al-taḥqīqāt wa-nabdh al-aghyār, māzijan lil-sharḥ bi-al-shurūḥ imtizāj al-māʼ bi-al-rāḥ wa-al-jasad bi-al-rūḥ ...""",w
14526364,880-02 Sharḥ al-Sullam : manuscript / Aḥmad ibn ʻAbd al-Fattāḥ al-Mullawī.,4,Secundo folio: fīmā akhrajahu al-aʼimmah.,w
14526364,880-02 Sharḥ al-Sullam : manuscript / Aḥmad ibn ʻAbd al-Fattāḥ al-Mullawī.,5,17 x 23.5 cm; written surface: 10 x 16 cm; 22 lines per page.,o
14526364,880-02 Sharḥ al-Sullam : manuscript / Aḥmad ibn ʻAbd al-Fattāḥ al-Mullawī.,6,Binding: Unbound (in five unnumbered quires).,o
14526364,880-02 Sharḥ al-Sullam : manuscript / Aḥmad ibn ʻAbd al-Fattāḥ al-Mullawī.,7,"In fair naskh script, in black ink, on white paper; the phrases of al-Sullam in red; some commentaries on the margins; catchwords.",ow
14526364,880-02 Sharḥ al-Sullam : manuscript / Aḥmad ibn ʻAbd al-Fattāḥ al-Mullawī.,8,"On folio 1a: ""Hādhā kitāb sharḥ al-Shaykh al-ʻālim al-ʻallāmah, al-Shaykh Aḥmad al-Mullawī al-Shāfiʻī ʻalá matn al-Sullam fī ʻilm al-manṭiq.""",w
14526364,880-02 Sharḥ al-Sullam : manuscript / Aḥmad ibn ʻAbd al-Fattāḥ al-Mullawī.,9,"On folio 1a: ""Hādhā Kitāb Sharḥ al-Sullam, lil-Shaykh al-Mullawī, nafaʻanā Allāh taʻālá bi-hi. Āmīn. Āmīn.""",w
14526364,880-02 Sharḥ al-Sullam : manuscript / Aḥmad ibn ʻAbd al-Fattāḥ al-Mullawī.,10,"On folio 1a: An ownership statement: ""Mulk ʻabduhu al-faqīr Nablālī, ghafara Allāh la-hu.""",ow
14526364,880-02 Sharḥ al-Sullam : manuscript / Aḥmad ibn ʻAbd al-Fattāḥ al-Mullawī.,11,"Colophon: ""Wa-kāna al-farāgh min kitābat hādhihi al-nuskhah yawm al-Thalāth al-mubārak, li-sittah (6) khalat min shuhūr alf wa-miʼah thamāniyah wa-tisʻīn, sanat 1198 min al-Jihrah [al-Hijrah] al-Nabawīyah, ʻalá ṣāḥibihā afḍal al-ṣalāh wa-al-salām.""",w
14526364,880-02 Sharḥ al-Sullam : manuscript / Aḥmad ibn ʻAbd al-Fattāḥ al-Mullawī.,12,"Translation of the colophon: ""This copy was written on blessed Tuesday, six having passed from the months of the year 1198 of the Hijrah of the Prophet [probably 6 Jumādá al-Thāniyah, 1198 = 27 April, 1784], may the best prayer and peace be upon him.""",w
14526396,880-03 al-Ṭibb al-jadīd al-kīmiyāʼī : manuscript / Ṣāliḥ ibn Naṣr Allāh ibn Sallūm al-Ḥalabī.,1,Titles of the two treaises from reference sources.,a
14526396,880-03 al-Ṭibb al-jadīd al-kīmiyāʼī : manuscript / Ṣāliḥ ibn Naṣr Allāh ibn Sallūm al-Ḥalabī.,2,Romanization supplied by cataloger.,a
14526396,880-03 al-Ṭibb al-jadīd al-kīmiyāʼī : manuscript / Ṣāliḥ ibn Naṣr Allāh ibn Sallūm al-Ḥalabī.,3,"Incipit of ""al-Ṭibb al-jadīd al-kīmiyāʼī"": ""Bismillāh al-Raḥmān al-Raḥīm, wa-bi-hi nastaʻīn. al-Ḥamdu lillāh, wa-al-ṣalāh wa-al-salām ʻalá Rasūl Allāh, wa-baʻd, fa-hādhā Kitāb al-ṭīb [al-ṭibb] al-kīmiyāwī alladhī ikhtaraʻahu Baraklistūsh [Barākalsūs: Paracelsus, 1493-1541], yashmalu ʻalá muqaddimāt wa-maqālāt. al-Muqaddimah al-ūlá fī taʻrīf al-kīmiyāʼ, wa-li-bayān al-ḥājah ilayhā, wa-al-gharaḍ minhā. Fa-naqūlu: al-Kīmiyāʼ lafẓ Yūnānī, fī aṣlihi khimiyā, wa-maʻnāhu al-taḥlīl wa-al-tafrīq, wa-baʻḍ al-nās yuṭliqu ʻalayhā al-ṣināʻah al-Hirmisīyah. Wa-qāla qawm: Yuṭlaqu ʻalayhā amr al-kahanah. Wa-awwal min ightaraʻahā [ikhtaraʻahā] huw Hirmis al-Thulth [al-Muthallath] al-Miṣrī, wa-ʻallamahā al-kahanah. Wa-baʻd dhālika shāʻat ḥattá waṣalat ilá al-Yūnān, wa-ṣannafū fī dhālika kutuban wa-rasāʼil, ilá al-Islāmīyīn, wa-allafū fīhā kutuban kathīrah wa-rasāʼil ʻadīdah. Wa-al-maqṣūd min dhālika iṣlāḥ al-maʻdin [al-maʻādin] wa-taghyīrihā min al-fasād ilá al-ṣalāḥ, ka-qalb al-nuḥās fiḍḍah wa-al-fiḍḍah dhahaban, ilá an jāʼa Barākāshūsh al-Ḥirāfī [Barākalsūs al-Jirmānī], fa-ghayyara al-gharaḍ min ṣināʻat al-kīmiyāʼ, wa-jaʻalahu min aqsām ṣanʻat al-ṭibb, wa-sammāhu istāgharā bi-al-Lātīnīyah, wa-maʻnāhu jamʻ al-mukhallafāt wa-tafrīquhā, wa-hādhā al-ism makhṣūṣ bi-ṣināʻat al-ṭibb al-kīmiyāʼī ...""",w
14526396,880-03 al-Ṭibb al-jadīd al-kīmiyāʼī : manuscript / Ṣāliḥ ibn Naṣr Allāh ibn Sallūm al-Ḥalabī.,4,"Secundo folio of ""al-Ṭibb al-jadīd al-kīmiyāʼī"": wa-al-kīmiyāʼ al-ṭayyibah [al-ṭibbīyah] wa-qad tuṭlaqu al-kīmiyāʼ ʻalá al-ḥikmah.",w
14526396,880-03 al-Ṭibb al-jadīd al-kīmiyāʼī : manuscript / Ṣāliḥ ibn Naṣr Allāh ibn Sallūm al-Ḥalabī.,5,"Incipit of ""Kīmiyāʼ bāsilīqā (or, al-Kimiyāʼ al-malakīyah)"": ""Bismillāh al-Raḥmān al-Raḥīm. al-Ḥamdu lillāh Rabb al-ʻĀlamīn. Wa-al-ṣalāh wa-al-salām ʻalá ʻalá manbaʻ al-ḥikmah fī al-ʻālamīn, wa-ʻalá ālihi wa-aṣḥābihi alladhīna iqtabasū min mishkāt nūrih, fa-hum hudāt al-dīn. Wa-baʻd, fa-qad allafa fī ṣināʻat al-ṭibb al-kīmiyāʼī Faraliyūsh [Qarūliliyūs: Croll, Oswald, approximately 1560-1609] kitāban mukhtaṣaran mufīdan li-malik zamānih, wa-huwa yashmalu ʻalá maqālatayn, fa-aradnā an nanqulahu min al-Lātīnīyah ilá al-ʻArabīyah, li-yakun [li-yakūna] bihā tamām al-nafʻ, wa-sammá hādhā al-kitāb Kimiyā nalīqā [bāsilīqā], yaʻnī al-Kimiyāʼ al-malakīyah ...""",w
14526396,880-03 al-Ṭibb al-jadīd al-kīmiyāʼī : manuscript / Ṣāliḥ ibn Naṣr Allāh ibn Sallūm al-Ḥalabī.,6,"Secundo folio of ""Kīmiyāʼ bāsilīqā (or, al-Kimiyāʼ al-malakīyah)"": min al-akhlāṭ al-fāsidah.",w
14526396,880-03 al-Ṭibb al-jadīd al-kīmiyāʼī : manuscript / Ṣāliḥ ibn Naṣr Allāh ibn Sallūm al-Ḥalabī.,7,16 x 22 cm; written surface: 10.5 x 16.5 cm; 21-26 lines per page.,o
14526396,880-03 al-Ṭibb al-jadīd al-kīmiyāʼī : manuscript / Ṣāliḥ ibn Naṣr Allāh ibn Sallūm al-Ḥalabī.,8,Binding: In cardboard binding with flap; dark brown leather on the edges (in four unnumbered quires).,o
14526396,880-03 al-Ṭibb al-jadīd al-kīmiyāʼī : manuscript / Ṣāliḥ ibn Naṣr Allāh ibn Sallūm al-Ḥalabī.,9,"In good naskh/ruqʻah script, in black ink, on white paper; headings and keywords in red; some notes and corrections on the margins; catchwords.",ow
14526396,880-03 al-Ṭibb al-jadīd al-kīmiyāʼī : manuscript / Ṣāliḥ ibn Naṣr Allāh ibn Sallūm al-Ḥalabī.,10,"On folio 1a: Two ownership statements: ""[... ...] Abū Ghazālah"". ""Tamallaka hādhā al-kitāb al-faqīr Fatʹḥ Allāh Abū Ghazālah, ʻufiya ʻanhu"".",ow
14526396,880-03 al-Ṭibb al-jadīd al-kīmiyāʼī : manuscript / Ṣāliḥ ibn Naṣr Allāh ibn Sallūm al-Ḥalabī.,11,"Colophon of ""al-Ṭibb al-jadīd al-kīmiyāʼī"": ""... Wa-hādhā ākhir mā ikhtarnāhu wa-naqalnāhu min kitāb Shinārtūsh al-Ḥirāfī [Sināritūs al-Jirmānī: Daniel Sennert, 1572-1637], alladhī fī ṣināʻat al-ṭbb, wa-min Qarabādīn Wāfarbūsh [Wāqiriyūs: Johann Jacob Wecker, 1528-1586] min [fī] taqṭīr al-arwāḥ wa-al-adʹhān. Wa-bi-hi tamma al-kitāb. Wa-Allāh al-mahdī ilá al-ṣawāb, wa-ilayhi al-marjiʻ wa-al-maʼāb. Wa-al-ḥamdu lillāh waḥdah. Wa-ṣallá Allāh ʻalá man lā nabī baʻdah. Āmīn. Āmīn.""",w
14526396,880-03 al-Ṭibb al-jadīd al-kīmiyāʼī : manuscript / Ṣāliḥ ibn Naṣr Allāh ibn Sallūm al-Ḥalabī.,12,"Translation of the colophon of ""al-Ṭibb al-jadīd al-kīmiyāʼī"": ""This is the end of what we selected and translated from the book of Senartus the Germanic [Daniel Sennert, 1572-1637], which is about the profession of medicine, and from Qarabādīn (Pharmaceutics) of Wāqirbūs [Wāqiryūs: Johann Jacob Wecker, 1528-1586] about the distillation of spirits and oils, by which the book is concluded. God is the one who guides to what is correct. To Him is the reference and returning. Praise be to God alone. May God pray on him who no prophet comes after him [Prophet Muḥammad]. Amen. Amen.""",w
14526396,880-03 al-Ṭibb al-jadīd al-kīmiyāʼī : manuscript / Ṣāliḥ ibn Naṣr Allāh ibn Sallūm al-Ḥalabī.,13,"Colophon of ""Kīmiyāʼ bāsilīqā (or, al-Kimiyāʼ al-malakīyah)"": ""Wa-Allāh aʻlam. Wa-al-ḥamdu lillāh waḥdah. Wa-ṣallá Allāh ʻalá man lā nabī baʻdah. Wa-al-Ḥamdu lillāh Rabb al-ʻĀlamīn. H.""",w
14526396,880-03 al-Ṭibb al-jadīd al-kīmiyāʼī : manuscript / Ṣāliḥ ibn Naṣr Allāh ibn Sallūm al-Ḥalabī.,14,"Translation of the colophon of ""Kīmiyāʼ bāsilīqā (or, al-Kimiyāʼ al-malakīyah)"": ""God is more knowledgeable. Praise be to God alone. May God pray on him who no prophet comes after him [Prophet Muḥammad]. Praise be to God Lord of the Universe. H.""",w
14526445,880-02 Sharḥ al-Sullam : manuscript / Aḥmad ibn ʻAbd al-Fattāḥ al-Mullawī.,1,Title from reference sources.,a
14526445,880-02 Sharḥ al-Sullam : manuscript / Aḥmad ibn ʻAbd al-Fattāḥ al-Mullawī.,2,Romanization supplied by cataloger.,a
14526445,880-02 Sharḥ al-Sullam : manuscript / Aḥmad ibn ʻAbd al-Fattāḥ al-Mullawī.,3,"Incipit: The first leaf is missing. Starts with: ""... Abtadá [Abtadī], aw, ibtidāʼī, aw, uʼallifu, aw, taʼlīfī. Wa-ibtadaʼa bi-al-Basmalah taʼassiyan bi-al-Qurʼān al-ʻazīz, wa-imtithālan li-muqtaḍá qawlihi, ṣallá Allāh ʻalayhi wa-sallam, fīmā akhrajahu al-aʼimmah 'Kull amr dhī bāl lā bubdaʼu fīhi bi-bismillāh al-Raḥmān al-Raḥīm fa-huwa ajdham', ay, maqṭūʻ al-barakah, wa-fī riwāyah 'bi-ḥamd Allāh', rawāhu Abū Dāwūd wa-ghayruhu, wa-ḥassanahu Ibn al-Ṣalāḥ wa-ghayruhu ...""",w
14526445,880-02 Sharḥ al-Sullam : manuscript / Aḥmad ibn ʻAbd al-Fattāḥ al-Mullawī.,4,Secundo folio: alladhī ka-al-saḥāb wa-min bayānīyah.,w
14526445,880-02 Sharḥ al-Sullam : manuscript / Aḥmad ibn ʻAbd al-Fattāḥ al-Mullawī.,5,16.5 x 23.5 cm; written surface: 9 x 14.5 cm; 17 lines per page.,o
14526445,880-02 Sharḥ al-Sullam : manuscript / Aḥmad ibn ʻAbd al-Fattāḥ al-Mullawī.,6,Binding: Unbound.,o
14526445,880-02 Sharḥ al-Sullam : manuscript / Aḥmad ibn ʻAbd al-Fattāḥ al-Mullawī.,7,"In fair naskh script, in black ink, on white paper; the phrases of al-Sullam in red; some commentaries on the margins; catchwords.",ow
14526445,880-02 Sharḥ al-Sullam : manuscript / Aḥmad ibn ʻAbd al-Fattāḥ al-Mullawī.,8,"Colophon: ""Tamma bi-ḥamd Allāh wa-ʻawnihi wa-ḥusn tawfīqih. Wa-al-ḥamdu lillāh Rabb al-ʻĀlamīn. Āmīn.""",w
14526445,880-02 Sharḥ al-Sullam : manuscript / Aḥmad ibn ʻAbd al-Fattāḥ al-Mullawī.,9,"Translation of the colophon: ""It is completed by the praise of God, His help and His abundant benevolence. Praise be to God Lord of the Universe.""",w
14526450,880-02 Ḥāshiyah ʻalá Sharḥ al-Sullam : manuscript / Muḥammad ibn ʻAlī al-Ṣabbān.,1,Title supplied by cataloger.,a
14526450,880-02 Ḥāshiyah ʻalá Sharḥ al-Sullam : manuscript / Muḥammad ibn ʻAlī al-Ṣabbān.,2,Romanization supplied by cataloger.,a
14526450,880-02 Ḥāshiyah ʻalá Sharḥ al-Sullam : manuscript / Muḥammad ibn ʻAlī al-Ṣabbān.,3,"Incipit: ""Bismillāh al-Raḥmān al-Raḥīm, wa-bi-hi thiqatī. Naḥmaduka yā man afāḍa ʻalá riyāḍ ʻuqūlinā ghuyūth saḥāʼib al-taṣawwurāt wa-al-taṣdīqāt, wa-aṭlaʻa fī samāwāt baṣāʼirinā shumūs maʻrifat al-kullīyāt wa-al-juzʼīyāt. Wa-nashhadu an lā ilāha illā anta waḥdaka, lā sharīka lak, al-munʻim ʻalá ajnās al-makhlūqāt bi-anwāʻ al-hibāt. Wa-nashhadu anna Sayyidanā Muḥammadan ʻabduka wa-rasūluk al-mabʻūth bi-al-burhān al-wāḍiḥ wa-al-qawl al-shāriḥ wa-al-āyāt al-bayyināt, ṣallá Allāh ʻalayhi wa-ʻalá ālihi wa-aṣḥābihi mā tarannamat ashkāl al-ghuṣūn bi-anfās al-nasamāt, wa-afṣaḥa dhū manṭiq ʻammā fī khazāʼin ḍamīrihi min al-mukawwināt. Ammā baʻd, fa-yaqūlu rājī al-ghufrān Muḥammad ibn ʻAlī al-Ṣabbān, aḥsana Allāh ʻamalah wa-ballaghahu fī al-dārayn amalah: Lammā manna al-Mawlá al-laṭīf ʻalá hādhā al-ʻabd al-ḍaʻīf bi-qirāʼat al-Sharḥ al-ṣaghīr ʻalá al-Sullam li-Shaykhinā al-ruḥalah al-Ustādh al-Mullawī, ʻalá muʼallafihi wa-ʻalayhi ruḍwān al-Rabb al-akram, wa-bi-qrāʼī dhālika al-kitāb li-jamm ghafīr min maharat al-ṭullāb, wa-taḥaṣṣala minhā mā yassarahu Allāh taʻālá min taqrīrāt sharīfah wa-taḥqīqāt badīʻah munīfah wa-nikāt almaʻīyah wa-daqāʼiq lawdhaʻīyah naẓamtuhā fī silk al-taṣnīf wa-jaʻaltuhā ḥāshiyah ʻalá hādhā al-Sharḥ al-munīf ...""",w
14526450,880-02 Ḥāshiyah ʻalá Sharḥ al-Sullam : manuscript / Muḥammad ibn ʻAlī al-Ṣabbān.,4,Secundo folio: wa-tasāhala fī mawāḍiʻ kathīrah.,w
14526450,880-02 Ḥāshiyah ʻalá Sharḥ al-Sullam : manuscript / Muḥammad ibn ʻAlī al-Ṣabbān.,5,16.5 x 23.5 cm; written surface: 10.5 x 16.5 cm; 25-30 lines per page.,o
14526450,880-02 Ḥāshiyah ʻalá Sharḥ al-Sullam : manuscript / Muḥammad ibn ʻAlī al-Ṣabbān.,6,Binding: In marbled cardboard with flap; black cloth on spine and flap (in nine numbered quires).,o
14526450,880-02 Ḥāshiyah ʻalá Sharḥ al-Sullam : manuscript / Muḥammad ibn ʻAlī al-Ṣabbān.,7,"In good naskh script (except quire 9 which is written in fair naskh/ruqʻah script), in black ink, on white paper; many commentaries on the margins; catchwords.",ow
14526450,880-02 Ḥāshiyah ʻalá Sharḥ al-Sullam : manuscript / Muḥammad ibn ʻAlī al-Ṣabbān.,8,"On folio 1a: ""Ḥāshiyat al-Imām al-ʻālim al-ʻallāmah wa-al-ḥabr al-baḥr al-fahhāmah al-Shaykh al-Ṣabbān ʻalá Mullawī al-Sullam. Manṭiq.""",w
14526450,880-02 Ḥāshiyah ʻalá Sharḥ al-Sullam : manuscript / Muḥammad ibn ʻAlī al-Ṣabbān.,9,"Author's colophon: ""Qāla muʼallifuhu: Tamma tabyīḍ hādhihi al-Ḥāshiyah ʻalá yad muʼallifihā al-faqīr ilá raḥmat Mawlāh, Muḥammad al-Ṣabbān, ʻāmalahu Allāh bi-al-ghufrān wa-al-iḥsān, wa-kāna tamām tabyīḍihā yawm al-Arbiʻāʼ li-arbaʻ layālin baqiyat min shahr Muḥarram al-ḥarām, ifttitāḥ sanat 1197, sabʻ wa-tisʻīn wa-miʼah wa-alf min al-Hijrah al-Nabawīyah, ʻalá ṣāḥibihā afḍal al-ṣalāh wa-atamm al-salām.""",w
14526450,880-02 Ḥāshiyah ʻalá Sharḥ al-Sullam : manuscript / Muḥammad ibn ʻAlī al-Ṣabbān.,10,"Translation of the author's colophon: ""Its author said: The fair copy of this Gloss was completed by the hand of its author, the poor to the mercy of his Lord, Muḥammad al-Ṣabbān, may God bestow upon him forgiveness and favor, having been completed on Wednesday, four nights remaining from the month of Muḥarram, the beginning of the year 1197 of the Hijrah of the Prophet [1 January, 1783], may the best prayer and the most perfect peace be upon Him.""",w
14526450,880-02 Ḥāshiyah ʻalá Sharḥ al-Sullam : manuscript / Muḥammad ibn ʻAlī al-Ṣabbān.,11,"Copyist's colophon: ""Wa-kāna al-farāgh min kitābatihā yawm al-Arbiʻāʼ ayḍan, baʻda al-ẓuhr, tāsiʻ ʻashar yawm maḍá min shahr Rabīʻ al-Thānī, ʻaqiba mawlid Sayyidinā al-Imām al-Ḥusayn, sanat 1225, khamsah wa-ʻishrīn wa-miʼatayn wa-alf, ʻalá yad kātibihā, bi-yadihi al-fāniyah, al-ʻabd al-faqīr al-muʻtarif bi-al-ʻajz wa-al-taqṣīr, al-rājī ʻafwa Rabbihi al-ʻAlī al-Bārī, ʻAlī ibn Muḥammad ibn Aḥmad al-Farghalī al-Anṣārī nasaban al-Khazrajī qabīlatan al-Shāfiʻī madhhaban al-Ṭahṭāʼī baladan al-Azʹharī iqāmatan, ghafara Allāh la-hu wa-li-wālidayhi wa-li-mashāyikhihi wa-li-muḥbbīhi wa-li-man naẓara fīhi wa-daʻā la-hu bi-al-maghfirah wa-al-raḥmah, wa-li-man wajada ʻayban wa-aṣlaḥahu. Wa-ṣallá Allāh ʻalá Sayyidinā Muḥammad wa-sallam.""",w
14526450,880-02 Ḥāshiyah ʻalá Sharḥ al-Sullam : manuscript / Muḥammad ibn ʻAlī al-Ṣabbān.,12,"Translation of the copyist's colophon: ""It was copied also on Wednesday, in the afternoon, 19 days having passed from the month of Rabīʻ al-Thānī, after the birthday of our Master al-Imām al-Ḥusayn, in the year 1225 [of the Hijrah = 24 May, 1810], by the perishing hand of its copyist, the poor servant, who admits his inability and his insufficiency, he who hopes for the forgiveness of his Mighty Lord the Creator, ʻAlī ibn Muḥammad ibn Aḥmad al-Farghalī al-Anṣārī nasaban al-Khazrajī qabīlatan al-Shāfiʻī madhhaban al-Ṭahṭāʼī baladan al-Azʹharī iqāmatan, may God forgive him, his parents, his teachers, his loved ones, him who looks into it and invokes God to forgive him and have mercy upon him, and him who finds a blemish in it and corrects it. May God prey on our Master Muḥammad and grant him peace.""",w
14526463,880-02 Sharḥ al-Sullam : manuscript / ʻAbd al-Raḥmān ibn Muḥammad al-Akhḍarī.,1,Title from folio 1a.,aw
14526463,880-02 Sharḥ al-Sullam : manuscript / ʻAbd al-Raḥmān ibn Muḥammad al-Akhḍarī.,2,Romanization supplied by cataloger.,aw
14526463,880-02 Sharḥ al-Sullam : manuscript / ʻAbd al-Raḥmān ibn Muḥammad al-Akhḍarī.,3,"Incipit: ""Bismillāh al-Raḥmān al-Raḥīm, wa-bi-hi nastaʻīn. Allāhumma lā sahl illā mā jaʻaltahu sahlan. al-Ḥamdu lillāh alladhī jaʻala qulūb al-ʻulamāʼ samāwāt tatajallá fīhā shumūs al-maʻārif, wa-wassaʻa dawāyir afhāmihim fa-awlajahum qibāb al-mukhaddarāt min ʻarāyis al-maʻānī wa-al-laṭāyif, wa-ḥabāhum bi-ḥadāyiq al-ʻuqūl fa-tanāwalū min thamarātihā, fa-aṣbaḥt āfāq ʻuqūlihim mushriqah bi-aqmār al-ʻulūm, fa-fāqū man ʻadāhum min al-wará, wa-istaqwaw ʻalá dhurá al-majd wa-ʻalaw ʻalá manābir al-ʻizz bimā sabaqa lahum fī al-Kitāb al-marqūm, fa-tāhū fī riḥāb al-ʻilm wa-ʻaraṣāt al-fahm ʻalá bisāṭ ḥujaj al-maʻqūl ...""",w
14526463,880-02 Sharḥ al-Sullam : manuscript / ʻAbd al-Raḥmān ibn Muḥammad al-Akhḍarī.,4,Secundo folio: ṭalaban li-taḥqīq al-manqūl.,w
14526463,880-02 Sharḥ al-Sullam : manuscript / ʻAbd al-Raḥmān ibn Muḥammad al-Akhḍarī.,5,13 x 20 cm; written surface: 7 x 13.5 cm; 17 lines per page.,o
14526463,880-02 Sharḥ al-Sullam : manuscript / ʻAbd al-Raḥmān ibn Muḥammad al-Akhḍarī.,6,Binding: In marbled cardboard with flap (in 5 numbered quires).,o
14526463,880-02 Sharḥ al-Sullam : manuscript / ʻAbd al-Raḥmān ibn Muḥammad al-Akhḍarī.,7,"In fair naskh script, in black ink, on light bluish-green paper; few notes on the margisn; catchwords.",ow
