bib,title,num,type,note,review,reviewer
11945441,"Letter, to Lord Chancellor Clarendon, 1663 : manuscript.",4,o,The letter is written on one piece of paper and is folded in two.,y,dm
11955113,"Notes on the colors and arrangement of Gilbert Stuart's palette, circa 1850.",1,a,Caption title: Stewart's Pallet August 1823.,y,dm
11955113,"Notes on the colors and arrangement of Gilbert Stuart's palette, circa 1850.",2,o,"Accompanied by a typed letter (October 13, 1939), signed, from John Hill Morgan to Yale University librarian Bernard Knollenberg giving the provenance of the manuscript.",y,dm
11987471,"Commonplace book, [circa 1750-1780].",1,o,Binding: Original rough hessian cloth binding with the original brass and ivory button.,y,dm
11987471,"Commonplace book, [circa 1750-1780].",2,o,Author not identified.,y,dm
11990172,"Catalogue of Bradenham House library, Norfolk, [1807-1833].",1,o,Bound in contemporary Dutch embossed and hand-coloured paper wrappers.,y,dm
11990172,"Catalogue of Bradenham House library, Norfolk, [1807-1833].",2,o,Paper watermarked: Golding Snelgrove 1807.,y,dm
11995727,Compendium historiae in genealogia Christi.,1,o,Format: seven membranes sewn together to form one roll.,y,dm
11995727,Compendium historiae in genealogia Christi.,2,o,Layout: single vertical column in the form of a genealogical tree.,y,dm
11995727,Compendium historiae in genealogia Christi.,3,o,Script: single gothic bookhand.,y,dm
11995727,Compendium historiae in genealogia Christi.,4,o,"Decoration: text is presented as a genealogical tree, in brown ink, with rubrication; initials in red and blue ink; roundels and planned spaces for diagrams and miniatures (unfinished) outlined in red and blue ink. Linking genealogical tree branches and diagram lines in red and blue ink. Complex grid for layout of design elements ruled in plummet.",y,dm
11995727,Compendium historiae in genealogia Christi.,5,o,"Ownership inscriptions at top and bottom of roll: Conradus Mondone Astensis. (Corrado Mondone d'Asti, Master General of the Dominican Order, 1462-1465).",y,dm
11996088,"The beginning of a commonplace book, 1957-[1976].",1,o,"From title page: for Mario from Monroe, February 1957.",y,dm
11998588,"Honky-tonk Sue : a screenplay, 1985 March / by Larry McMurtry [and] Leslie Marmon Silko.",1,o,"Stamped on front cover: ""Received May 15 1985 F. R. P.""",y,dm
11998763,"The misfits, 1960 March / by Arthur Miller.",1,o,"From cover: ""Anne Meyerson, Typing & Mimeographing, 101 Park Avenue--Room 514, New York 17, N. Y., Lexington 2-5318.""",y,dm
11998966,Gradual.,1,o,Script: written in liturgical bookhand. Music in square musical notation on five four-line red staves.,y,dm
11998966,Gradual.,2,o,Decoration: five miniatures; eleven large ornamental initials on gold grounds; many decorated initials with penwork.,y,dm
11998966,Gradual.,3,o,Miniatures have been attributed to the Olivetan Master and the Master of the Lodi Choir Books.,y,dm
11998966,Gradual.,4,o,Binding: full deerskin over wooden boards; extensive metalwork on binding.,y,dm
12165015,"Single entry day book, 1794.",1,a,Title from label on front cover.,y,dm
12165015,"Single entry day book, 1794.",2,o,Binding: contemporary marbled wrappers; hand-lettered paper label in center of front cover.,y,dm
12165106,"Glossary list, [circa 1750].",1,o,"Pencil note in a modern hand on front pastedown of v. 1: ""Bought at Saltoun Hall.""",y,dm
12165106,"Glossary list, [circa 1750].",2,o,Binding: contemporary stiff marbled paper wrappers.,y,dm
12165126,"Sermon fragment, [circa 1746].",1,o,First leaf missing.,y,dm
12165552,"Report of court costs in the case of Betts v. Betts and others, 1748 July 5-17.",1,o,"Binding: original thick paper cover, with docket, stitched.",y,dm
12165949,"Funeral sermon on Psalm 119:92, 1744 September 20.",1,o,"Signed on the last page: ""St. Ervan. Sept. 20th 1744. N. Hoskins.""",y,dm
12171419,[Britton].,1,o,"A fuller description of the contents is found in Baker and Taussig, Catalogue (London: 2007), p 10.",y,dm
12171419,[Britton].,2,o,"Decoration: headings and paragraph marks in red or blue; some initials in red or blue. One large initial ""P"" at the beginning of Book IV (f. 21v.). Model arbor consanguinitatis on f. 46v.",y,dm
12171419,[Britton].,3,o,Several leaves cut away (stubs not included in present collation).,y,dm
12175742,"Letter portfolio owned by Marie-Caroline de Bourbon-Sicile, Duchesse de Berry, [1800s].",1,o,Title on case: A blotter formerly belonging to the Duchesse de Berry.,y,dm
12180578,"Memorandum of recognizance for Robin Manchester, 1720 February 9.",1,o,"Docketed: ""Robin Manchester. Recognizance to t.e King.""",y,dm
12180578,"Memorandum of recognizance for Robin Manchester, 1720 February 9.",2,o,"Date normalized from: ""ninth day of February 1719/20.""",y,dm
12183073,Glossed Bible.,1,o,"Layout: Biblical text centered, single column, variable length; surrounding gloss written in double columns of 65-75 lines.",y,dm
12183073,Glossed Bible.,2,o,Script: gothic script. Letters in Biblical text larger than in glosses.,y,dm
12183073,Glossed Bible.,3,o,Decoration: 18 small historiated initials and approximately 30 other illuminated initials; numerous blue and red penwork initials with red or lilac penwork decoration; rubricated.,y,dm
12183073,Glossed Bible.,4,o,"Binding: modern blind-stamped red morocco gilt, by Riviere.",y,dm
12183564,De consolatione philosophiae.,1,o,Probably copied in Tuscany.,y,dm
12183564,De consolatione philosophiae.,2,o,"Signed, after the explicit: ""Ego iulianus francisci de leuanto notarius scripsi.""",y,dm
12183564,De consolatione philosophiae.,3,o,Layout: single columns of 30 lines.,y,dm
12183564,De consolatione philosophiae.,4,o,Script: rounded gothic bookhand.,y,dm
12183564,De consolatione philosophiae.,5,o,Decoration: 5 illuminated initials on gold grounds; many smaller initials in red or blue penwork.,y,dm
12183564,De consolatione philosophiae.,6,o,Binding: contemporary (?) beech boards with brown goatskin spine decorated with blind ropework; metal clasp and latch.,y,dm
12183912,Chronicon de regibus angliae.,1,o,"Scribal explicit: ""hic pennam fixi penitet me si male dixi.""",y,dm
12183912,Chronicon de regibus angliae.,2,o,"Ownership inscription on front paper flyleaf: ""Brudenell de Deen d[omi]nusque de Stonton.""",y,dm
12183912,Chronicon de regibus angliae.,3,o,"Some marginal annotations, particularly in lower margins. Some of these have been trimmed; three leaves containing lower margin annotations have been left untrimmed and folded back, apparently in an effort to preserve the annotations (13r; 22r; 59r).",y,dm
12183912,Chronicon de regibus angliae.,4,o,"Two leaves bound in at the end of the volume contain passages from the Doctrinale of Alexander de Villa Dei. Ownership inscription on 1r in a later, (early seventeenth-century?) hand: ""Mistresse Leucey Brudenell.""",y,dm
12183912,Chronicon de regibus angliae.,5,o,Layout: single columns of 34 lines.,y,dm
12183912,Chronicon de regibus angliae.,6,o,Script: rounded gothic script.,y,dm
12183912,Chronicon de regibus angliae.,7,o,Decoration: Rubricated.,y,dm
12183912,Chronicon de regibus angliae.,8,o,"Binding: seventeenth-century full calf, with the arms of the Brudenell family in gilt on the covers.",y,dm
12187127,In Cantica Canticorum : with other works.,1,o,Commentary by Cassiodorus attributed to Bede in incipit (fol. 1r).,y,dm
12187127,In Cantica Canticorum : with other works.,2,o,"Erased ownership inscription: ""Liber monastery Sc Marie ... Ste. ... wiknne.""",y,dm
12187127,In Cantica Canticorum : with other works.,3,o,"Bookplate of Portsmouth Cathedral on front pastedown, with deaccession stamp dated 1941.",y,dm
12187127,In Cantica Canticorum : with other works.,4,o,Layout: double columns of 38 lines.,y,dm
12187127,In Cantica Canticorum : with other works.,5,o,Script: gothic script.,y,dm
12187127,In Cantica Canticorum : with other works.,6,o,Decoration: rubricated.,y,dm
12187127,In Cantica Canticorum : with other works.,7,o,"Binding: medieval binding, pink doeskin over wooden boards; remains of metal clasps on lower board.",y,dm
12187147,"The Saralee Negro dolls, 1951.",1,a,Title from cover.,y,dm
12187213,Heraldic manuscript of the English kings and peers.,1,w,Spine title: Arms of the Nobility of England. MS. 1042-1619.,y,dm
12187213,Heraldic manuscript of the English kings and peers.,2,o,Script: English secretary hand.,y,dm
12187213,Heraldic manuscript of the English kings and peers.,3,o,"Decoration: more than 600 emblazoned coats of arms, in full color.",y,dm
12187213,Heraldic manuscript of the English kings and peers.,4,o,"Binding: nineteenth-century full polished calf, by Clarke & Bedford.",y,dm
12187755,Statutes of England.,1,o,The last four leaves contain annotations in several hands.,y,dm
12187755,Statutes of England.,2,o,"Ownership inscription by White Kennett, recording the gift of the volume from William Salkeld (1671-1715).",y,dm
12187755,Statutes of England.,3,o,Layout: single columns of 21-23 lines.,y,dm
12187755,Statutes of England.,4,o,Script: English court hand.,y,dm
12187755,Statutes of England.,5,o,Decoration: Rubricated. Paragraph marks in red or blue ink. 41 large initials in gold on colored grounds with bar borders terminating in ivy leaves or flowers.,y,dm
12187755,Statutes of England.,6,o,Binding: modern pigskin.,y,dm
12189043,Collection of pedigrees.,1,o,Attributed to Robert Dale by Sir Thomas Phillipps in a pencil note on recto of front flyleaf. Several additional pages at the end of the Dale collection are attributed by Phillipps to Samuel Stebbing.,y,dm
12189043,Collection of pedigrees.,2,w,Spine title: Stemmata. List of Crests.,y,dm
12189043,Collection of pedigrees.,3,o,"Bound with: An Alphabetical List of Crest's copied from a list in the handwriting of Mr. Ra: Thoresby, late of Leeds, Antiquarian, which Manuscript was bought at the sale of his Library in London on 7th May 1763. Manuscript on paper in copperplate script, corrections in a different hand in red ink, 36 p., undated. Phillipps MS 13396.",y,dm
12189043,Collection of pedigrees.,4,o,Binding: nineteenth-century quarter calf over marbled boards.,y,dm
12189630,Compendium theologicae veritatis.,1,o,Work formerly attributed to Albertus Magnus (1193?-1280); now attributed to Hugh Ripelin of Strasburg (Hugo Argentinensis) and dated to 1268.,y,dm
12189630,Compendium theologicae veritatis.,2,o,"Ownership inscription on rear flyleaf: ""Mastre Roger Walle off Lychfeld Chanone.""",y,dm
12189630,Compendium theologicae veritatis.,3,o,Layout: double columns of 30 lines.,y,dm
12189630,Compendium theologicae veritatis.,4,o,Script: gothic script.,y,dm
12189630,Compendium theologicae veritatis.,5,o,Decoration: Rubricated. Initials in red and blue ink with penwork decoration. F1r decorated with a small historiated initial in gold containing drawing of a man's face.,y,dm
12189630,Compendium theologicae veritatis.,6,o,Binding: early limp tawed leather wrapper.,y,dm
12189814,John Stow copy of the opening section of John Leslie's History of Scotland.,1,o,Layout: single column of 46-48 lines.,y,dm
12189814,John Stow copy of the opening section of John Leslie's History of Scotland.,2,o,Script: mixed cursive.,y,dm
12191247,[King Arthur and the knights of the round table].,1,a,Title devised by cataloger.,y,dm
12191247,[King Arthur and the knights of the round table].,2,o,Book stamp of a lion rampant with autograph annotation by Sir Thomas Phillipps.,y,dm
12191247,[King Arthur and the knights of the round table].,3,o,Layout: single columns of 26 lines each.,y,dm
12191247,[King Arthur and the knights of the round table].,4,o,Script: secretary.,y,dm
12191247,[King Arthur and the knights of the round table].,5,o,Decoration: 33 armorial devices in ink; many blank shields in pencil.,y,dm
12191247,[King Arthur and the knights of the round table].,6,o,Binding: eighteenth-century full calf; arms of John Lewis Goldsmid on front cover in gilt.,y,dm
12191897,"Card with Nahua stone beads, arrowhead, and ornaments, 1849 August.",1,a,Title devised by cataloger.,y,dm
12201431,"Gweddi'r hwsmon, [18th century].",1,o,"Title on the manuscript: ""Gweddi'r hwsmon, a Welsh prayer by the Vicar of Llandyfry in Queen Elizabeth's reign.""",y,dm
12201431,"Gweddi'r hwsmon, [18th century].",2,o,"Attribution of Rhys Prichard as author of the original text is through The Vicar of Llandovery, or, Light from the Welshman's Candle, by John Bulmer (Haverfordwest: J. Potter, 1821).",y,dm
12206933,Roll of Battle Abbey and the chronicle of the kings of Britain.,1,o,"Auction catalog description pasted onto front pastedown, with annotation concerning purchase at Sir Edward Coates' sale, Sotheby's July 9, 1923.",y,dm
12206933,Roll of Battle Abbey and the chronicle of the kings of Britain.,2,o,Bookplate: Fairfax of Cameron armorial bookplate.,y,dm
12206933,Roll of Battle Abbey and the chronicle of the kings of Britain.,3,o,Ownership inscription of Charles Fairfax on front flyleaf.,y,dm
12206933,Roll of Battle Abbey and the chronicle of the kings of Britain.,4,o,"Layout: double columns of 48 lines, incorporating genealogical charts.",y,dm
12206933,Roll of Battle Abbey and the chronicle of the kings of Britain.,5,o,Script: secretary script in two different hands.,y,dm
12206933,Roll of Battle Abbey and the chronicle of the kings of Britain.,6,o,"Decoration: in the Chronicle, names in genealogical charts in roundels with lines of descent in various colors; pen and ink illustrations of coats of arms and four drawings of cities, in color.",y,dm
12206933,Roll of Battle Abbey and the chronicle of the kings of Britain.,7,o,"Binding: seventeenth-century full calf, gilt ornament on covers, with the initials C. and F. in blind; remains of green silk ties.",y,dm
12206975,Bible (fragment).,1,o,Layout: two columns of 28 lines.,y,dm
12206975,Bible (fragment).,2,o,Script: Anglo-Saxon minuscule.,y,dm
12206975,Bible (fragment).,3,o,"Decoration: well-formed initial 'a' embodying two animal heads, partially colored in red and blue.",y,dm
12206975,Bible (fragment).,4,o,"With a thirteenth or fourteenth inscription on one of the leaves, ""Iste liber est de armario Sarr"".",y,dm
12207147,De Beneficiis (fragment).,1,o,Layout: single column of 27 lines.,y,dm
12207147,De Beneficiis (fragment).,2,o,Script: copied by one hand in Praegothica.,y,dm
12207147,De Beneficiis (fragment).,3,o,Decoration: initial E in red ink with green tendrils.,y,dm
12207147,De Beneficiis (fragment).,4,o,"Page is trimmed slightly at one edge, affecting the text.",y,dm
12207204,Benedictional (fragment),1,o,Layout: single column of 18 lines.,y,dm
12207204,Benedictional (fragment),2,o,Script: Anglo-Saxon minuscule.,y,dm
12207204,Benedictional (fragment),3,o,Decoration: Rubricated. Initials in red ink.,y,dm
12207725,Aeneid (fragment).,1,o,"Layout: single column of 31 lines on recto, 30 lines on verso.",y,dm
12207725,Aeneid (fragment).,2,o,"Script: copied by one hand in Praegothica, with ascenders sometimes notched, and uncial d and tall d.",y,dm
12207725,Aeneid (fragment).,3,o,"The leaf is from a small format pocket-sized manuscript. Trimming affects text at the top of the page, and text on verso is faded and obscured in places by staining.",y,dm
12207970,In Genesim homilia X (fragment).,1,o,Layout: double columns of 36 lines.,y,dm
12207970,In Genesim homilia X (fragment).,2,o,Script: romanesque book script.,y,dm
12219221,Summa decretorum (fragment).,1,o,Layout: double columns of 35 lines.,y,dm
12219221,Summa decretorum (fragment).,2,o,Script: protogothic.,y,dm
12219221,Summa decretorum (fragment).,3,o,Shailor and Watters have identified this fragment as coming from the same parent manuscript as Beinecke MS 712.254.,y,dm
12220950,Writing exercise books.,1,o,"In contemporary marbled paper covers, roan-backed.",y,dm
12221171,Homily on the ascension (fragment).,1,o,Text corresponds to Patrologia Latina (PL) 94: 180/81.,y,dm
12221171,Homily on the ascension (fragment).,2,o,Layout: double columns of 28 lines.,y,dm
12221171,Homily on the ascension (fragment).,3,o,Script: copied by a single hand in Caroline minuscule.,y,dm
12221171,Homily on the ascension (fragment).,4,o,Decoration: capitals touched with red ink.,y,dm
12221272,Liber sextus decretalium (fragment).,1,o,"From a Bolognese manuscript copied by the pecia system, with characteristic mark faintly visible in margin of recto on the first leaf",y,dm
12221272,Liber sextus decretalium (fragment).,2,o,"Layout: principal text written in double columns of up to 30 lines, with surrounding gloss in 89 lines.",y,dm
12221272,Liber sextus decretalium (fragment).,3,o,Script: two sizes of rounded gothic script.,y,dm
12221272,Liber sextus decretalium (fragment).,4,o,Decoration: two historiated initials painted in color against burnished gold backgrounds.,y,dm
12221272,Liber sextus decretalium (fragment).,5,o,Binding: modern cloth covered boards.,y,dm
12221297,Brut chronicle (fragment).,1,o,Layout: two columns of 39 lines.,y,dm
12221297,Brut chronicle (fragment).,2,o,Script: gothic hand.,y,dm
12221297,Brut chronicle (fragment).,3,o,Decoration: initial C in blue and initial Q in red.,y,dm
12221297,Brut chronicle (fragment).,4,o,"Stained and somewhat worn from use as a pastedown, with some later pen trials.",y,dm
12223420,"Dīwān, [1873].",1,o,"With copious corrections, annotations, etc., by Carlo Landberg.",y,dm
12223430,"Dīwān d'Abou Firās el-Ḥamdānī : texte arabe et traduction française : accompagné de notes historiques et philologiques, [circa 1880] / publié par Carlo Landberg.",1,a,Title from fol. 3a.,y,dm
12223430,"Dīwān d'Abou Firās el-Ḥamdānī : texte arabe et traduction française : accompagné de notes historiques et philologiques, [circa 1880] / publié par Carlo Landberg.",2,o,Fol. 3b: Commentaire et notes sur le Dīwān d'Abou Firās el-Ḥamdānī par Carlo Landberg.,y,dm
12223430,"Dīwān d'Abou Firās el-Ḥamdānī : texte arabe et traduction française : accompagné de notes historiques et philologiques, [circa 1880] / publié par Carlo Landberg.",3,o,Fol. 4a: 27 lines.,y,dm
12223430,"Dīwān d'Abou Firās el-Ḥamdānī : texte arabe et traduction française : accompagné de notes historiques et philologiques, [circa 1880] / publié par Carlo Landberg.",4,o,Several additional leaves and slips inserted loose. Contains also some notes on the Amharic language.,y,dm
12223430,"Dīwān d'Abou Firās el-Ḥamdānī : texte arabe et traduction française : accompagné de notes historiques et philologiques, [circa 1880] / publié par Carlo Landberg.",5,o,"Front cover: ""Grammaire amariña.""",y,dm
12223439,"Janá al-jinās, [19th century].",1,o,Good modern (19th century) naskhī.,y,dm
12223439,"Janá al-jinās, [19th century].",2,o,Fol. 2a: 19 lines.,y,dm
12223454,"Masālik al-mamālik, [19th century].",1,o,"This copy comprises the facsimile only (1 l., 126 p., and maps). It is not clear whether it is imperfect, or whether it was issued for the Oriental trade, with the Latin matter omitted.",y,dm
12223454,"Masālik al-mamālik, [19th century].",2,o,"2 p. l., 23, [1] p.; 2 l., facsim.: (126 p., XIX maps), 127-132 p., 1 l.",y,dm
12223454,"Masālik al-mamālik, [19th century].",3,o,"Liber climatum auctore scheicho Abu-Ishako el-Faresi vulgo el-Issthachri. Ad similitudinem codicis Gothani (= Pertsch 1521) accuratissime delineandum et lapidibus exprimendum curavit Dr. J. H. Moeller. Praemissa est dissertatio de Libri climatum indole, auctore et aetate. Gothae, In libraria Beckeriana, 1839.",?,dm
12225074,"Hymns and poems, [18th century].",1,w,Spine title: Hymns & : Poems By : Eliz Scott.,y,dm
12225074,"Hymns and poems, [18th century].",2,o,"The volume descended in the family of Elizabeth Scott Williams Smith's brother-in-law Solomon Williams (1701-1776). Inscribed inside front cover: ""Anna Williams, / Given me by Grandm[other] / Elisabeth Smith,"" ""Thos. S. Williams / from his brother / S. P. Williams / July 1826,"" and ""Isaac Parsons.""",y,dm
12225850,"Recipe book containing medical, chemical and household recipes and formulas, [circa 1670-1683].",1,o,"Volume opens with unpaginated 6 p. index of recipes and a list of ""characters and valew of medicinall weights;"" rest of volume is paginated 1-256. Pages after p. 83 are blank.",y,dm
12225850,"Recipe book containing medical, chemical and household recipes and formulas, [circa 1670-1683].",2,o,"Ownership stamp of Anna Rogers, in red ink, appears on verso of front endpaper and verso of second blank page. ""April 6 1765"" written below the second stamp in an unidentified hand.",y,dm
12225850,"Recipe book containing medical, chemical and household recipes and formulas, [circa 1670-1683].",3,o,Watermark: coat of arms not in Heawood; similar to Heawood Coat of Arms 348.,y,dm
12225850,"Recipe book containing medical, chemical and household recipes and formulas, [circa 1670-1683].",4,o,"Binding: in the style of Queens' Binder A (William Nott). Contemporary full red morocco, elaborately gilt in an all-over design incorporating drawer-handle tools, floral motifs and flower tools, framed in a repeating ornamental border. Seven-compartment gilt spine; coroneted monogram ""RR"" (Robert and Rebecca Paston) in the third compartment. Marbled endpapers.",y,dm
12240172,Manuscript copy of Richard Turner's A view of the earth : a short system of modern geography.,1,o,"With two inscriptions on front pastedown: [1] ""M.E. Milles. This book was given to me by the Honble. Mary Grace Watson, Octr. 1798, copied from one I gave her."" [2] ""Grace Palmer. This book was given to me by my greatgrand mother M.E. Milles, April 18th, 1819.""",y,dm
12240172,Manuscript copy of Richard Turner's A view of the earth : a short system of modern geography.,2,o,Bound in contemporary quarter calf and marbled boards.,y,dm
12241044,"Recueil de chansons annecdottes de la cour, [circa 1745-1759].",1,o,Stored in 19 boxes.,y,dm
12241204,Letter from Thomas Clarkson to Thomas Middleditch.,1,o,"The Yale Center for British Art also has a signet ring, ca. 1787, bearing the design of the anti-slavery medallion, in slightly variant form. This item is cataloged separately (see link provided herewith).",y,dm
12241204,Letter from Thomas Clarkson to Thomas Middleditch.,2,o,Written in pen and black ink.,y,dm
12243079,"The graphic scrap book : a collection of engravings / by Jas. Storer, from original drawings by Mrs. Chas. Rhys ; with descriptions.",1,o,Bound in blind paneled green calf.,y,dm
12243565,"Levi Chamberlain journal transcripts, 1931.",1,o,"Transcribed from original journals purchased by Albert Francis Judd from the Dunster House Bookshop in Cambridge, Massachusetts, March 1931.",y,dm
12244570,Necrology and land register for the parish church of Hollain.,1,o,"Ownership inscription on verso of last leaf:""Antoine Descamps pasteur de Hollain 1607.""",y,dm
12244570,Necrology and land register for the parish church of Hollain.,2,o,"Ownership inscription on verso of last leaf: ""Alard Sprien pasteur de Hollain 1647 26 Januarii.""",y,dm
12244570,Necrology and land register for the parish church of Hollain.,3,o,"Ownership inscription on verso of last leaf: ""Pierre Lemari pasteur de hollain, x julii 1660.""",y,dm
12244570,Necrology and land register for the parish church of Hollain.,4,o,"Ownership inscription on verso of last leaf: ""Paul François Deschamps pasteur de hollain le 12 de decembre 1693.""",y,dm
12244570,Necrology and land register for the parish church of Hollain.,5,o,Layout: single column with varying number of lines.,y,dm
12244570,Necrology and land register for the parish church of Hollain.,6,o,Script: Gothic liturgical bookhand.,y,dm
12244570,Necrology and land register for the parish church of Hollain.,7,o,Decoration: Rubricated. Initials in red or blue; paragraph marks in alternating red and blue.,y,dm
12244570,Necrology and land register for the parish church of Hollain.,8,o,Binding: Remnant of original wooden binding attached to back of volume.,y,dm
12244622,Deed for the foundation of commemorative Masses for Melcior de Wale.,1,o,"Layout: single-column, up to 21 lines on a page.",y,dm
12244622,Deed for the foundation of commemorative Masses for Melcior de Wale.,2,o,Script: written in a littera cursiva script.,y,dm
12244622,Deed for the foundation of commemorative Masses for Melcior de Wale.,3,o,"Binding: contemporary parchment wrapper, stitched.",y,dm
12248191,Benefactors' book of the Candlemas Guild of Bury St. Edmunds.,1,o,Numerous marginal annotations in both contemporary and later hands.,y,dm
12248191,Benefactors' book of the Candlemas Guild of Bury St. Edmunds.,2,o,"Layout: single columns, mostly of 32 lines.",y,dm
12248191,Benefactors' book of the Candlemas Guild of Bury St. Edmunds.,3,o,Script: manuscript is in at least seven hands.,y,dm
12248191,Benefactors' book of the Candlemas Guild of Bury St. Edmunds.,4,o,Decoration: Rubricated. Large blue initial with red penwork (f. 8).,y,dm
12248191,Benefactors' book of the Candlemas Guild of Bury St. Edmunds.,5,o,"Binding: contemporary binding of tawed white leather over bevelled wooden boards, sewn on four leather thongs. Remains of clasp; brass pin and mount on lower cover.",y,dm
12248230,Psalter.,1,o,"Note concerning the probable date of the volume in Latin, in a later hand (9v.)",y,dm
12248230,Psalter.,2,o,Layout: single columns of 21 lines.,y,dm
12248230,Psalter.,3,o,Script: rounded gothic liturgical script.,y,dm
12248230,Psalter.,4,o,Decoration: Rubricated. Small initials throughout in red and blue with contrasting penwork; seven large illuminated initials with two-sided borders; large illuminated initial on the first leaf of the text of the Psalter.,y,dm
12248230,Psalter.,5,o,Binding: contemporary binding of reversed skin over bevelled wooden boards; sewn on five double bands. Remains of clasps on the front board.,y,dm
12249750,Statutes of England from 1 Edward III to 4 Henry VI.,1,o,Numerous contemporary marginal annotations in a number of hands.,y,dm
12249750,Statutes of England from 1 Edward III to 4 Henry VI.,2,o,"Ownership inscription: ""Wilelmo Elwys"" on first leaf (1r) and final leaf (269v).",y,dm
12249750,Statutes of England from 1 Edward III to 4 Henry VI.,3,o,"Ownership inscription: ""T. Butler 1759"" on first leaf (1r).",y,dm
12249750,Statutes of England from 1 Edward III to 4 Henry VI.,4,o,Layout: single columns of 30-36 lines.,y,dm
12249750,Statutes of England from 1 Edward III to 4 Henry VI.,5,o,Script: several secretary scripts.,y,dm
12249750,Statutes of England from 1 Edward III to 4 Henry VI.,6,o,Decoration: blue initials with red penwork.,y,dm
12249750,Statutes of England from 1 Edward III to 4 Henry VI.,7,o,"Binding: early flexible binding, designed to accomodate further additions of leaves, with stiff leather covers stitched on with leather thongs; original bands and sewing visible. ""Edw. Bennett"" cut into upper cover in a later hand.",y,dm
12250570,"Impressions et souvenirs : Mon grand oncle, 1875 December.",1,a,Title from caption.,y,dm
12250570,"Impressions et souvenirs : Mon grand oncle, 1875 December.",2,o,"Bound by a former owner, with a photograph of Sand affixed to a preliminary page.",y,dm
12253114,"Precedents and several other things contained in this booke : some pattents, funeralls, some coates.",1,o,"Contents preceded by ""A Table of the Graunts of Armes contained in this booke"" and ""A Callender of what is contained in this Booke.""",y,dm
12253114,"Precedents and several other things contained in this booke : some pattents, funeralls, some coates.",2,o,Title transcribed from front cover.,y,dm
12253114,"Precedents and several other things contained in this booke : some pattents, funeralls, some coates.",3,o,Printed bookseller's description pasted on inside front cover.,y,dm
12253114,"Precedents and several other things contained in this booke : some pattents, funeralls, some coates.",4,o,Binding: contemporary limp parchment; remains of ties.,y,dm
12254166,"Notes on trees, with leaf specimens",1,o,"Inscribed on front pastedown: Walter Laskey, no. 15. 87 Havelock Rd., Derby.",y,dm
12254369,The family coach.,1,o,Written in pen and black ink.,y,dm
12254369,The family coach.,2,o,Paper watermarked 1869.,y,dm
12254369,The family coach.,3,o,Stitched in contemporary brown paper covers.,y,dm
12257249,Polychronicon.,1,o,"Numerous marginal annotations in several contemporary and later hands. Marginal note on p. 136 refers to the death of Oliver Cromwell (""tyranno"").",y,dm
12257249,Polychronicon.,2,o,"Bound with: Martinus Polonus, Margarita decreti seu tabula martiniana decreti (Strasburg, 1493); William Lyndwood, Constitutiones legitime seu legatine regionis anglicane, (Paris, 1504).",y,dm
12257249,Polychronicon.,3,o,Watermark: Briquet 11159?,y,dm
12257249,Polychronicon.,4,o,Layout: single columns of approximately 35 lines.,y,dm
12257249,Polychronicon.,5,o,Script: English cursive bookhand.,y,dm
12257249,Polychronicon.,6,o,Decoration: Rubricated. Approximately 60 large initials in red with penwork in brown ink.,y,dm
12257249,Polychronicon.,7,o,"Binding: late seventeenth-century full calf; blind-ruled, with crown stamp in the corners. The binder has been identified as a London binder who also worked for Samuel Pepys. Metal chain attached from the upper cover, fourteen links, a ring on either end, and a middle swivel.",y,dm
12257693,Polychronicon.,1,o,Layout: double columns of between 44 and 51 lines.,y,dm
12257693,Polychronicon.,2,o,Script: cursive book hand.,y,dm
12257693,Polychronicon.,3,o,"Decoration: Rubricated. Approximately 404 marginal drawings in pen and ink, many with yellow wash: mostly portrait roundels, but also including two diagrams of Noah's Ark; views of London, Canterbury, Rome and other places; an image of the Annunciation; and a small T-map. Margins ruled to accomodate the roundels. One illuminated initial and others covered in matte gold.",y,dm
12257693,Polychronicon.,4,o,"Binding: contemporary calf over wooden boards, rebacked. Upper cover plain; lower cover contains central panel with the letters POLICRONICON created by stamping background with seven-pointed star stamp. Background pattern of diagonal fillets with five-petalled flower in circle stamped at each intersection. Remains of leather clasps and one brass catch. Sewn on six raised bands.",y,dm
12257693,Polychronicon.,5,o,Byname: Takamiya Polychronicon.,y,dm
12261327,"To the Housatonic at Stockbridge, [circa 1896].",1,o,First line reads: Contented river! in thy dreamy realm.,y,dm
12266811,"Verses, [circa 1910] / Elsa Woolsey.",1,a,Title from cover.,y,dm
12268844,"Thomas Hardy, 1936.",1,o,"Accompanied by an undated and related autograph note by Frederick Baldwin Adams Jr., the typescript's former owner.",y,dm
12269259,Arma Christi prayer roll.,1,o,Layout: single column of text.,y,dm
12269259,Arma Christi prayer roll.,2,o,Script: gothic.,y,dm
12269259,Arma Christi prayer roll.,3,o,"Decoration: Rubricated. Initials in red or blue. Large miniature at head of roll containing a bust of Christ wearing a crown of thorns, displaying his stigmata, and surrounded by the ""arma Christi"" (also known as the Instruments of the Passion). On a blue ground in gold frame. One large decorated initial immediately below miniature. Text accompanied by decorated borders on both sides.",y,dm
12269259,Arma Christi prayer roll.,4,o,Binding: section of leather sewn to top of scroll. Accompanied by seventeenth-century? fabric case with fabric and metal appliqués.,y,dm
