bib,title,note_num,note_text,original_type,reviewer_1_id,reviewer_1_review,reviewer_1_type,reviewer_1_rationale
17517311,"Emigration (and Coolie immigration), 1881. Volume 4, Jamaica, Windward and Leeward Islands and miscellaneous despatches.",2,Title from publisher's website.,a,zid,y,,
17517312,"Emigration (and Coolie immigration), 1881. Volume 5, Offices and companies and crown agents.",2,Title from publisher's website.,a,zid,y,,
17517313,"Emigration (and Coolie immigration), 1881. Volume 6, Agents (except crown agents), individuals and surgeons.",2,Title from publisher's website.,a,zid,y,,
17517314,"Emigration (and Coolie immigration), 1882. Volume 1, Eastern and Australian despatches.",2,Title from publisher's website.,a,zid,y,,
17517315,"Emigration (and Coolie immigration), 1882. Volume 2, British Guiana and Trinidad despatches.",2,Title from publisher's website.,a,zid,y,,
17517316,"Emigration (and Coolie immigration), 1882. Volume 3, Jamaica, Windward Islands and miscellaneous despatches.",2,Title from publisher's website.,a,zid,y,,
17517317,"Emigration (and Coolie immigration), 1882. Volume 4, Offices and companies.",2,Title from publisher's website.,a,zid,y,,
17517318,"Emigration (and Coolie immigration), 1882. Volume 5, Agents, individuals and surgeons [part 1].",2,Title from publisher's website.,a,zid,y,,
17517319,"Emigration (and Coolie immigration), 1882. Volume 5, Agents, individuals and surgeons [part 2].",2,Title from publisher's website.,a,zid,y,,
17517320,"Emigration (and Coolie immigration), 1882. Volume 5, Agents, individuals and surgeons [part 3].",2,Title from publisher's website.,a,zid,y,,
17517321,"Emigration (and Coolie immigration), 1882. Volume 5, Agents, individuals and surgeons [part 4].",2,Title from publisher's website.,a,zid,y,,
17517322,"Emigration (and Coolie immigration), 1883. Volume 1, Eastern and Australian despatches.",2,Title from publisher's website.,a,zid,y,,
17517323,"Emigration (and Coolie immigration), 1883. Volume 2, British Guiana and Trinidad despatches.",2,Title from publisher's website.,a,zid,y,,
17517324,"Emigration (and Coolie immigration), 1883. Volume 3, Jamaica, Windward and Leeward Islands and miscellaneous despatches.",2,Title from publisher's website.,a,zid,y,,
17517325,"Emigration (and Coolie immigration), 1883. Volume 4, Offices, companies and agents (except crown agents) [part 1].",2,Title from publisher's website.,a,zid,y,,
17517326,"Emigration (and Coolie immigration), 1883. Volume 4, Offices, companies and agents (except crown agents) [part 2].",2,Title from publisher's website.,a,zid,y,,
17517327,"Emigration (and Coolie immigration), 1883. Volume 4, Offices, companies and agents (except crown agents) [part 3].",2,Title from publisher's website.,a,zid,y,,
17517328,"Emigration (and Coolie immigration), 1883. Volume 4, Offices, companies and agents (except crown agents) [part 4].",2,Title from publisher's website.,a,zid,y,,
17517329,"Emigration (and Coolie immigration), 1883. Volume 5, Crown agents, individuals and surgeons.",3,Title from publisher's website.,a,zid,y,,
17517330,"Emigration (and Coolie immigration), 1884. Volume 1, Eastern and Australian despatches.",3,Title from publisher's website.,a,zid,y,,
17517331,"Emigration (and Coolie immigration), 1884. Volume 2, British Guiana and Trinidad despatches.",2,Title from publisher's website.,a,zid,y,,
17517332,"Emigration (and Coolie immigration), 1884. Volume 3, Jamaica and Windward Islands despatches.",2,Title from publisher's website.,a,zid,y,,
17517333,"Emigration (and Coolie immigration), 1884. Volume 4, Correspondence, original, Secretary of State, despatches, Leeward Islands and miscellaneous, Foreign Office.",2,Title from publisher's website.,a,zid,y,,
17517334,"Emigration (and Coolie immigration), 1884. Volume 5, Offices, companies and crown agents.",2,Title from publisher's website.,a,zid,y,,
17517335,"Emigration (and Coolie immigration), 1884. Volume 6, Agents (except crown agents), individuals and surgeons.",2,Title from publisher's website.,a,zid,y,,
17517336,"Emigration (and Coolie immigration), 1885. Volume 1, Despatches, Eastern, Australian and miscellaneous.",2,Title from publisher's website.,a,zid,y,,
17517337,"Emigration (and Coolie immigration), 1885. Volume 2, Despatches, British Guiana and Trinidad.",2,Title from publisher's website.,a,zid,y,,
17517338,"Emigration (and Coolie immigration), 1885. Volume 3, Despatches, Jamaica, Windward and Leeward Islands.",2,Title from publisher's website.,a,zid,y,,
17517339,"Emigration (and Coolie immigration), 1885. Volume 4, Offices and companies.",2,Title from publisher's website.,a,zid,y,,
17517340,"Emigration (Coolie immigration), 1885. Volume 5, Agents, individuals and surgeons.",2,Title from publisher's website.,a,zid,y,,
17517341,"Emigration (Coolie immigration), 1886. Volume 1, Eastern, Australian, West Indian (except British Guiana), and miscellaneous colonies.",2,Title from publisher's website.,a,zid,y,,
17517342,"Emigration (and Coolie immigration), 1886. Volume 2, Despatches, British Guiana.",2,Title from publisher's website.,a,zid,y,,
17517343,"Emigration (and Coolie immigration), 1886. Volume 3, Despatches, British Guiana.",2,Title from publisher's website.,a,zid,y,,
17517344,"Emigration (and Coolie immigration), 1886. Volume 4, Offices, companies and crown agents.",2,Title from publisher's website.,a,zid,y,,
17517345,"Emigration, 1886, Volume 5, Agents (except crown agents), individuals and surgeons.",2,Title from publisher's website.,a,zid,y,,
17517346,"Emigration (and Coolie immigration), 1887. Volume 1, Despatches (except British Guiana).",2,Title from publisher's website.,a,zid,y,,
17517347,"Emigration (and Coolie immigration), 1887. Volume 2, Despatches, British Guiana.",2,Title from publisher's website.,a,zid,y,,
17517348,"Emigration (and Coolie immigration), 1887. Volume 3, Offices, companies and crown agents.",2,Title from publisher's website.,a,zid,y,,
17517349,"Emigration (and Coolie immigration), 1887. Volume 4, Agents (except crown agents), individuals and surgeons",2,Title from publisher's website.,a,zid,y,,
17517350,"Emigration (and Coolie immigration), 1888. Volume 1, Eastern, Australian and miscellaneous despatches.",2,Title from publisher's website.,a,zid,y,,
17517351,"Emigration (and Coolie immigration), 1888. Volume 2, Despatches, West Indies.",2,Title from publisher's website.,a,zid,y,,
17517352,"Emigration and Coolie immigration, 1888. Volume 3, Offices, companies and agents (except agents in India).",2,Title from publisher's website.,a,zid,y,,
17517353,"Emigration and Coolie immigration, 1888. Volume 4, Agents in India, individuals and surgeons.",2,Title from publisher's website.,a,zid,y,,
17517354,"Emigration and Coolie immigration, 1889. Volume 1, Despatches (except British Guiana and Trinidad).",2,Title from publisher's website.,a,zid,y,,
17517355,"Emigration (and Coolie immigration), 1889. Volume 2, Despatches British Guiana and Trinidad.",2,Title from publisher's website.,a,zid,y,,
17517356,"Emigration (and Coolie immigration), 1889. Volume 3, Offices, companies and crown agents.",2,Title from publisher's website.,a,zid,y,,
17517357,"Emigration (and Coolie immigration), 1889. Volume 4, Agents (except crown agents), individuals and surgeons.",2,Title from publisher's website.,a,zid,y,,
17517358,"Emigration (Coolie immigration), 1890. Volume 1, Eastern, Australian and miscellaneous colonies.",2,Title from publisher's website.,a,zid,y,,
17517359,"Emigration (and Coolie immigration), 1890. Volume 2, Despatches, West Indian colonies (except Trinidad).",2,Title from publisher's website.,a,zid,y,,
17517360,"Emigration (Coolie immigration), 1890. Volume 3, Correspondence, Secretary of State, despatches, Trinidad, offices and companies.",3,Title from publisher's website.,a,zid,y,,
17517361,"Emigration (and Coolie immigration), 1890. Volume 4, Companies, agents, and individuals.",2,Title from publisher's website.,a,zid,y,,
17517362,"Emigration (and Coolie immigration) 1891. Volume 1, Despatches, Eastern, Australian, miscellaneous and British Guiana.",2,Title from publisher's website.,a,zid,y,,
17517363,"Emigration (and Coolie immigration), 1891. Volume 2, Despatches, West Indies.",2,Title from publisher's website.,a,zid,y,,
17517364,"Emigration (and Coolie immigration), 1891. Volume 3, Offices and individuals.",3,Title from publisher's website.,a,zid,y,,
17517365,"Emigration (and Coolie immigration), 1892. Volume 1, Despatches, Eastern, Australian and miscellaneous.",2,Title from publisher's website.,a,zid,y,,
17517366,"Emigration (and Coolie immigration), 1892. Volume 2, West Indian colonies.",2,Title from publisher's website.,a,zid,y,,
17517367,"Emigration (and Coolie immigration), 1892. Volume 3, Offices and individuals.",2,Title from publisher's website.,a,zid,y,,
17517368,"Emigration (and Coolie immigration), 1893. Volume 1, Eastern, Australian and British Guiana despatches.",2,Title from publisher's website.,a,zid,y,,
17517369,"Emigration (and Coolie immigration), 1893. Volume 2, Correspondence, Secretary of State, despatches, West Indies and miscellaneous offices and companies.",1,Title from publisher's website.,a,zid,y,,
17517370,"Emigration (and Coolie immigration), 1893. Volume 3, Agents, individuals and surgeons.",2,Title from publisher's website.,a,zid,y,,
17517371,"Emigration (and Coolie immigration), 1894. Volume 1.",2,Title from publisher's website.,a,zid,y,,
3668932,Surgery and diary / Sewall Brown's.,1,Cover title.,a,wn,y,,
3669045,"Report of the Committee concerning the Hemlock Gum agreeable to the following vote of the Strafford District of the New Hampshire Medical Society : read before the Stafford District of the New Hampshire Medical Society,  Feb'y.11, 1818.",1,Caption title.,a,wn,y,,
3669075,Daybook.,2,Binder's title.,a,wn,y,,
3670518,"Receipes for takeing of cemicals, 1850.",1,Caption title.,a,wn,y,,
3670732,"Ye Sette of Odd Volumes : ""Idler"" collection : typescript.",2,Title from first page.,a,wn,y,,
954392,Notes on general medicine : manuscript.,1,Title assigned by cataloger.,a,dm,y,,
991583,Trattato delle lussationi e fratture : manuscript / di Bernardino Genga da Mondolfo.,1,Title from title page.,a,dm,y,,
1223086,Mélanges Islandais : manuscript.,1,Title from spine.,a,dm,y,,
1227935,"S'ensuit le plaid general et coutume, de la cité & balliage de Lausanne ... : manuscript.",1,Title from title page.,a,dm,y,,
1230489,Instruction sur la manière de se servis de la lunette contenans un micromètre fait avec des prismes de cristal de roche : manuscript and printed text.,1,Title from head of first page.,a,dm,y,,
1230493,L'Art d'instrumenter ou de dresser toutes sortes d'actes publics concernant l'office de notaire selon les loix du Paÿs de Vaud : Copié sur un ouvrage fait en 1715 : manuscript.,1,Title from title page.,a,dm,y,,
1230498,"Le coustumier c'est à diré les loix statuts & coûtumes de la ville et balliage de Lausanne : Contenu aux antiques droits et documents d'icelles reueu de nouveau par les commis tant de la ville et cité de Lausanne, des quatres parroisses de la Vaux, que de la ville d'Avenche, et lieux en dependants approuvé par les nobles citoyens bourgeois et communiers des dits lieux : manuscript.",1,Title from title page.,a,dm,y,,
1230502,Terrier de Chavvirey le Chatel : manuscript.,1,Title from spine.,a,dm,y,,
1238723,"Dialogues galans, satiriques, mordans, pour égaier la compagnie, : qui s'endort, ou s'ennui, et pour plaire au grand, au petit, a la personne, qui raisonne comme aiant de l'esprit : manuscript.",1,Title from title page.,a,dm,y,,
1238761,Semitic tetrapla of Matthiew : manuscript / A. B. Chapman.,1,Title from cover.,a,dm,y,,
1290346,Über lateinischen Stil bei Hofr. Sauppe : manuscript.,1,Title from title page.,a,dm,y,,
1290348,Umschauh : gedichte : manuscript.,2,Title from title page.,a,dm,y,,
1304247,"Einleitung zu den Komoedien des Publius Terentius Afer : Interpretation der Adelphi, Prof. Sauppe, Georgia Augusta : manuscript.",1,Title from title page.,a,dm,y,,
1304248,Lateinisch Grammatik von Professor Hermann Sauppe : manuscript.,2,Title from title page.,a,dm,y,,
1306931,"Il Nuovo Testamento del nostro signore Giesu Christo : in lingua Italiana Toscana-Romana moderna, traduttione nuova, e chiara ... : manuscript / fatta ... da Mattia Cramero ...",1,Title from first title page.,a,dm,y,,
1311020,"Dialogorum de Trinitate libri duo : De Iusticia regni Christi, capitula quatuor : manuscript / per Michaelem Serveto, aliàs Reves, ab Aragonia Hispanum. Anno MDXXXII.",1,Title from title page.,a,dm,y,,
1311024,Collectanea genealogica Suecica : manuscript.,1,Title from inscription on front binder's blank recto.,a,dm,y,,
1311027,"Le Visioni di Santa Brigida di Suuetia : Cauate da i libri delle sue diuine reuelationi : manuscript / Opera di una monaca professa dell' istesso ordine per maggior commodità delle sorelle. A Maria Vergine, et alla istessa santa dedicata.",1,Title from first leaf.,a,dm,y,,
1496227,"Memoirs of Madam Maintenon, Mrs. of K. Lewis XIVth of France [microform]",2,Caption title.,a,dm,y,,
1736512,French verses in the autograph of Thomas Gray / with translation and a note by Samuel Clegg [18th century].,2,Title from title page.,a,dm,y,,
1738917,"Journal de Madame du Deffand, 1779 July 1-1780 September 10.",1,Title from cover.,a,dm,y,,
1763617,"Drawings of antiquities, coins, and heraldry, with copies of old records, [1715?]",1,Title from Hazen.,a,dm,y,,
1763617,"Drawings of antiquities, coins, and heraldry, with copies of old records, [1715?]",2,Title from spine of case: Martin's commonplace book 1715.,a,dm,y,,
1763847,For mixing of colours ... all ye colours used in a face ... for hair ... for linnen ... for behind heads ... [ca. 1737].,2,Handwriting identified by Wilmarth Sheldon Lewis.,a,dm,y,,
1763848,"Mr. Fig's receipt for ye biting of a mad dog, [ca. 1737]",2,Handwriting identified by Wilmarth Sheldon Lewis.,a,dm,y,,
1774794,"A catalogue of books, poems, tracts, and small detached pieces printed at the press at Strawberry-Hill, belonging to the late Horace Walpole, Earl of Orford [circa 1811].",1,Title from title page.,a,dm,y,,
1774854,"Memoranda for additions to Lord Orford's Anecdotes of painting in England / H.E., 1822.",2,Title from title page.,a,dm,y,,
11459301,"Accounts, South Shields and Bill Quay bottle works, County Durham, 1790 January 11, 1793 January 1.",1,Title from contemporary manuscript text written front paper wrappers.,a,dm,y,,
11459364,"Inventory of Sr. Robert Danvers's goods at Rushbrook when the Duke of Cleveland came into the house, 1759, 1760 February.",1,Title from contemporary manuscript text written on the cover in the writer's hand.,a,dm,y,,
11622471,"Madre d'oro, circa 1889 / by E. Hough.",1,Title from cover.,a,dm,y,,
11623821,"Inventory of wearing apparel and other things of the late Mrs. Bamford, circa 1780?",1,Docket title.,a,dm,y,,
11623875,"A true and perfect inventory of [the] goods, shattells, rights and creditts of Sam. Twissell of [the] Parish of Bisley in the county of Gloust.: weaver, late deceased, taken by us whose bnames are herunto subscribed this twenty seventh day of March 1728 ... 1728 March 27.",1,Title from first line of text.,a,dm,y,,
11626699,"Nevin's moral philosophy, 1848.",1,Title from spine.,a,dm,y,,
11676877,"Invoice from John Smith & Robert Hall, London cheesemongers, at [the] Black-boy in Thames Street, 1726 August 4.",1,Title devised by cataloger.,a,dm,y,,
11680410,"An account of the charges for catching the red deer out of the woods of the Rt. Honble. the Earl of Salsbury at Hatfield, from Novre. the 9th, 1734, to February the 2nd 1734/5.",1,Title from caption.,a,dm,y,,
11685448,"Printed upon the ice, on the river Thames.",2,Cover title.,a,dm,y,,
11685584,Cygnea cantio : swan song.,1,Cover title.,a,dm,y,,
11728468,Album of British grasses.,1,Title from spine.,a,dm,y,,
11749435,"Le tapis de Sigmund : the dream in the carpet, 2010 / by Anne Deguelle.",1,Title from colophon.,a,dm,y,,
11795373,[Verse and prose in Latin and Middle English].,1,Title devised by cataloger.,a,dm,y,,
11805935,"Abigail Kelley Foster papers, 1836-1925 [electronic resource].",2,"Title from HTML t.p. (viewed March 25, 2011).",a,dm,y,,
11816558,"Invoice for prints bought from Robert Sayer by Mr. Gordon : London, 1772 August 15.",1,Title supplied by cataloger.,a,dm,y,,
11861504,De legibus et consuetudinibus Angliæ.,3,Title from incipit.,a,dm,y,,
11879055,"Divinity lectures, 1794-1795.",1,Title from front cover.,a,dm,y,,
11885501,"Index to the works of Hogarth in 3 vols. folio, ca. 1799 November.",1,Caption title from page [1].,a,dm,y,,
11908000,Genealogies of the kings of England.,5,Title from spine.,a,dm,y,,
11909475,"An inventory of the household furniture, china & glass of Edw. Williams Esqr. at his dwelling house at Tingrith in Bedfordshire, 1772 May 20.",1,Caption title from first page.,a,dm,y,,
11945441,"Letter, to Lord Chancellor Clarendon, 1663 : manuscript.",1,Title devised by cataloger.,a,dm,y,,
11955113,"Notes on the colors and arrangement of Gilbert Stuart's palette, circa 1850.",1,Caption title: Stewart's Pallet August 1823.,a,dm,y,,
12165015,"Single entry day book, 1794.",1,Title from label on front cover.,a,dm,y,,
12187147,"The Saralee Negro dolls, 1951.",1,Title from cover.,a,dm,y,,
12191247,[King Arthur and the knights of the round table].,1,Title devised by cataloger.,a,dm,y,,
12191897,"Card with Nahua stone beads, arrowhead, and ornaments, 1849 August.",1,Title devised by cataloger.,a,dm,y,,
12223430,"Dīwān d'Abou Firās el-Ḥamdānī : texte arabe et traduction française : accompagné de notes historiques et philologiques, [circa 1880] / publié par Carlo Landberg.",1,Title from fol. 3a.,a,dm,y,,
12250570,"Impressions et souvenirs : Mon grand oncle, 1875 December.",1,Title from caption.,a,dm,y,,
12266811,"Verses, [circa 1910] / Elsa Woolsey.",1,Title from cover.,a,dm,y,,
12285992,"Map of properties within the Fisher-Miller Land Grant near the San Saba River, Texas, [circa 1900].",1,Caption title: Map no. 2.,a,dm,y,,
12286985,"Iter boreale, or, The northern expedition : commencing 10 July 1732, ending 18 Augt. 1732.",2,Title from contents leaf.,a,dm,y,,
12289047,"Pass-book of James Reynolds Peyton, for accounts with Messrs. Herries, Farquhar, Chapman & Co., bankers at London.",1,Title from front cover.,a,dm,y,,
12371888,"Satyromastix, sive, Castigones criticae in Sectani Satyras ... , [circa 1694].",1,Title from caption.,a,dm,y,,
12378889,"Account of the life of Arthur Dobbs, [18--?]",1,Title devised by cataloger.,a,dm,y,,
12386285,"Commonplace book, 1754 January-1755 December.",1,Title from spine.,a,dm,y,,
12426250,"The tarot, [circa 1870-1885].",1,Title from cover.,a,dm,y,,
12435967,La passe solitaire.,2,Title from ownership inscription by Remy Megret (f80r).,a,dm,y,,
12448541,"Interesting narrative of the conquest of the city of Mexico by the American Army under Gen. Scott, [circa 1847].",1,Title from first page.,a,dm,y,,
12470585,Nursery rhymes.,1,Cover title.,a,dm,y,,
12483877,"Rime piacevoli, 1772.",1,Title from title page.,a,dm,y,,
12517507,"Cayr de coppies des chartres octrois et confirmations des privilieges de l'Université Caen, 1599.",1,Title from cover.,a,dm,y,,
12585717,"Seder brachot, seder chuppah, selichot, seder aveilim, ve-luach le-shivim shana, ke-minhag Bene Israel, [circa 1823].",1,Title from spine.,a,dm,y,,
12585810,"Hanhagot ha-boker, birkat ha-nehenin, seder toldot, seder chuppah, ve-seder aveilim, ke-minhag Bene Israel, [circa 1800-1900].",1,Title from spine.,a,dm,y,,
12585820,"Seder aveilim, piyutim ve-havdalah le-motzei shabbat, ve-seder chuppah, ke-minhag Bene Israel, [circa 1836].",1,Title from spine.,a,dm,y,,
12593027,"Bigelow family papers, 1791-c. 1883 [electronic resource].",1,"Title from HTML t.p. (viewed June 29, 2015).",a,dm,y,,
12593029,"Higginson-Lee family correspondence, 1825-1838 [electronic resource].",2,"Title from HTML t.p. (viewed June 29, 2015).",a,dm,y,,
12593030,"Lucretia Carter Sibley correspondence, 1841-1876 [electronic resource].",2,"Title from HTML t.p. (viewed June 29, 2015).",a,dm,y,,
12593032,"Lois Fay Powell papers, 1925-1958 [electronic resource].",2,"Title from HTML t.p. (viewed June 29, 2015).",a,dm,y,,
12593033,"Page family notebooks, 1823-1853 [electronic resource].",2,"Title from HTML t.p. (viewed June 29, 2015).",a,dm,y,,
12593034,"Taintor-Davis family papers, 1763-1917 [electronic resource].",2,"Title from HTML t.p. (viewed June 29, 2015).",a,dm,y,,
12593035,"White-Forbes family diaries, 1808-1902 [electronic resource].",2,"Title from HTML t.p. (viewed June 29, 2015).",a,dm,y,,
12593036,"Amy Barnes correspondence, 1876-1889 [electronic resource].",2,"Title from HTML t.p. (viewed June 29, 2015).",a,dm,y,,
12593037,"Gill-Bullard family papers, 1823-1925 [electronic resource].",2,"Title from HTML t.p. (viewed June 29, 2015).",a,dm,y,,
12593038,"Louisa Jane Trumbull journals from the Trumbull family papers, 1829-1837 [electronic resource].",2,"Title from HTML t.p. (viewed June 29, 2015).",a,dm,y,,
12593039,"Gage family papers, 1810-1942 [electronic resource].",1,"Title from HTML t.p. (viewed June 29, 2015).",a,dm,y,,
12593040,"Elizabeth Palmer Peabody papers, 1843-c. 1867 [electronic resource].",1,"Title from HTML t.p. (viewed June 29, 2015).",a,dm,y,,
12593041,"Foster family papers, 1784-1843 [electronic resource].",2,"Title from HTML t.p. (viewed June 29, 2015).",a,dm,y,,
12593042,"Abigail Gardner Drew diary and reminiscences, 1799-1818 [electronic resource].",2,"Title from HTML t.p. (viewed June 29, 2015).",a,dm,y,,
12593043,"Gale family papers, 1818-1851 [electronic resource].",2,"Title from HTML t.p. (viewed June 29, 2015).",a,dm,y,,
12593046,"Louisa Adams Park journal from the Park family papers, 1800-1848 [electronic resource].",1,"Title from HTML t.p. (viewed June 29, 2015).",a,dm,y,,
12593047,"Diary of Sally Ripley, 1799-1801 and 1805-1809 [electronic resource].",2,"Title from HTML t.p. (viewed June 29, 2015).",a,dm,y,,
12593048,"Patty Rogers diary from the Rogers family papers, 1785 [electronic resource].",2,"Title from HTML t.p. (viewed June 29, 2015).",a,dm,y,,
12593049,"Annie Sullivan letters, 1887-1902 [electronic resource].",2,"Title from HTML t.p. (viewed June 29, 2015).",a,dm,y,,
12614098,"The dark wind, 1990 August 15 / based on the novel by Tony Hillerman ; screenplay by Eric Bergren and Neal Jimenez ; revised by Mark Horowitz.",1,Title from cover.,a,dm,y,,
12666725,Institutiones (fragment).,1,Title assigned by cataloger.,a,dm,y,,
12702483,"[Billhead of South Metropolitan Cemetery, opposite St. Luke's Church, Norwood : Office, 70, King William Street for the burial of Emily Westear on Tuesday 28th November 1865 [illegible]].",1,Title supplied by cataloger.,a,dm,y,,
12702897,"[Billhead of John R. Barklie, Proprietor, 99 Grafton Street, Dublin for items purchased by Mrs. Brewster of 9 Prince Edwards Terrace on March 15/55].",1,Title supplied by cataloger.,a,dm,y,,
12705286,"Maps of the Salt Creek Oil Field showing holdings of the different companies, 1913 September 30.",1,Title from cover.,a,dm,y,,
12756810,Collection of Medical remedies.,1,Title devised by cataloger.,a,dm,y,,
12769654,"Accounts for the estates belonging to Charles Pierrepont, 1794.",1,Title from dealer's description.,a,dm,y,,
12784336,"Sir Thomas Overbury's observations on the United Provinces, [circa 1625].",1,Title from front cover.,a,dm,y,,
12827692,"Index to Description of Strawberry Hill, not after 1824.",1,Date based on date of William Bawtree's death.,a,dm,y,,
